SITE_ID,EASTING,NORTHING,NOX,DATE_TIME_STR,date,day_of_year,month,hour,sunrise_dt,sunset_dt,hour_start,hour_end,sun_multiplier,mean_wind_speed,mean_wind_dir,G_h_effective
452,359488,173924,6.04725,2023-01-01 01:00:00,2023-01-01,1,1,1,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 01:00:00,2023-01-01 02:00:00,0.0,11.0,210.0,0.0
452,359488,173924,36.00543,2023-01-01 02:00:00,2023-01-01,1,1,2,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 02:00:00,2023-01-01 03:00:00,0.0,10.0,210.0,0.0
452,359488,173924,15.63943,2023-01-01 03:00:00,2023-01-01,1,1,3,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 03:00:00,2023-01-01 04:00:00,0.0,9.0,200.0,0.0
452,359488,173924,24.3975,2023-01-01 04:00:00,2023-01-01,1,1,4,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 04:00:00,2023-01-01 05:00:00,0.0,8.0,190.0,0.0
452,359488,173924,6.25577,2023-01-01 05:00:00,2023-01-01,1,1,5,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 05:00:00,2023-01-01 06:00:00,0.0,10.0,200.0,0.0
452,359488,173924,5.21314,2023-01-01 06:00:00,2023-01-01,1,1,6,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 06:00:00,2023-01-01 07:00:00,0.0,9.0,190.0,0.0
452,359488,173924,4.11838,2023-01-01 07:00:00,2023-01-01,1,1,7,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 07:00:00,2023-01-01 08:00:00,0.0,12.0,210.0,0.0
452,359488,173924,5.83872,2023-01-01 08:00:00,2023-01-01,1,1,8,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 08:00:00,2023-01-01 09:00:00,0.75,9.0,200.0,1.1899637370775783e-09
452,359488,173924,7.35053,2023-01-01 09:00:00,2023-01-01,1,1,9,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 09:00:00,2023-01-01 10:00:00,1.0,8.0,190.0,1.3578287618335492e-10
452,359488,173924,10.42628,2023-01-01 10:00:00,2023-01-01,1,1,10,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 10:00:00,2023-01-01 11:00:00,1.0,8.0,190.0,1.3578287618335492e-10
452,359488,173924,23.14635,2023-01-01 11:00:00,2023-01-01,1,1,11,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 11:00:00,2023-01-01 12:00:00,1.0,10.0,200.0,1.5054206923862158e-09
452,359488,173924,6.98561,2023-01-01 12:00:00,2023-01-01,1,1,12,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 12:00:00,2023-01-01 13:00:00,1.0,11.0,200.0,1.4497652664902723e-09
452,359488,173924,8.1325,2023-01-01 13:00:00,2023-01-01,1,1,13,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 13:00:00,2023-01-01 14:00:00,1.0,10.0,190.0,1.0070414251073225e-10
452,359488,173924,16.00435,2023-01-01 14:00:00,2023-01-01,1,1,14,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 14:00:00,2023-01-01 15:00:00,1.0,8.0,190.0,1.3578287618335492e-10
452,359488,173924,24.50176,2023-01-01 15:00:00,2023-01-01,1,1,15,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 15:00:00,2023-01-01 16:00:00,1.0,6.0,180.0,5.479255535405262e-09
452,359488,173924,23.61553,2023-01-01 16:00:00,2023-01-01,1,1,16,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 16:00:00,2023-01-01 17:00:00,0.18333333333333332,5.0,190.0,7.7794246598885e-11
452,359488,173924,31.33098,2023-01-01 17:00:00,2023-01-01,1,1,17,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 17:00:00,2023-01-01 18:00:00,0.0,5.0,230.0,0.0
452,359488,173924,20.43552,2023-01-01 18:00:00,2023-01-01,1,1,18,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 18:00:00,2023-01-01 19:00:00,0.0,5.0,170.0,0.0
452,359488,173924,14.85745,2023-01-01 19:00:00,2023-01-01,1,1,19,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 19:00:00,2023-01-01 20:00:00,0.0,6.0,170.0,0.0
452,359488,173924,36.64838,2023-01-01 20:00:00,2023-01-01,1,1,20,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 20:00:00,2023-01-01 21:00:00,0.0,4.0,160.0,0.0
452,359488,173924,29.92343,2023-01-01 21:00:00,2023-01-01,1,1,21,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 21:00:00,2023-01-01 22:00:00,0.0,5.0,160.0,0.0
452,359488,173924,29.45425,2023-01-01 22:00:00,2023-01-01,1,1,22,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 22:00:00,2023-01-01 23:00:00,0.0,6.0,180.0,0.0
452,359488,173924,28.09883,2023-01-01 23:00:00,2023-01-01,1,1,23,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 23:00:00,2023-01-02 00:00:00,0.0,6.0,190.0,0.0
452,359488,173924,20.0706,2023-01-02 00:00:00,2023-01-02,2,1,0,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 00:00:00,2023-01-02 01:00:00,0.0,5.0,180.0,0.0
452,359488,173924,20.93686,2023-01-02 01:00:00,2023-01-02,2,1,1,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 01:00:00,2023-01-02 02:00:00,0.0,5.0,190.0,0.0
452,359488,173924,23.09315,2023-01-02 02:00:00,2023-01-02,2,1,2,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 02:00:00,2023-01-02 03:00:00,0.0,7.0,210.0,0.0
452,359488,173924,6.26019,2023-01-02 03:00:00,2023-01-02,2,1,3,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 03:00:00,2023-01-02 04:00:00,0.0,9.0,220.0,0.0
452,359488,173924,4.48647,2023-01-02 04:00:00,2023-01-02,2,1,4,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 04:00:00,2023-01-02 05:00:00,0.0,7.0,230.0,0.0
452,359488,173924,6.36453,2023-01-02 05:00:00,2023-01-02,2,1,5,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 05:00:00,2023-01-02 06:00:00,0.0,5.0,230.0,0.0
452,359488,173924,6.93838,2023-01-02 06:00:00,2023-01-02,2,1,6,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 06:00:00,2023-01-02 07:00:00,0.0,4.0,250.0,0.0
452,359488,173924,10.53799,2023-01-02 07:00:00,2023-01-02,2,1,7,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 07:00:00,2023-01-02 08:00:00,0.0,3.0,240.0,0.0
452,359488,173924,12.41604,2023-01-02 08:00:00,2023-01-02,2,1,8,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 08:00:00,2023-01-02 09:00:00,0.75,4.0,240.0,3.0912431587718445e-07
