SITE_ID,EASTING,NORTHING,NOX,DATE_TIME_STR,date,day_of_year,month,hour,sunrise_dt,sunset_dt,hour_start,hour_end,sun_multiplier,mean_wind_speed,mean_wind_dir,G_h_effective
203,361178.0,171566.0,7.0,2023-01-01 00:00:00,2023-01-01,1,1,0,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 00:00:00,2023-01-01 01:00:00,0.0,11.0,210.0,0.0
203,361178.0,171566.0,7.0,2023-01-01 01:00:00,2023-01-01,1,1,1,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 01:00:00,2023-01-01 02:00:00,0.0,11.0,210.0,0.0
203,361178.0,171566.0,9.0,2023-01-01 02:00:00,2023-01-01,1,1,2,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 02:00:00,2023-01-01 03:00:00,0.0,10.0,210.0,0.0
203,361178.0,171566.0,10.0,2023-01-01 03:00:00,2023-01-01,1,1,3,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 03:00:00,2023-01-01 04:00:00,0.0,9.0,200.0,0.0
203,361178.0,171566.0,8.0,2023-01-01 04:00:00,2023-01-01,1,1,4,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 04:00:00,2023-01-01 05:00:00,0.0,8.0,190.0,0.0
203,361178.0,171566.0,6.0,2023-01-01 05:00:00,2023-01-01,1,1,5,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 05:00:00,2023-01-01 06:00:00,0.0,10.0,200.0,0.0
203,361178.0,171566.0,4.0,2023-01-01 06:00:00,2023-01-01,1,1,6,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 06:00:00,2023-01-01 07:00:00,0.0,9.0,190.0,0.0
203,361178.0,171566.0,4.0,2023-01-01 07:00:00,2023-01-01,1,1,7,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 07:00:00,2023-01-01 08:00:00,0.0,12.0,210.0,0.0
203,361178.0,171566.0,6.0,2023-01-01 08:00:00,2023-01-01,1,1,8,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 08:00:00,2023-01-01 09:00:00,0.75,9.0,200.0,0.0
203,361178.0,171566.0,5.0,2023-01-01 09:00:00,2023-01-01,1,1,9,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 09:00:00,2023-01-01 10:00:00,1.0,8.0,190.0,0.0
203,361178.0,171566.0,7.0,2023-01-01 10:00:00,2023-01-01,1,1,10,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 10:00:00,2023-01-01 11:00:00,1.0,8.0,190.0,0.0
203,361178.0,171566.0,9.0,2023-01-01 11:00:00,2023-01-01,1,1,11,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 11:00:00,2023-01-01 12:00:00,1.0,10.0,200.0,0.0
203,361178.0,171566.0,12.0,2023-01-01 12:00:00,2023-01-01,1,1,12,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 12:00:00,2023-01-01 13:00:00,1.0,11.0,200.0,0.0
203,361178.0,171566.0,17.0,2023-01-01 13:00:00,2023-01-01,1,1,13,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 13:00:00,2023-01-01 14:00:00,1.0,10.0,190.0,0.0
203,361178.0,171566.0,28.0,2023-01-01 14:00:00,2023-01-01,1,1,14,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 14:00:00,2023-01-01 15:00:00,1.0,8.0,190.0,0.0
203,361178.0,171566.0,24.0,2023-01-01 15:00:00,2023-01-01,1,1,15,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 15:00:00,2023-01-01 16:00:00,1.0,6.0,180.0,1.960615744754471e-181
203,361178.0,171566.0,34.0,2023-01-01 16:00:00,2023-01-01,1,1,16,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 16:00:00,2023-01-01 17:00:00,0.18333333333333332,5.0,190.0,2.740152573418526e-141
203,361178.0,171566.0,29.0,2023-01-01 17:00:00,2023-01-01,1,1,17,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 17:00:00,2023-01-01 18:00:00,0.0,5.0,230.0,0.0
203,361178.0,171566.0,25.0,2023-01-01 18:00:00,2023-01-01,1,1,18,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 18:00:00,2023-01-01 19:00:00,0.0,5.0,170.0,0.0
203,361178.0,171566.0,22.0,2023-01-01 19:00:00,2023-01-01,1,1,19,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 19:00:00,2023-01-01 20:00:00,0.0,6.0,170.0,0.0
203,361178.0,171566.0,35.0,2023-01-01 20:00:00,2023-01-01,1,1,20,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 20:00:00,2023-01-01 21:00:00,0.0,4.0,160.0,0.0
203,361178.0,171566.0,21.0,2023-01-01 21:00:00,2023-01-01,1,1,21,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 21:00:00,2023-01-01 22:00:00,0.0,5.0,160.0,0.0
203,361178.0,171566.0,11.0,2023-01-01 22:00:00,2023-01-01,1,1,22,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 22:00:00,2023-01-01 23:00:00,0.0,6.0,180.0,0.0
203,361178.0,171566.0,11.0,2023-01-01 23:00:00,2023-01-01,1,1,23,2023-01-01 08:15:00,2023-01-01 16:11:00,2023-01-01 23:00:00,2023-01-02 00:00:00,0.0,6.0,190.0,0.0
203,361178.0,171566.0,18.0,2023-01-02 00:00:00,2023-01-02,2,1,0,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 00:00:00,2023-01-02 01:00:00,0.0,5.0,180.0,0.0
203,361178.0,171566.0,12.0,2023-01-02 01:00:00,2023-01-02,2,1,1,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 01:00:00,2023-01-02 02:00:00,0.0,5.0,190.0,0.0
203,361178.0,171566.0,6.0,2023-01-02 02:00:00,2023-01-02,2,1,2,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 02:00:00,2023-01-02 03:00:00,0.0,7.0,210.0,0.0
203,361178.0,171566.0,5.0,2023-01-02 03:00:00,2023-01-02,2,1,3,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 03:00:00,2023-01-02 04:00:00,0.0,9.0,220.0,0.0
203,361178.0,171566.0,2.0,2023-01-02 04:00:00,2023-01-02,2,1,4,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 04:00:00,2023-01-02 05:00:00,0.0,7.0,230.0,0.0
203,361178.0,171566.0,5.0,2023-01-02 05:00:00,2023-01-02,2,1,5,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 05:00:00,2023-01-02 06:00:00,0.0,5.0,230.0,0.0
203,361178.0,171566.0,7.0,2023-01-02 06:00:00,2023-01-02,2,1,6,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 06:00:00,2023-01-02 07:00:00,0.0,4.0,250.0,0.0
203,361178.0,171566.0,10.0,2023-01-02 07:00:00,2023-01-02,2,1,7,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 07:00:00,2023-01-02 08:00:00,0.0,3.0,240.0,0.0
203,361178.0,171566.0,29.0,2023-01-02 08:00:00,2023-01-02,2,1,8,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 08:00:00,2023-01-02 09:00:00,0.75,4.0,240.0,1.4651225977371123e-36
203,361178.0,171566.0,27.0,2023-01-02 09:00:00,2023-01-02,2,1,9,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 09:00:00,2023-01-02 10:00:00,1.0,4.0,240.0,1.9534967969828163e-36
203,361178.0,171566.0,47.0,2023-01-02 10:00:00,2023-01-02,2,1,10,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 10:00:00,2023-01-02 11:00:00,1.0,4.0,240.0,1.9534967969828163e-36
203,361178.0,171566.0,50.0,2023-01-02 11:00:00,2023-01-02,2,1,11,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 11:00:00,2023-01-02 12:00:00,1.0,4.0,250.0,1.4023119362297266e-23
203,361178.0,171566.0,55.0,2023-01-02 12:00:00,2023-01-02,2,1,12,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 12:00:00,2023-01-02 13:00:00,1.0,6.0,260.0,9.305645992271593e-21
203,361178.0,171566.0,45.0,2023-01-02 13:00:00,2023-01-02,2,1,13,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 13:00:00,2023-01-02 14:00:00,1.0,7.0,260.0,5.083128770585079e-25
203,361178.0,171566.0,39.0,2023-01-02 14:00:00,2023-01-02,2,1,14,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 14:00:00,2023-01-02 15:00:00,1.0,7.0,240.0,4.131626425793977e-93
203,361178.0,171566.0,39.0,2023-01-02 15:00:00,2023-01-02,2,1,15,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 15:00:00,2023-01-02 16:00:00,1.0,7.0,240.0,4.131626425793977e-93
203,361178.0,171566.0,92.0,2023-01-02 16:00:00,2023-01-02,2,1,16,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 16:00:00,2023-01-02 17:00:00,0.21666666666666667,5.0,220.0,1.3538258914059885e-101
203,361178.0,171566.0,141.0,2023-01-02 17:00:00,2023-01-02,2,1,17,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 17:00:00,2023-01-02 18:00:00,0.0,4.0,200.0,0.0
203,361178.0,171566.0,151.0,2023-01-02 18:00:00,2023-01-02,2,1,18,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 18:00:00,2023-01-02 19:00:00,0.0,3.0,190.0,0.0
203,361178.0,171566.0,207.0,2023-01-02 19:00:00,2023-01-02,2,1,19,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 19:00:00,2023-01-02 20:00:00,0.0,2.0,180.0,0.0
203,361178.0,171566.0,165.0,2023-01-02 20:00:00,2023-01-02,2,1,20,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 20:00:00,2023-01-02 21:00:00,0.0,1.0,120.0,0.0
203,361178.0,171566.0,153.0,2023-01-02 21:00:00,2023-01-02,2,1,21,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 21:00:00,2023-01-02 22:00:00,0.0,3.0,110.0,0.0
203,361178.0,171566.0,91.0,2023-01-02 22:00:00,2023-01-02,2,1,22,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 22:00:00,2023-01-02 23:00:00,0.0,4.0,100.0,0.0
203,361178.0,171566.0,90.0,2023-01-02 23:00:00,2023-01-02,2,1,23,2023-01-02 08:15:00,2023-01-02 16:13:00,2023-01-02 23:00:00,2023-01-03 00:00:00,0.0,3.0,140.0,0.0
203,361178.0,171566.0,35.0,2023-01-03 00:00:00,2023-01-03,3,1,0,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 00:00:00,2023-01-03 01:00:00,0.0,3.0,130.0,0.0
203,361178.0,171566.0,18.0,2023-01-03 01:00:00,2023-01-03,3,1,1,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 01:00:00,2023-01-03 02:00:00,0.0,3.0,140.0,0.0
203,361178.0,171566.0,18.0,2023-01-03 02:00:00,2023-01-03,3,1,2,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 02:00:00,2023-01-03 03:00:00,0.0,4.0,140.0,0.0
203,361178.0,171566.0,22.0,2023-01-03 03:00:00,2023-01-03,3,1,3,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 03:00:00,2023-01-03 04:00:00,0.0,4.0,140.0,0.0
203,361178.0,171566.0,17.0,2023-01-03 04:00:00,2023-01-03,3,1,4,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 04:00:00,2023-01-03 05:00:00,0.0,5.0,130.0,0.0
203,361178.0,171566.0,14.0,2023-01-03 05:00:00,2023-01-03,3,1,5,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 05:00:00,2023-01-03 06:00:00,0.0,6.0,150.0,0.0
203,361178.0,171566.0,13.0,2023-01-03 06:00:00,2023-01-03,3,1,6,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 06:00:00,2023-01-03 07:00:00,0.0,6.0,130.0,0.0
203,361178.0,171566.0,21.0,2023-01-03 07:00:00,2023-01-03,3,1,7,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 07:00:00,2023-01-03 08:00:00,0.0,8.0,150.0,0.0
203,361178.0,171566.0,28.0,2023-01-03 08:00:00,2023-01-03,3,1,8,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 08:00:00,2023-01-03 09:00:00,0.75,8.0,170.0,3.0378741748733715e-269
203,361178.0,171566.0,27.0,2023-01-03 09:00:00,2023-01-03,3,1,9,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 09:00:00,2023-01-03 10:00:00,1.0,10.0,180.0,0.0
203,361178.0,171566.0,22.0,2023-01-03 10:00:00,2023-01-03,3,1,10,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 10:00:00,2023-01-03 11:00:00,1.0,9.0,180.0,0.0
203,361178.0,171566.0,27.0,2023-01-03 11:00:00,2023-01-03,3,1,11,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 11:00:00,2023-01-03 12:00:00,1.0,10.0,190.0,0.0
203,361178.0,171566.0,26.0,2023-01-03 12:00:00,2023-01-03,3,1,12,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 12:00:00,2023-01-03 13:00:00,1.0,9.0,190.0,0.0
203,361178.0,171566.0,25.0,2023-01-03 13:00:00,2023-01-03,3,1,13,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 13:00:00,2023-01-03 14:00:00,1.0,9.0,180.0,0.0
203,361178.0,171566.0,22.0,2023-01-03 14:00:00,2023-01-03,3,1,14,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 14:00:00,2023-01-03 15:00:00,1.0,11.0,180.0,0.0
203,361178.0,171566.0,15.0,2023-01-03 15:00:00,2023-01-03,3,1,15,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 15:00:00,2023-01-03 16:00:00,1.0,15.0,180.0,0.0
203,361178.0,171566.0,18.0,2023-01-03 16:00:00,2023-01-03,3,1,16,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 16:00:00,2023-01-03 17:00:00,0.23333333333333334,15.0,180.0,0.0
203,361178.0,171566.0,20.0,2023-01-03 17:00:00,2023-01-03,3,1,17,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 17:00:00,2023-01-03 18:00:00,0.0,13.0,180.0,0.0
203,361178.0,171566.0,21.0,2023-01-03 18:00:00,2023-01-03,3,1,18,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 18:00:00,2023-01-03 19:00:00,0.0,13.0,190.0,0.0
203,361178.0,171566.0,21.0,2023-01-03 19:00:00,2023-01-03,3,1,19,2023-01-03 08:15:00,2023-01-03 16:14:00,2023-01-03 19:00:00,2023-01-03 20:00:00,0.0,12.0,200.0,0.0
