count_point_id,direction_of_travel,year,count_date,hour,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
36132,E,2023,26/04/2023,17,A4,Major,Emery Rd,LA Boundary,362899,170086,51.42855391,-2.53504059,1.1,0.68,19,39,1451,9,192,15,0,0,0,2,0,17,1708
36132,W,2023,26/04/2023,18,A4,Major,Emery Rd,LA Boundary,362899,170086,51.42855391,-2.53504059,1.1,0.68,9,22,1032,11,143,2,0,2,0,0,0,4,1212
36409,S,2022,21/06/2024,12,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,26,31,767,3,247,27,1,2,0,17,0,47,1095
36409,S,2022,21/06/2024,11,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,19,11,788,4,251,37,5,0,0,21,0,63,1117
36409,S,2022,21/06/2024,14,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,50,26,910,5,245,23,1,2,0,23,0,49,1235
36409,N,2024,21/06/2024,10,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,29,34,1057,52,289,37,5,5,3,10,7,67,1499
36409,N,2024,21/06/2024,11,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,45,47,1093,43,317,22,3,2,2,7,5,41,1541
36409,S,2024,21/06/2024,17,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,88,28,1230,4,96,2,0,0,0,3,3,8,1366
36409,N,2024,21/06/2024,9,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,35,29,1049,54,292,39,3,5,1,5,8,61,1485
36409,S,2024,21/06/2024,14,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,60,20,1055,7,204,17,4,7,3,9,7,47,1333
36409,S,2024,21/06/2024,13,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,58,21,1062,2,238,17,1,4,3,6,11,42,1365
36409,S,2024,21/06/2024,11,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,49,16,847,4,202,13,7,3,1,6,15,45,1114
36409,N,2024,21/06/2024,15,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,84,56,1451,48,249,11,0,2,2,1,2,18,1822
36409,S,2024,21/06/2024,9,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,101,15,846,9,238,25,4,2,2,11,13,57,1165
36409,N,2024,21/06/2024,12,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,67,56,1194,42,282,28,3,2,0,6,5,44,1618
36409,S,2024,21/06/2024,8,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,134,34,944,5,222,28,5,5,1,7,13,59,1264
36409,S,2024,21/06/2024,7,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,68,22,973,3,275,33,6,5,0,6,10,60,1333
36409,N,2024,21/06/2024,7,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,34,24,1135,56,309,25,8,1,0,8,7,49,1573
36409,N,2024,21/06/2024,14,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,83,54,1309,51,280,16,1,2,0,2,9,30,1724
36409,N,2024,21/06/2024,16,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,126,46,1647,42,206,7,0,1,1,5,2,16,1957
36409,N,2024,21/06/2024,13,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,69,59,1179,55,258,24,1,6,2,7,6,46,1597
36409,S,2024,21/06/2024,10,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,47,15,780,5,224,35,6,4,26,3,6,80,1104
36409,N,2024,21/06/2024,17,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,155,85,1676,46,123,8,0,1,1,3,4,17,1947
36409,S,2024,21/06/2024,16,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,77,32,1155,4,157,7,0,0,0,3,2,12,1360
36409,S,2024,21/06/2024,18,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,57,33,1191,5,83,1,1,0,0,5,1,8,1320
36409,N,2024,21/06/2024,8,A4044,Major,A420,A4032,359459,173341,51.4575841,-2.58489278,0.8,0.5,44,30,1179,62,285,25,6,2,3,6,10,52,1608
38142,W,2021,14/07/2023,8,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,6,7,1066,14,308,22,4,5,0,4,2,37,1432
38142,W,2021,14/07/2023,15,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,4,22,1312,12,303,17,4,8,0,3,1,33,1682
38142,W,2021,14/07/2023,14,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,1,27,1339,16,293,9,2,10,1,5,6,33,1708
38142,W,2023,14/07/2023,7,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,1,18,910,12,316,22,7,5,1,1,0,36,1292
38142,W,2023,14/07/2023,10,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,0,15,946,12,270,18,5,3,1,1,1,29,1272
38142,W,2023,14/07/2023,17,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,4,35,1509,10,212,4,1,0,0,3,1,9,1775
38142,W,2023,14/07/2023,12,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,0,23,1143,8,281,15,3,4,1,3,2,28,1483
38142,W,2023,14/07/2023,14,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,0,22,1309,11,318,21,4,6,0,3,2,36,1696
38142,W,2023,14/07/2023,8,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,5,11,1049,13,320,26,2,4,2,3,4,41,1434
38142,W,2023,14/07/2023,13,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,2,25,1186,11,277,23,2,3,1,1,3,33,1532
38142,W,2023,14/07/2023,16,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,2,20,1438,9,299,10,0,2,0,2,0,14,1780
38142,W,2023,14/07/2023,15,A38,Major,Bedminster Down Rd,A4174,357758,170488,51.43180794,-2.60903422,0.5,0.31,0,27,1319,9,299,12,3,3,0,0,1,19,1673
48123,S,2022,20/05/2024,14,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,3,16,1017,5,330,56,8,6,3,5,13,91,1459
48123,S,2022,20/05/2024,11,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,4,8,854,1,293,52,7,9,1,10,16,95,1251
48123,N,2022,20/05/2024,9,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,8,10,931,4,342,37,6,8,2,16,7,76,1363
48123,S,2024,20/05/2024,11,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,2,21,751,3,310,22,1,8,6,1,12,50,1135
48123,S,2024,20/05/2024,15,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,7,17,1133,4,374,28,1,3,7,0,11,50,1578
48123,S,2024,20/05/2024,12,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,2,22,931,1,336,32,1,5,6,4,13,61,1351
48123,N,2024,20/05/2024,16,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,7,34,1264,2,253,10,0,0,0,1,6,17,1570
48123,S,2024,20/05/2024,13,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,1,15,956,1,339,37,1,8,7,0,12,65,1376
48123,N,2024,20/05/2024,7,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,8,15,1110,24,463,46,5,5,1,1,6,64,1676
48123,N,2024,20/05/2024,10,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,0,9,696,4,307,29,3,7,5,4,17,65,1081
48123,N,2024,20/05/2024,8,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,4,6,923,2,404,45,7,6,7,4,6,75,1410
48123,S,2024,20/05/2024,14,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,4,27,1121,4,330,29,2,3,3,1,14,52,1534
48123,N,2024,20/05/2024,18,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,7,20,901,2,106,5,1,0,0,1,7,14,1043
48123,S,2024,20/05/2024,9,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,7,14,1080,10,347,42,2,15,13,2,17,91,1542
48123,N,2024,20/05/2024,15,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,2,14,960,6,246,14,1,10,2,3,13,43,1269
48123,S,2024,20/05/2024,18,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,5,26,1161,16,154,2,1,0,1,0,3,7,1364
48123,N,2024,20/05/2024,11,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,3,10,669,2,259,25,4,7,6,2,12,56,996
48123,S,2024,20/05/2024,7,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,6,9,1240,0,338,22,0,7,3,1,10,43,1630
48123,N,2024,20/05/2024,14,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,3,15,881,1,272,23,0,4,8,1,14,50,1219
48123,S,2024,20/05/2024,17,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,11,38,1401,6,240,9,0,0,1,0,4,14,1699
48123,S,2024,20/05/2024,10,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,4,12,806,12,323,35,5,8,13,3,13,77,1230
48123,S,2024,20/05/2024,16,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,10,27,1270,1,376,11,0,2,4,2,5,24,1698
48123,N,2024,20/05/2024,9,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,2,15,849,7,319,21,2,12,5,1,19,60,1250
48123,S,2024,20/05/2024,8,A4320,Major,A432,A4032/M32,360413,174003,51.46360421,-2.57123666,0.6,0.37,8,20,1160,3,340,29,0,7,11,1,22,70,1593
56033,W,2022,20/04/2023,10,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,19,1404,25,514,72,12,23,4,22,13,146,2108
56033,W,2022,20/04/2023,8,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,30,2055,33,624,47,9,21,3,21,20,121,2863
56033,E,2022,20/04/2023,9,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,11,1353,32,528,52,10,17,6,20,16,121,2045
56033,W,2023,20/04/2023,17,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,31,2698,33,335,30,0,5,2,3,14,54,3151
56033,W,2023,20/04/2023,9,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,26,2228,31,513,74,11,24,4,7,22,142,2940
56033,W,2023,20/04/2023,8,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,56,2729,31,486,79,12,9,5,6,29,140,3442
56033,W,2023,20/04/2023,18,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,44,2654,39,215,16,0,1,0,3,11,31,2983
56033,E,2023,20/04/2023,16,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,46,3093,39,544,30,1,0,3,7,21,62,3784
56033,E,2023,20/04/2023,18,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,56,2658,26,195,19,0,1,4,9,16,49,2984
56033,E,2023,20/04/2023,10,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,12,1451,31,434,66,7,26,4,7,29,139,2067
56033,E,2023,20/04/2023,12,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,17,1665,23,395,74,8,22,2,11,26,143,2243
56033,E,2023,20/04/2023,9,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,10,1587,26,446,87,16,29,4,5,34,175,2244
56033,W,2023,20/04/2023,12,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,26,1650,24,393,85,5,29,5,9,32,165,2258
56033,E,2023,20/04/2023,17,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,55,3169,22,332,21,1,1,1,2,14,40,3618
56033,W,2023,20/04/2023,14,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,22,1782,29,410,69,8,34,1,4,23,139,2382
56033,W,2023,20/04/2023,7,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,32,2876,26,661,78,8,19,5,7,40,157,3752
56033,E,2023,20/04/2023,15,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,38,2492,25,610,51,3,15,4,11,20,104,3269
56033,E,2023,20/04/2023,8,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,17,2323,29,469,71,12,23,1,6,28,141,2979
56033,W,2023,20/04/2023,10,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,20,1646,29,425,79,7,19,4,15,28,152,2272
56033,E,2023,20/04/2023,11,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,13,1481,27,429,75,12,28,2,4,17,138,2088
56033,W,2023,20/04/2023,13,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,29,1668,33,371,74,13,38,5,9,27,166,2267
56033,W,2023,20/04/2023,11,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,14,1492,27,417,66,9,24,1,10,32,142,2092
56033,E,2023,20/04/2023,14,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,28,2050,38,499,77,2,28,1,6,16,130,2745
56033,W,2023,20/04/2023,16,M32,Major,A4320,2,360515,174499,51.46807102,-2.56982393,1.3,0.81,0,28,2443,28,451,31,2,6,3,2,12,56,3006
56135,E,2021,27/03/2023,7,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,15,5,223,16,72,6,4,3,0,2,0,15,331
56135,E,2021,27/03/2023,16,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,29,17,467,18,76,4,4,3,0,5,2,18,596
56135,W,2021,27/03/2023,8,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,16,5,339,23,104,19,15,7,1,3,2,47,518
56135,W,2023,27/03/2023,8,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,22,9,342,13,79,13,2,9,1,3,0,28,471
56135,E,2023,27/03/2023,14,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,12,13,287,19,72,6,1,4,0,1,2,14,405
56135,W,2023,27/03/2023,16,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,45,20,462,15,70,2,1,3,0,0,1,7,574
56135,E,2023,27/03/2023,16,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,15,12,331,14,42,1,0,1,1,0,0,3,402
56135,E,2023,27/03/2023,9,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,34,13,351,19,81,13,1,7,1,1,2,25,489
56135,E,2023,27/03/2023,17,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,33,14,384,18,48,1,0,1,0,1,0,3,467
56135,W,2023,27/03/2023,15,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,24,7,339,18,86,9,1,7,1,0,0,18,468
56135,E,2023,27/03/2023,18,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,19,16,316,13,23,1,0,0,0,1,0,2,370
56135,W,2023,27/03/2023,9,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,18,8,238,22,71,7,2,6,0,1,1,17,356
56135,E,2023,27/03/2023,10,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,10,3,272,21,68,12,1,3,2,1,1,20,384
56135,W,2023,27/03/2023,14,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,16,8,303,23,76,10,1,14,1,0,2,28,438
56135,W,2023,27/03/2023,11,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,18,8,218,17,67,7,3,12,0,0,3,25,335
56135,W,2023,27/03/2023,18,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,68,23,377,22,31,1,0,0,0,2,1,4,457
56135,E,2023,27/03/2023,15,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,23,9,301,19,58,1,0,5,0,2,0,8,395
56135,W,2023,27/03/2023,12,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,21,12,237,17,67,8,1,5,0,1,0,15,348
56135,E,2023,27/03/2023,11,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,14,7,261,27,69,6,1,10,1,4,5,27,391
56135,E,2023,27/03/2023,12,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,14,7,267,18,70,7,2,5,0,2,1,17,379
56135,E,2023,27/03/2023,13,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,18,5,287,17,65,7,0,7,0,2,2,18,392
56135,W,2023,27/03/2023,10,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,21,6,212,19,65,13,3,13,1,2,2,34,336
56135,W,2023,27/03/2023,7,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,16,6,275,12,77,9,2,2,1,0,1,15,385
56135,W,2023,27/03/2023,13,A4,Major,Merchants Rd,A38/A4108,358000,172567,51.45051792,-2.60579894,1.6,0.99,27,11,276,21,71,12,0,15,0,1,3,31,410
56400,E,2022,08/05/2024,7,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,20,13,1264,28,212,28,6,11,4,1,7,57,1574
56400,W,2022,08/05/2024,16,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,20,65,1199,85,152,10,0,3,0,1,1,15,1516
56400,E,2022,08/05/2024,8,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,26,34,1514,34,193,17,6,8,0,1,2,34,1809
56400,W,2024,08/05/2024,18,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,46,76,1351,81,85,1,0,0,1,1,1,4,1597
56400,W,2024,08/05/2024,11,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,13,55,895,79,230,24,2,3,1,3,1,34,1293
56400,E,2024,08/05/2024,13,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,29,61,916,32,221,31,5,6,1,0,6,49,1279
56400,W,2024,08/05/2024,17,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,66,53,1344,80,111,3,0,0,0,1,1,5,1593
56400,W,2024,08/05/2024,14,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,14,57,1031,80,212,12,1,7,3,2,2,27,1407
56400,W,2024,08/05/2024,7,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,72,41,1211,79,278,15,4,5,2,0,0,26,1635
56400,E,2024,08/05/2024,8,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,17,22,944,28,124,7,2,3,1,0,3,16,1134
56400,E,2024,08/05/2024,14,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,24,55,1042,33,245,27,5,6,1,3,4,46,1421
56400,W,2024,08/05/2024,16,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,41,55,1213,76,185,9,0,6,3,0,1,19,1548
56400,E,2024,08/05/2024,17,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,92,56,1320,27,155,6,0,2,0,0,0,8,1566
56400,E,2024,08/05/2024,18,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,54,58,1207,32,109,2,0,0,1,1,1,5,1411
56400,E,2024,08/05/2024,12,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,15,49,885,34,245,21,4,9,0,0,6,40,1253
56400,E,2024,08/05/2024,7,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,12,16,1099,32,193,16,6,15,3,2,5,47,1387
56400,E,2024,08/05/2024,11,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,18,34,834,33,241,21,4,8,3,1,7,44,1186
56400,W,2024,08/05/2024,10,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,15,43,923,82,247,23,3,6,1,6,3,42,1337
56400,W,2024,08/05/2024,12,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,30,51,983,84,204,13,8,4,5,3,0,33,1355
56400,E,2024,08/05/2024,16,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,69,69,1399,33,238,6,3,1,0,0,0,10,1749
56400,E,2024,08/05/2024,9,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,11,24,889,35,199,10,3,8,0,0,3,24,1171
56400,W,2024,08/05/2024,13,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,25,60,1000,78,188,22,3,10,4,1,3,43,1369
56400,E,2024,08/05/2024,15,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,29,53,1221,31,281,15,6,2,0,0,0,23,1609
56400,W,2024,08/05/2024,15,A4044,Major,A4032,A38,359200,173540,51.45935468,-2.58864333,0.5,0.31,24,47,1140,75,196,9,2,6,1,1,1,20,1478
57291,N,2022,21/06/2024,14,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,15,1332,25,262,19,1,7,5,21,9,62,1696
57291,N,2022,21/06/2024,13,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,18,1390,28,272,21,2,11,3,25,9,71,1779
57291,S,2022,21/06/2024,18,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,53,1794,38,152,9,0,0,1,9,2,21,2058
57291,S,2024,21/06/2024,17,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,67,1920,32,146,8,0,1,1,4,4,18,2183
57291,S,2024,21/06/2024,13,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,52,1292,35,258,20,5,9,0,4,9,47,1684
57291,N,2024,21/06/2024,16,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,29,1502,45,172,10,0,5,1,3,2,21,1769
57291,N,2024,21/06/2024,8,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,40,1381,34,286,21,4,9,2,7,18,61,1802
57291,N,2024,21/06/2024,15,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,31,1405,34,206,26,4,10,1,7,12,60,1736
57291,N,2024,21/06/2024,12,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,26,1329,28,261,32,4,13,2,5,11,67,1711
57291,S,2024,21/06/2024,12,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,37,1368,37,282,28,3,12,1,1,13,58,1782
57291,N,2024,21/06/2024,10,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,16,1225,33,233,46,7,6,2,5,10,76,1583
57291,N,2024,21/06/2024,13,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,21,1434,31,258,25,2,12,3,7,14,63,1807
57291,N,2024,21/06/2024,9,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,1,29,1276,40,269,34,3,8,3,7,17,72,1686
57291,S,2024,21/06/2024,10,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,1,17,1026,34,279,38,4,9,4,11,10,76,1432
57291,S,2024,21/06/2024,11,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,34,1237,29,306,28,4,4,2,6,12,56,1662
57291,S,2024,21/06/2024,15,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,48,1735,29,295,14,1,2,2,3,3,25,2132
57291,S,2024,21/06/2024,18,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,1,46,1722,41,131,4,0,1,1,1,4,11,1951
57291,S,2024,21/06/2024,8,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,13,1191,41,223,24,7,2,2,8,10,53,1521
57291,N,2024,21/06/2024,18,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,21,1703,45,96,3,1,0,4,3,6,17,1882
57291,N,2024,21/06/2024,7,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,33,1609,38,369,37,9,8,4,7,12,77,2126
57291,S,2024,21/06/2024,16,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,48,1988,37,262,11,1,1,0,3,4,20,2355
57291,N,2024,21/06/2024,14,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,23,1474,41,256,20,6,15,2,5,18,66,1860
57291,N,2024,21/06/2024,11,A4032,Major,A4044,M32,359900,173930,51.46291159,-2.57861265,0.7,0.43,0,21,1252,33,234,25,5,10,2,5,18,65,1605
