SITE_ID,EASTING,NORTHING,NOX,DATE_TIME_STR
500,359522,173381,4.56407,2023-01-06 03:00:00
500,359522,173381,36.1157,2023-01-06 04:00:00
500,359522,173381,52.91678,2023-01-06 05:00:00
500,359522,173381,68.73889,2023-01-06 06:00:00
500,359522,173381,91.083,2023-01-06 07:00:00
500,359522,173381,167.28316,2023-01-06 08:00:00
500,359522,173381,93.06738,2023-01-06 09:00:00
500,359522,173381,110.49023,2023-01-06 10:00:00
500,359522,173381,96.32176,2023-01-06 11:00:00
500,359522,173381,104.41803,2023-01-06 12:00:00
500,359522,173381,93.38488,2023-01-06 13:00:00
500,359522,173381,87.82862,2023-01-06 14:00:00
500,359522,173381,66.31795,2023-01-06 15:00:00
500,359522,173381,77.62891,2023-01-06 16:00:00
500,359522,173381,61.357,2023-01-06 17:00:00
500,359522,173381,71.39796,2023-01-06 18:00:00
500,359522,173381,66.7942,2023-01-06 19:00:00
500,359522,173381,65.8417,2023-01-06 20:00:00
500,359522,173381,47.18854,2023-01-06 21:00:00
500,359522,173381,46.55353,2023-01-06 22:00:00
500,359522,173381,45.32322,2023-01-06 23:00:00
500,359522,173381,35.24257,2023-01-07 00:00:00
500,359522,173381,22.66117,2023-01-07 01:00:00
500,359522,173381,22.07876,2023-01-07 02:00:00
500,359522,173381,24.38194,2023-01-07 03:00:00
500,359522,173381,31.60915,2023-01-07 04:00:00
500,359522,173381,15.56632,2023-01-07 05:00:00
500,359522,173381,12.23068,2023-01-07 06:00:00
500,359522,173381,24.10396,2023-01-07 07:00:00
500,359522,173381,28.94858,2023-01-07 08:00:00
500,359522,173381,49.12126,2023-01-07 09:00:00
500,359522,173381,44.1178,2023-01-07 10:00:00
500,359522,173381,60.0018,2023-01-07 11:00:00
500,359522,173381,53.96588,2023-01-07 12:00:00
500,359522,173381,57.69862,2023-01-07 13:00:00
500,359522,173381,64.06545,2023-01-07 14:00:00
500,359522,173381,70.12784,2023-01-07 15:00:00
500,359522,173381,61.1931,2023-01-07 16:00:00
500,359522,173381,33.07842,2023-01-07 17:00:00
500,359522,173381,31.76799,2023-01-07 18:00:00
500,359522,173381,47.2946,2023-01-07 19:00:00
500,359522,173381,51.34502,2023-01-07 20:00:00
500,359522,173381,60.04151,2023-01-07 21:00:00
500,359522,173381,47.89025,2023-01-07 22:00:00
500,359522,173381,47.6917,2023-01-07 23:00:00
500,359522,173381,60.83571,2023-01-08 00:00:00
500,359522,173381,75.22668,2023-01-08 01:00:00
500,359522,173381,72.73678,2023-01-08 02:00:00
500,359522,173381,78.07417,2023-01-08 03:00:00
500,359522,173381,76.24648,2023-01-08 04:00:00
500,359522,173381,46.56637,2023-01-08 05:00:00
500,359522,173381,73.942,2023-01-08 06:00:00
500,359522,173381,45.4936,2023-01-08 07:00:00
500,359522,173381,60.67138,2023-01-08 08:00:00
500,359522,173381,42.03688,2023-01-08 09:00:00
500,359522,173381,51.57266,2023-01-08 10:00:00
500,359522,173381,66.51204,2023-01-08 11:00:00
500,359522,173381,59.08208,2023-01-08 12:00:00
500,359522,173381,81.61035,2023-01-08 13:00:00
500,359522,173381,56.18162,2023-01-08 14:00:00
500,359522,173381,46.80477,2023-01-08 15:00:00
500,359522,173381,61.77064,2023-01-08 16:00:00
500,359522,173381,69.45224,2023-01-08 17:00:00
500,359522,173381,119.79319,2023-01-08 18:00:00
500,359522,173381,97.50331,2023-01-08 19:00:00
500,359522,173381,77.47818,2023-01-08 20:00:00
500,359522,173381,94.88097,2023-01-08 21:00:00
500,359522,173381,44.85788,2023-01-08 22:00:00
500,359522,173381,12.83357,2023-01-08 23:00:00
500,359522,173381,9.17818,2023-01-09 00:00:00
500,359522,173381,9.85919,2023-01-09 01:00:00
500,359522,173381,6.99685,2023-01-09 02:00:00
500,359522,173381,5.24763,2023-01-09 03:00:00
500,359522,173381,6.00298,2023-01-09 04:00:00
500,359522,173381,7.31489,2023-01-09 05:00:00
500,359522,173381,8.7063,2023-01-09 06:00:00
500,359522,173381,10.89282,2023-01-09 07:00:00
500,359522,173381,20.95079,2023-01-09 08:00:00
500,359522,173381,25.6021,2023-01-09 09:00:00
500,359522,173381,29.81611,2023-01-09 10:00:00
500,359522,173381,27.2718,2023-01-09 11:00:00
500,359522,173381,25.28406,2023-01-09 12:00:00
500,359522,173381,20.39422,2023-01-09 13:00:00
500,359522,173381,22.10368,2023-01-09 14:00:00
500,359522,173381,20.63275,2023-01-09 15:00:00
500,359522,173381,22.52773,2023-01-09 16:00:00
500,359522,173381,21.18931,2023-01-09 17:00:00
500,359522,173381,22.66024,2023-01-09 18:00:00
500,359522,173381,19.67863,2023-01-09 19:00:00
500,359522,173381,19.08231,2023-01-09 20:00:00
500,359522,173381,18.96304,2023-01-09 21:00:00
500,359522,173381,17.05481,2023-01-09 22:00:00
500,359522,173381,11.64816,2023-01-09 23:00:00
500,359522,173381,10.93257,2023-01-10 00:00:00
500,359522,173381,83.21394,2023-01-10 01:00:00
500,359522,173381,25.82867,2023-01-10 02:00:00
500,359522,173381,38.90212,2023-01-10 03:00:00
500,359522,173381,75.49716,2023-01-10 04:00:00
500,359522,173381,85.83924,2023-01-10 05:00:00
500,359522,173381,30.19091,2023-01-10 06:00:00
500,359522,173381,34.52663,2023-01-10 07:00:00
500,359522,173381,55.09145,2023-01-10 08:00:00
500,359522,173381,42.64118,2023-01-10 09:00:00
500,359522,173381,106.00629,2023-01-10 10:00:00
500,359522,173381,90.13518,2023-01-10 11:00:00
500,359522,173381,62.3309,2023-01-10 12:00:00
500,359522,173381,51.1535,2023-01-10 13:00:00
500,359522,173381,56.08588,2023-01-10 14:00:00
500,359522,173381,56.72232,2023-01-10 15:00:00
500,359522,173381,52.50593,2023-01-10 16:00:00
500,359522,173381,53.73902,2023-01-10 17:00:00
500,359522,173381,45.30625,2023-01-10 18:00:00
500,359522,173381,32.21955,2023-01-10 19:00:00
500,359522,173381,29.5147,2023-01-10 20:00:00
500,359522,173381,7.43834,2023-01-10 21:00:00
500,359522,173381,6.44391,2023-01-10 22:00:00
500,359522,173381,5.96658,2023-01-10 23:00:00
500,359522,173381,5.7677,2023-01-11 00:00:00
500,359522,173381,5.35968,2023-01-11 01:00:00
500,359522,173381,5.67808,2023-01-11 02:00:00
500,359522,173381,4.93516,2023-01-11 03:00:00
500,359522,173381,2.98497,2023-01-11 04:00:00
500,359522,173381,3.18397,2023-01-11 05:00:00
500,359522,173381,5.77095,2023-01-11 06:00:00
500,359522,173381,11.86029,2023-01-11 07:00:00
500,359522,173381,37.21265,2023-01-11 08:00:00
500,359522,173381,39.91903,2023-01-11 09:00:00
500,359522,173381,39.95883,2023-01-11 10:00:00
500,359522,173381,70.72394,2023-01-11 11:00:00
500,359522,173381,38.04845,2023-01-11 12:00:00
500,359522,173381,39.68023,2023-01-11 13:00:00
500,359522,173381,53.6897,2023-01-11 14:00:00
500,359522,173381,18.82523,2023-01-11 15:00:00
500,359522,173381,25.04723,2023-01-11 16:00:00
500,359522,173381,22.60619,2023-01-11 17:00:00
500,359522,173381,17.39244,2023-01-11 18:00:00
500,359522,173381,13.57167,2023-01-11 19:00:00
500,359522,173381,11.82049,2023-01-11 20:00:00
500,359522,173381,11.62149,2023-01-11 21:00:00
500,359522,173381,30.56611,2023-01-11 22:00:00
500,359522,173381,49.82914,2023-01-11 23:00:00
500,359522,173381,24.71557,2023-01-12 00:00:00
500,359522,173381,4.93793,2023-01-12 01:00:00
500,359522,173381,2.92028,2023-01-12 02:00:00
500,359522,173381,2.11057,2023-01-12 03:00:00
500,359522,173381,1.9911,2023-01-12 04:00:00
500,359522,173381,2.03092,2023-01-12 05:00:00
500,359522,173381,4.49989,2023-01-12 06:00:00
500,359522,173381,8.16352,2023-01-12 07:00:00
500,359522,173381,23.29589,2023-01-12 08:00:00
500,359522,173381,26.72059,2023-01-12 09:00:00
500,359522,173381,29.54795,2023-01-12 10:00:00
500,359522,173381,28.75151,2023-01-12 11:00:00
500,359522,173381,26.33564,2023-01-12 12:00:00
500,359522,173381,21.62337,2023-01-12 13:00:00
500,359522,173381,20.70746,2023-01-12 14:00:00
500,359522,173381,20.86675,2023-01-12 15:00:00
500,359522,173381,15.29166,2023-01-12 16:00:00
500,359522,173381,19.23404,2023-01-12 17:00:00
500,359522,173381,19.03494,2023-01-12 18:00:00
500,359522,173381,14.41558,2023-01-12 19:00:00
500,359522,173381,21.70301,2023-01-12 20:00:00
500,359522,173381,13.42003,2023-01-12 21:00:00
500,359522,173381,13.34038,2023-01-12 22:00:00
500,359522,173381,7.00868,2023-01-12 23:00:00
500,359522,173381,4.699,2023-01-13 00:00:00
500,359522,173381,3.29381,2023-01-13 01:00:00
500,359522,173381,3.55944,2023-01-13 02:00:00
500,359522,173381,1.95238,2023-01-13 03:00:00
500,359522,173381,1.0758,2023-01-13 04:00:00
500,359522,173381,2.07191,2023-01-13 05:00:00
500,359522,173381,3.54616,2023-01-13 06:00:00
500,359522,173381,7.76967,2023-01-13 07:00:00
500,359522,173381,14.26431,2023-01-13 08:00:00
500,359522,173381,17.49171,2023-01-13 09:00:00
500,359522,173381,16.8542,2023-01-13 10:00:00
500,359522,173381,13.14867,2023-01-13 11:00:00
500,359522,173381,17.33234,2023-01-13 12:00:00
500,359522,173381,17.05342,2023-01-13 13:00:00
500,359522,173381,18.2886,2023-01-13 14:00:00
500,359522,173381,15.85809,2023-01-13 15:00:00
500,359522,173381,17.09327,2023-01-13 16:00:00
500,359522,173381,18.91283,2023-01-13 17:00:00
500,359522,173381,23.309,2023-01-13 18:00:00
500,359522,173381,73.11456,2023-01-13 19:00:00
500,359522,173381,86.26323,2023-01-13 20:00:00
500,359522,173381,93.91336,2023-01-13 21:00:00
500,359522,173381,88.21561,2023-01-13 22:00:00
500,359522,173381,99.50487,2023-01-13 23:00:00
500,359522,173381,90.92503,2023-01-14 00:00:00
500,359522,173381,62.77701,2023-01-14 01:00:00
500,359522,173381,51.29536,2023-01-14 02:00:00
500,359522,173381,33.48816,2023-01-14 03:00:00
500,359522,173381,41.58113,2023-01-14 04:00:00
500,359522,173381,44.81035,2023-01-14 05:00:00
500,359522,173381,43.65421,2023-01-14 06:00:00
500,359522,173381,42.01967,2023-01-14 07:00:00
500,359522,173381,39.98646,2023-01-14 08:00:00
500,359522,173381,31.97322,2023-01-14 09:00:00
500,359522,173381,12.23913,2023-01-14 10:00:00
500,359522,173381,12.9966,2023-01-14 11:00:00
500,359522,173381,12.75739,2023-01-14 12:00:00
500,359522,173381,12.51819,2023-01-14 13:00:00
500,359522,173381,15.5215,2023-01-14 14:00:00
500,359522,173381,16.54475,2023-01-14 15:00:00
500,359522,173381,15.74741,2023-01-14 16:00:00
500,359522,173381,18.13942,2023-01-14 17:00:00
500,359522,173381,18.29889,2023-01-14 18:00:00
500,359522,173381,20.53143,2023-01-14 19:00:00
500,359522,173381,19.53476,2023-01-14 20:00:00
500,359522,173381,13.9534,2023-01-14 21:00:00
500,359522,173381,12.15939,2023-01-14 22:00:00
500,359522,173381,12.63779,2023-01-14 23:00:00
500,359522,173381,8.49164,2023-01-15 00:00:00
500,359522,173381,5.47813,2023-01-15 01:00:00
500,359522,173381,6.38228,2023-01-15 02:00:00
500,359522,173381,4.02882,2023-01-15 03:00:00
500,359522,173381,17.4715,2023-01-15 04:00:00
500,359522,173381,21.89921,2023-01-15 05:00:00
500,359522,173381,21.89921,2023-01-15 06:00:00
500,359522,173381,10.21165,2023-01-15 07:00:00
500,359522,173381,7.8183,2023-01-15 08:00:00
500,359522,173381,13.66872,2023-01-15 09:00:00
500,359522,173381,15.07814,2023-01-15 10:00:00
500,359522,173381,15.19781,2023-01-15 11:00:00
500,359522,173381,35.58123,2023-01-15 12:00:00
500,359522,173381,32.82887,2023-01-15 13:00:00
500,359522,173381,66.93419,2023-01-15 14:00:00
500,359522,173381,22.93633,2023-01-15 15:00:00
500,359522,173381,16.55404,2023-01-15 16:00:00
500,359522,173381,18.66818,2023-01-15 17:00:00
500,359522,173381,68.09098,2023-01-15 18:00:00
500,359522,173381,92.58299,2023-01-15 19:00:00
500,359522,173381,58.79678,2023-01-15 20:00:00
500,359522,173381,50.34025,2023-01-15 21:00:00
500,359522,173381,61.15024,2023-01-15 22:00:00
500,359522,173381,59.8339,2023-01-15 23:00:00
500,359522,173381,46.90978,2023-01-16 00:00:00
500,359522,173381,25.6499,2023-01-16 01:00:00
500,359522,173381,9.63202,2023-01-16 02:00:00
500,359522,173381,9.29942,2023-01-16 03:00:00
500,359522,173381,9.37924,2023-01-16 04:00:00
500,359522,173381,7.10428,2023-01-16 05:00:00
500,359522,173381,15.12653,2023-01-16 06:00:00
500,359522,173381,38.47486,2023-01-16 07:00:00
500,359522,173381,57.03378,2023-01-16 08:00:00
500,359522,173381,65.01612,2023-01-16 09:00:00
500,359522,173381,59.98725,2023-01-16 10:00:00
500,359522,173381,44.62125,2023-01-16 11:00:00
500,359522,173381,57.95175,2023-01-16 12:00:00
500,359522,173381,53.08253,2023-01-16 13:00:00
500,359522,173381,43.66337,2023-01-16 14:00:00
500,359522,173381,58.4706,2023-01-16 15:00:00
500,359522,173381,66.17356,2023-01-16 16:00:00
500,359522,173381,80.98079,2023-01-16 17:00:00
500,359522,173381,86.64825,2023-01-16 18:00:00
500,359522,173381,81.65929,2023-01-16 19:00:00
500,359522,173381,83.44201,2023-01-16 20:00:00
500,359522,173381,241.06652,2023-01-16 21:00:00
500,359522,173381,264.97361,2023-01-16 22:00:00
500,359522,173381,272.67657,2023-01-16 23:00:00
500,359522,173381,182.47618,2023-01-17 00:00:00
500,359522,173381,195.62377,2023-01-17 01:00:00
500,359522,173381,127.52284,2023-01-17 02:00:00
500,359522,173381,101.07317,2023-01-17 03:00:00
500,359522,173381,164.4885,2023-01-17 04:00:00
500,359522,173381,176.22912,2023-01-17 05:00:00
500,359522,173381,260.05076,2023-01-17 06:00:00
500,359522,173381,289.33575,2023-01-17 07:00:00
500,359522,173381,299.98485,2023-01-17 08:00:00
500,359522,173381,248.0306,2023-01-17 09:00:00
500,359522,173381,193.76018,2023-01-17 10:00:00
500,359522,173381,290.76007,2023-01-17 11:00:00
500,359522,173381,237.20846,2023-01-17 12:00:00
500,359522,173381,190.16611,2023-01-17 13:00:00
500,359522,173381,103.58902,2023-01-17 14:00:00
500,359522,173381,91.00978,2023-01-17 15:00:00
500,359522,173381,96.72035,2023-01-17 16:00:00
500,359522,173381,75.55529,2023-01-17 17:00:00
500,359522,173381,145.00066,2023-01-17 18:00:00
500,359522,173381,179.78325,2023-01-17 19:00:00
500,359522,173381,80.78665,2023-01-17 20:00:00
500,359522,173381,78.67015,2023-01-17 21:00:00
500,359522,173381,52.75293,2023-01-17 22:00:00
500,359522,173381,29.59116,2023-01-17 23:00:00
500,359522,173381,17.85054,2023-01-18 00:00:00
500,359522,173381,14.75727,2023-01-18 01:00:00
500,359522,173381,110.65285,2023-01-18 02:00:00
500,359522,173381,135.21278,2023-01-18 03:00:00
500,359522,173381,11.86708,2023-01-18 04:00:00
500,359522,173381,12.06686,2023-01-18 05:00:00
500,359522,173381,10.86817,2023-01-18 06:00:00
500,359522,173381,25.65207,2023-01-18 07:00:00
500,359522,173381,35.3615,2023-01-18 08:00:00
500,359522,173381,,2023-01-18 09:00:00
500,359522,173381,,2023-01-18 10:00:00
500,359522,173381,,2023-01-18 11:00:00
500,359522,173381,41.95432,2023-01-18 12:00:00
500,359522,173381,30.40689,2023-01-18 13:00:00
500,359522,173381,31.36585,2023-01-18 14:00:00
500,359522,173381,36.17395,2023-01-18 15:00:00
500,359522,173381,40.67571,2023-01-18 16:00:00
500,359522,173381,34.1628,2023-01-18 17:00:00
500,359522,173381,40.67571,2023-01-18 18:00:00
500,359522,173381,40.11632,2023-01-18 19:00:00
500,359522,173381,28.72872,2023-01-18 20:00:00
500,359522,173381,44.31175,2023-01-18 21:00:00
500,359522,173381,31.44576,2023-01-18 22:00:00
500,359522,173381,21.33677,2023-01-18 23:00:00
500,359522,173381,51.02444,2023-01-19 00:00:00
500,359522,173381,86.46585,2023-01-19 01:00:00
500,359522,173381,140.64686,2023-01-19 02:00:00
500,359522,173381,180.00401,2023-01-19 03:00:00
500,359522,173381,135.13286,2023-01-19 04:00:00
500,359522,173381,178.68544,2023-01-19 05:00:00
500,359522,173381,218.44215,2023-01-19 06:00:00
500,359522,173381,315.61635,2023-01-19 07:00:00
500,359522,173381,,2023-01-19 08:00:00
500,359522,173381,,2023-01-19 09:00:00
500,359522,173381,,2023-01-19 10:00:00
500,359522,173381,,2023-01-19 11:00:00
500,359522,173381,,2023-01-19 12:00:00
500,359522,173381,,2023-01-19 13:00:00
500,359522,173381,,2023-01-19 14:00:00
500,359522,173381,,2023-01-19 15:00:00
500,359522,173381,,2023-01-19 16:00:00
500,359522,173381,,2023-01-19 17:00:00
500,359522,173381,,2023-01-19 18:00:00
500,359522,173381,,2023-01-19 19:00:00
500,359522,173381,,2023-01-19 20:00:00
500,359522,173381,,2023-01-19 21:00:00
500,359522,173381,,2023-01-19 22:00:00
500,359522,173381,,2023-01-19 23:00:00
500,359522,173381,,2023-01-20 00:00:00
500,359522,173381,,2023-01-20 01:00:00
500,359522,173381,,2023-01-20 02:00:00
500,359522,173381,,2023-01-20 03:00:00
500,359522,173381,,2023-01-20 04:00:00
500,359522,173381,,2023-01-20 05:00:00
500,359522,173381,,2023-01-20 06:00:00
500,359522,173381,,2023-01-20 07:00:00
500,359522,173381,,2023-01-20 08:00:00
500,359522,173381,,2023-01-20 09:00:00
500,359522,173381,,2023-01-20 10:00:00
500,359522,173381,,2023-01-20 11:00:00
500,359522,173381,,2023-01-20 12:00:00
500,359522,173381,,2023-01-20 13:00:00
500,359522,173381,,2023-01-20 14:00:00
500,359522,173381,,2023-01-20 15:00:00
500,359522,173381,,2023-01-20 16:00:00
500,359522,173381,,2023-01-20 17:00:00
500,359522,173381,,2023-01-20 18:00:00
500,359522,173381,,2023-01-20 19:00:00
500,359522,173381,,2023-01-20 20:00:00
500,359522,173381,,2023-01-20 21:00:00
500,359522,173381,,2023-01-20 22:00:00
500,359522,173381,,2023-01-20 23:00:00
500,359522,173381,,2023-01-21 00:00:00
500,359522,173381,,2023-01-21 01:00:00
500,359522,173381,,2023-01-21 02:00:00
500,359522,173381,,2023-01-21 03:00:00
500,359522,173381,,2023-01-21 04:00:00
500,359522,173381,,2023-01-21 05:00:00
500,359522,173381,,2023-01-21 06:00:00
500,359522,173381,,2023-01-21 07:00:00
500,359522,173381,,2023-01-21 08:00:00
500,359522,173381,,2023-01-21 09:00:00
500,359522,173381,,2023-01-21 10:00:00
500,359522,173381,,2023-01-21 11:00:00
500,359522,173381,,2023-01-21 12:00:00
500,359522,173381,,2023-01-21 13:00:00
500,359522,173381,,2023-01-21 14:00:00
500,359522,173381,,2023-01-21 15:00:00
500,359522,173381,,2023-01-21 16:00:00
500,359522,173381,,2023-01-21 17:00:00
500,359522,173381,,2023-01-21 18:00:00
500,359522,173381,,2023-01-21 19:00:00
500,359522,173381,,2023-01-21 20:00:00
500,359522,173381,,2023-01-21 21:00:00
500,359522,173381,,2023-01-21 22:00:00
500,359522,173381,,2023-01-21 23:00:00
500,359522,173381,,2023-01-22 00:00:00
500,359522,173381,,2023-01-22 01:00:00
500,359522,173381,,2023-01-22 02:00:00
500,359522,173381,,2023-01-22 03:00:00
500,359522,173381,,2023-01-22 04:00:00
500,359522,173381,,2023-01-22 05:00:00
500,359522,173381,,2023-01-22 06:00:00
500,359522,173381,,2023-01-22 07:00:00
500,359522,173381,,2023-01-22 08:00:00
500,359522,173381,,2023-01-22 09:00:00
500,359522,173381,,2023-01-22 10:00:00
500,359522,173381,,2023-01-22 11:00:00
500,359522,173381,,2023-01-22 12:00:00
500,359522,173381,,2023-01-22 13:00:00
500,359522,173381,,2023-01-22 14:00:00
500,359522,173381,,2023-01-22 15:00:00
500,359522,173381,,2023-01-22 16:00:00
500,359522,173381,,2023-01-22 17:00:00
500,359522,173381,,2023-01-22 18:00:00
500,359522,173381,,2023-01-22 19:00:00
500,359522,173381,,2023-01-22 20:00:00
500,359522,173381,,2023-01-22 21:00:00
500,359522,173381,,2023-01-22 22:00:00
500,359522,173381,,2023-01-22 23:00:00
500,359522,173381,,2023-01-23 00:00:00
500,359522,173381,,2023-01-23 01:00:00
500,359522,173381,,2023-01-23 02:00:00
500,359522,173381,,2023-01-23 03:00:00
500,359522,173381,,2023-01-23 04:00:00
500,359522,173381,,2023-01-23 05:00:00
500,359522,173381,,2023-01-23 06:00:00
500,359522,173381,,2023-01-23 07:00:00
500,359522,173381,,2023-01-23 08:00:00
500,359522,173381,,2023-01-23 09:00:00
500,359522,173381,,2023-01-23 10:00:00
500,359522,173381,,2023-01-23 11:00:00
500,359522,173381,,2023-01-23 12:00:00
500,359522,173381,,2023-01-23 13:00:00
500,359522,173381,,2023-01-23 14:00:00
500,359522,173381,,2023-01-23 15:00:00
500,359522,173381,,2023-01-23 16:00:00
500,359522,173381,,2023-01-23 17:00:00
500,359522,173381,,2023-01-23 18:00:00
500,359522,173381,,2023-01-23 19:00:00
500,359522,173381,,2023-01-23 20:00:00
500,359522,173381,,2023-01-23 21:00:00
500,359522,173381,,2023-01-23 22:00:00
500,359522,173381,,2023-01-23 23:00:00
500,359522,173381,,2023-01-24 00:00:00
500,359522,173381,,2023-01-24 01:00:00
500,359522,173381,,2023-01-24 02:00:00
