Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,,,
02/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,240,6,240,10,809,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 09:03,0
02/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,240,6,240,10,932,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 10:02,0
02/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,230,5,240,11,1043,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 11:02,0
02/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,240,7,240,11,1137,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 12:02,0
02/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,240,8,250,14,1219,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 13:02,0
02/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,240,9,240,17,1259,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 14:02,0
02/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,240,10,250,17,1409,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 15:02,0
02/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,240,7,250,14,1457,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 16:02,0
02/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,220,3,250,9,1550,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 17:02,0
02/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,220,3,210,6,1729,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 18:02,0
02/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,210,3,240,8,1802,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 19:02,0
02/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,210,4,220,7,1935,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 20:02,0
02/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,220,5,240,8,2037,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 21:03,0
02/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,220,3,230,8,2051,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 22:02,0
02/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,230,5,230,10,2226,6,6,6,6,6,NA,NA,NA,NA,02/03/2024 23:02,0
03/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,230,5,210,9,2301,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 00:04,0
03/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,160,2,210,6,2356,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 01:02,0
03/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,250,3,260,7,114,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 02:02,0
03/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,80,2,70,6,210,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 03:02,0
03/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,80,2,60,3,306,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 04:02,0
03/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,180,2,100,3,419,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 05:02,0
03/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,200,2,180,4,522,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 06:03,0
03/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,210,1,240,3,637,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 07:02,0
03/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,80,1,50,3,710,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 08:02,0
03/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,140,1,90,2,849,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 09:03,0
03/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,100,2,110,3,947,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 10:02,0
03/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,210,3,290,6,1042,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 11:02,0
03/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,230,3,250,6,1140,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 12:02,0
03/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,240,5,240,11,1238,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 13:02,0
03/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,250,6,240,10,1310,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 14:02,0
03/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,260,5,230,9,1402,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 15:02,0
03/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,260,5,270,11,1519,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 16:02,0
03/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,270,4,270,7,1630,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 17:02,0
03/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,280,3,290,5,1650,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 18:02,0
03/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,240,1,290,3,1829,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 19:02,0
03/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,90,1,60,2,1934,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 20:02,0
03/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,140,1,100,2,2014,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 21:03,0
03/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,140,2,120,4,2119,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 22:02,0
03/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,100,2,70,3,2248,6,6,6,6,6,NA,NA,NA,NA,03/03/2024 23:02,0
04/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,150,1,70,3,2251,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 00:03,0
04/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,120,1,90,4,14,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 01:02,0
04/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,110,2,110,3,123,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 02:02,0
04/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,90,2,90,4,155,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 03:02,0
04/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,100,3,110,5,344,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 04:02,0
04/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,110,2,120,5,350,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 05:02,0
04/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,80,3,90,5,549,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 06:03,0
04/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,90,3,100,6,646,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 07:02,0
04/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,90,4,80,6,651,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 08:02,0
04/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,80,5,60,7,835,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 09:03,0
04/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,100,6,110,12,943,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 10:02,0
04/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,110,9,110,16,1046,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 11:02,0
04/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,130,10,120,21,1145,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 12:02,0
04/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,130,11,150,22,1208,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 13:02,0
04/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,120,11,110,19,1329,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 14:02,0
04/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,130,11,120,23,1443,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 15:02,0
04/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,120,12,120,27,1517,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 16:02,0
04/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,120,14,130,29,1622,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 17:02,0
04/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,120,14,110,28,1702,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 18:02,0
04/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,120,14,110,27,1838,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 00:03,0
04/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,130,12,140,26,1850,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 00:03,0
04/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,170,6,120,14,1953,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 21:03,0
04/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,180,4,190,9,2126,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 22:02,0
04/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,150,3,160,6,2228,6,6,6,6,6,NA,NA,NA,NA,04/03/2024 23:02,0
05/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,150,3,150,8,2255,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 00:03,0
05/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,140,2,140,4,8,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 01:02,0
05/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,120,2,120,4,133,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 02:02,0
05/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,100,3,110,4,159,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 03:02,0
05/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,80,2,60,4,342,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 04:02,0
05/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,150,1,70,3,351,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 05:02,0
05/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,160,2,160,3,505,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 06:03,0
05/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,260,3,280,5,647,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 07:02,0
05/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,340,2,290,6,652,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 08:02,0
05/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,30,2,70,4,825,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 09:07,0
05/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,10,1,70,5,946,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 10:02,0
05/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,260,3,260,7,1043,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 11:02,0
05/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,280,3,280,5,1100,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 12:02,0
05/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,310,3,320,8,1240,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 13:02,0
05/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,290,4,280,9,1255,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 14:02,0
05/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,280,5,280,10,1402,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 15:02,0
05/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,270,5,260,9,1536,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 16:03,0
05/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,260,6,240,12,1646,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 17:02,0
05/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,250,6,240,10,1652,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 18:02,0
05/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,240,5,250,8,1814,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 19:02,0
05/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,250,5,250,8,1904,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 20:02,0
05/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,250,6,250,8,2038,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 21:03,0
05/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,230,3,240,8,2050,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 22:02,0
05/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,230,2,250,6,2236,6,6,6,6,6,NA,NA,NA,NA,05/03/2024 23:02,0
06/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,100,1,120,3,2256,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 00:03,0
06/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,90,1,70,2,2351,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 01:02,0
06/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,180,1,240,2,110,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 02:02,0
06/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,90,1,70,2,202,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 03:02,0
06/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,170,1,50,8,336,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 04:02,0
06/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,40,2,50,4,429,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 05:02,0
06/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,110,2,70,4,509,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 06:03,0
06/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,90,2,60,6,602,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 07:02,0
06/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,60,2,70,5,747,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 08:02,0
06/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,80,4,70,6,834,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 09:03,0
06/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,80,4,60,7,935,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 10:02,0
06/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,80,5,80,9,1045,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 11:02,0
06/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,80,7,70,12,1056,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 12:02,0
06/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,80,7,60,12,1210,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 13:02,0
06/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,130,7,110,14,1324,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 14:02,0
06/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,120,7,100,14,1443,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 15:02,0
06/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,100,7,90,14,1517,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 16:02,0
06/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,130,6,140,12,1639,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 17:02,0
06/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,130,5,150,11,1655,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 18:02,0
06/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,130,4,130,8,1806,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 19:02,0
06/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,100,4,120,6,1852,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 20:02,0
06/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,90,4,100,7,2012,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 21:03,0
06/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,90,4,100,7,2145,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 22:02,0
06/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,100,4,100,7,2227,6,6,6,6,6,NA,NA,NA,NA,06/03/2024 23:02,0
07/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,100,6,120,13,2338,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 00:03,0
07/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,110,4,110,9,35,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 01:02,0
07/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,100,6,100,12,110,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 02:02,0
07/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,90,5,90,10,232,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 03:02,0
07/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,70,6,90,11,256,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 04:02,0
07/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,80,4,100,8,403,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 05:02,0
07/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,80,6,70,15,546,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 06:03,0
07/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,70,10,70,19,613,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 07:02,0
07/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,60,9,70,14,653,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 08:02,0
07/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,60,8,70,13,826,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 09:03,0
07/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,70,10,80,16,854,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 10:02,0
07/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,70,10,80,17,954,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 11:02,0
07/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,70,13,70,20,1057,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 12:02,0
07/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,60,12,70,20,1228,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 13:02,0
07/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,60,12,60,20,1348,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 14:02,0
07/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,60,12,70,20,1350,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 15:02,0
07/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,60,12,60,21,1530,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 16:02,0
07/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,60,12,70,21,1620,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 17:02,0
07/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,60,11,70,19,1747,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 18:02,0
07/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,60,11,50,19,1800,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 19:02,0
07/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,60,11,50,19,1925,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 20:02,0
07/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,70,13,70,22,2031,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 21:02,0
07/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,70,14,70,24,2145,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 22:02,0
07/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,70,12,70,21,2213,6,6,6,6,6,NA,NA,NA,NA,07/03/2024 23:02,0
08/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,60,11,60,20,2304,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 00:03,0
08/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,60,9,70,15,47,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 01:02,0
08/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,60,10,70,19,127,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 02:02,0
08/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,60,9,50,16,249,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 03:02,0
08/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,60,11,70,17,328,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 04:02,0
08/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,60,12,70,20,437,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 05:02,0
08/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,60,13,60,22,529,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 06:03,0
08/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,70,12,50,21,631,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 07:02,0
08/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,70,12,60,21,742,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 08:02,0
08/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,70,14,70,31,839,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 09:03,0
08/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,70,15,70,27,913,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 10:02,0
08/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,70,15,70,26,954,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 11:02,0
08/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,70,15,70,26,1052,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 12:02,0
08/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,70,15,70,24,1159,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 13:02,0
08/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,70,14,70,24,1344,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 14:02,0
08/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,70,13,70,21,1424,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 15:02,0
08/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,60,12,50,22,1542,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 16:02,0
08/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,60,13,50,23,1553,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 17:02,0
08/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,60,11,70,21,1705,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 18:02,0
08/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,60,10,60,18,1840,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 19:02,0
08/03/2024 20:00,WIND,492301,1,HCM,1,62122,1011,70,12,70,23,1913,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 20:02,0
08/03/2024 21:00,WIND,492301,1,HCM,1,62122,1011,60,12,50,20,2038,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 21:03,0
08/03/2024 22:00,WIND,492301,1,HCM,1,62122,1011,60,11,60,21,2131,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 22:02,0
08/03/2024 23:00,WIND,492301,1,HCM,1,62122,1011,60,13,50,22,2159,6,6,6,6,6,NA,NA,NA,NA,08/03/2024 23:02,0
09/03/2024 00:00,WIND,492301,1,HCM,1,62122,1011,50,11,50,19,2309,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 00:03,0
09/03/2024 01:00,WIND,492301,1,HCM,1,62122,1011,60,11,60,19,29,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 01:02,0
09/03/2024 02:00,WIND,492301,1,HCM,1,62122,1011,50,10,50,18,148,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 02:02,0
09/03/2024 03:00,WIND,492301,1,HCM,1,62122,1011,50,11,40,20,211,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 03:02,0
09/03/2024 04:00,WIND,492301,1,HCM,1,62122,1011,60,12,60,22,314,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 04:02,0
09/03/2024 05:00,WIND,492301,1,HCM,1,62122,1011,50,11,60,18,354,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 05:02,0
09/03/2024 06:00,WIND,492301,1,HCM,1,62122,1011,40,8,40,14,541,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 06:03,0
09/03/2024 07:00,WIND,492301,1,HCM,1,62122,1011,40,7,50,12,612,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 07:02,0
09/03/2024 08:00,WIND,492301,1,HCM,1,62122,1011,50,8,70,17,749,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 08:02,0
09/03/2024 09:00,WIND,492301,1,HCM,1,62122,1011,70,11,70,19,847,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 09:03,0
09/03/2024 10:00,WIND,492301,1,HCM,1,62122,1011,80,11,90,18,859,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 10:02,0
09/03/2024 11:00,WIND,492301,1,HCM,1,62122,1011,80,12,70,20,1031,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 11:02,0
09/03/2024 12:00,WIND,492301,1,HCM,1,62122,1011,90,12,110,21,1051,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 12:02,0
09/03/2024 13:00,WIND,492301,1,HCM,1,62122,1011,80,14,90,23,1248,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 13:02,0
09/03/2024 14:00,WIND,492301,1,HCM,1,62122,1011,70,12,80,19,1305,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 14:02,0
09/03/2024 15:00,WIND,492301,1,HCM,1,62122,1011,80,12,80,22,1401,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 15:02,0
09/03/2024 16:00,WIND,492301,1,HCM,1,62122,1011,80,10,80,17,1451,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 16:02,0
09/03/2024 17:00,WIND,492301,1,HCM,1,62122,1011,60,10,70,18,1600,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 17:02,0
09/03/2024 18:00,WIND,492301,1,HCM,1,62122,1011,70,9,60,18,1715,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 18:02,0
09/03/2024 19:00,WIND,492301,1,HCM,1,62122,1011,60,11,50,19,1834,6,6,6,6,6,NA,NA,NA,NA,09/03/2024 19:02,0
