Conventions,G,BADC-CSV,1
title,G,uk-mean-wind-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point series
collection_name,G,midas-open
collection_version_number,G,dataset-version-202507
history,G,Created 2025-06-24
last_revised_date,G,2025-06-24
observation_station,G,almondsbury
historic_county_name,G,avon
authority,G,Met Office
authority_comments,G,The authority is the latest organisation which owned the station
authority_comments,G,Closed stations without an authority listed have the authority set to NA
midas_station_id,G,62122
location,G,51.551,-2.559
height,G,75,m
date_valid,G,2023-01-01 00:00:00,2023-12-31 23:59:59
midas_qc_version_number,G,1
comments,G,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
comments,G,This file contains station observations
comments,G,missing values are identified with the missing data flag
missing_value,G,NA
coordinate_variable,ob_end_time,t
long_name,ob_end_time,Date at end of observation period,s
type,ob_end_time,char
comments,ob_end_time,Date and time (YYYY-MM-DD HH:MM:SS) at the end of the observation period
long_name,id,station identifier,1
type,id,char
comments,id,a station may have more than one id assigned to it designated by the id_type
long_name,id_type,identifier type,1
type,id_type,char
comments,id_type,a station may have more than one id assigned to it defined by id_type
long_name,ob_hour_count,Observation hour count,hours
type,ob_hour_count,int
long_name,version_num,midas qc version number,1
type,version_num,int
comments,version_num,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
long_name,met_domain_name,message type,1
type,met_domain_name,char
comments,met_domain_name,message type (see MIDAS documentation)
long_name,src_id,unique source identifier or station site number,1
type,src_id,int
comments,src_id,unique source identifier or station site number
long_name,rec_st_ind,state indicator for the record,1
type,rec_st_ind,int
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation)
long_name,mean_wind_dir,Mean wind direciton,deg true
type,mean_wind_dir,int
long_name,mean_wind_speed,Mean wind speed,knots
type,mean_wind_speed,float
long_name,max_gust_dir,Direction of maximum wind gust,deg true
type,max_gust_dir,int
long_name,max_gust_speed,Speed of maximum wind gust,knots
type,max_gust_speed,float
long_name,max_gust_ctime,Clock time of maximum gust HHMM,s
type,max_gust_ctime,char
long_name,mean_wind_dir_q,QC code: Mean wind direction,1
type,mean_wind_dir_q,int
long_name,mean_wind_speed_q,QC code: Mean wind speed,1
type,mean_wind_speed_q,int
long_name,max_gust_dir_q,QC code: Direction of maximum wind gust,1
type,max_gust_dir_q,int
long_name,max_gust_speed_q,QC code: Speed of maximum wind gust,1
type,max_gust_speed_q,int
long_name,max_gust_ctime_q,QC code: Clock time of maximum gust HHMM,1
type,max_gust_ctime_q,int
long_name,mean_wind_dir_j,Descriptor: Mean wind direction,1
type,mean_wind_dir_j,char
long_name,mean_wind_speed_j,Descriptor: Mean wind speed,1
type,mean_wind_speed_j,char
long_name,max_gust_dir_j,Descriptor: Direction of maximum wind gust,1
type,max_gust_dir_j,char
long_name,max_gust_speed_j,Descriptor: Speed of maximum wind gust,1
type,max_gust_speed_j,char
long_name,meto_stmp_time,Met Office receipt stamp time,s
type,meto_stmp_time,char
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS)
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS,minutes
type,midas_stmp_etime,int
data
ob_end_time,id_type,id,ob_hour_count,met_domain_name,version_num,src_id,rec_st_ind,mean_wind_dir,mean_wind_speed,max_gust_dir,max_gust_speed,max_gust_ctime,mean_wind_dir_q,mean_wind_speed_q,max_gust_dir_q,max_gust_speed_q,max_gust_ctime_q,mean_wind_dir_j,mean_wind_speed_j,max_gust_dir_j,max_gust_speed_j,meto_stmp_time,midas_stmp_etime
2023-01-01 21:00:00,WIND,492301,1,HCM,1,62122,1011,160.0,5.0,160.0,12,2040.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-01 21:05:00,0.0
2023-01-01 22:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,6.0,190.0,12,2146.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-01 22:04:00,0.0
2023-01-01 23:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,6.0,170.0,11,2203.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-01 23:04:00,0.0
2023-01-02 00:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,5.0,190.0,11,2315.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 00:06:00,0.0
2023-01-02 01:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,5.0,190.0,11,13.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 01:04:00,0.0
2023-01-02 02:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,7.0,200.0,14,136.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 02:04:00,0.0
2023-01-02 03:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,9.0,220.0,16,231.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 03:04:00,0.0
2023-01-02 04:00:00,WIND,492301,1,HCM,1,62122,1011,230.0,7.0,220.0,15,251.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 04:04:00,0.0
2023-01-02 05:00:00,WIND,492301,1,HCM,1,62122,1011,230.0,5.0,220.0,9,351.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 05:04:00,0.0
2023-01-02 06:00:00,WIND,492301,1,HCM,1,62122,1011,250.0,4.0,240.0,8,501.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 06:06:00,0.0
2023-01-02 07:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,3.0,230.0,6,611.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 07:04:00,0.0
2023-01-02 08:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,4.0,240.0,7,724.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 08:05:00,0.0
2023-01-02 09:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,4.0,250.0,6,833.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 09:06:00,0.0
2023-01-02 10:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,4.0,240.0,7,941.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 10:04:00,0.0
2023-01-02 11:00:00,WIND,492301,1,HCM,1,62122,1011,250.0,4.0,240.0,7,1025.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 11:04:00,0.0
2023-01-02 12:00:00,WIND,492301,1,HCM,1,62122,1011,260.0,6.0,260.0,9,1141.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 12:04:00,0.0
2023-01-02 13:00:00,WIND,492301,1,HCM,1,62122,1011,260.0,7.0,240.0,11,1231.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 13:04:00,0.0
2023-01-02 14:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,7.0,220.0,11,1313.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 14:04:00,0.0
2023-01-02 15:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,7.0,250.0,12,1407.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 15:04:00,0.0
2023-01-02 16:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,5.0,250.0,12,1455.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 16:04:00,0.0
2023-01-02 17:00:00,WIND,492301,1,HCM,1,62122,1011,200.0,4.0,190.0,6,1633.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 17:04:00,0.0
2023-01-02 18:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,3.0,200.0,5,1652.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 18:04:00,0.0
2023-01-02 19:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,2.0,180.0,4,1750.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 19:04:00,0.0
2023-01-02 20:00:00,WIND,492301,1,HCM,1,62122,1011,120.0,1.0,120.0,2,1856.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 20:04:00,0.0
2023-01-02 21:00:00,WIND,492301,1,HCM,1,62122,1011,110.0,3.0,110.0,4,2031.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 21:05:00,0.0
2023-01-02 22:00:00,WIND,492301,1,HCM,1,62122,1011,100.0,4.0,90.0,6,2120.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 22:04:00,0.0
2023-01-02 23:00:00,WIND,492301,1,HCM,1,62122,1011,140.0,3.0,140.0,6,2236.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-02 23:04:00,0.0
2023-01-03 00:00:00,WIND,492301,1,HCM,1,62122,1011,130.0,3.0,140.0,6,2313.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 00:06:00,0.0
2023-01-03 01:00:00,WIND,492301,1,HCM,1,62122,1011,140.0,3.0,130.0,6,16.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 01:04:00,0.0
2023-01-03 02:00:00,WIND,492301,1,HCM,1,62122,1011,140.0,4.0,150.0,9,148.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 02:04:00,0.0
2023-01-03 03:00:00,WIND,492301,1,HCM,1,62122,1011,140.0,4.0,130.0,9,241.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 03:04:00,0.0
2023-01-03 04:00:00,WIND,492301,1,HCM,1,62122,1011,130.0,5.0,140.0,9,328.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 04:04:00,0.0
2023-01-03 05:00:00,WIND,492301,1,HCM,1,62122,1011,150.0,6.0,180.0,11,432.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 05:04:00,0.0
2023-01-03 06:00:00,WIND,492301,1,HCM,1,62122,1011,130.0,6.0,140.0,11,540.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 06:06:00,0.0
2023-01-03 07:00:00,WIND,492301,1,HCM,1,62122,1011,150.0,8.0,160.0,15,631.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 07:04:00,0.0
2023-01-03 08:00:00,WIND,492301,1,HCM,1,62122,1011,170.0,8.0,160.0,17,730.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 08:04:00,0.0
2023-01-03 09:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,10.0,190.0,20,819.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 09:06:00,0.0
2023-01-03 10:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,9.0,160.0,19,912.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 10:04:00,0.0
2023-01-03 11:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,10.0,190.0,18,1020.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 11:04:00,0.0
2023-01-03 12:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,9.0,190.0,19,1116.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 12:04:00,0.0
2023-01-03 13:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,9.0,190.0,18,1235.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 13:04:00,0.0
2023-01-03 14:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,11.0,180.0,24,1315.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 14:05:00,0.0
2023-01-03 15:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,15.0,190.0,31,1430.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 15:04:00,0.0
2023-01-03 16:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,15.0,200.0,32,1502.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 16:04:00,0.0
2023-01-03 17:00:00,WIND,492301,1,HCM,1,62122,1011,180.0,13.0,160.0,27,1623.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 17:04:00,0.0
2023-01-03 18:00:00,WIND,492301,1,HCM,1,62122,1011,190.0,13.0,180.0,25,1702.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 18:04:00,0.0
2023-01-03 19:00:00,WIND,492301,1,HCM,1,62122,1011,200.0,12.0,190.0,22,1804.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 19:04:00,0.0
2023-01-03 20:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,12.0,190.0,20,1902.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 20:05:00,0.0
2023-01-03 21:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,13.0,220.0,24,2017.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 21:05:00,0.0
2023-01-03 22:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,13.0,230.0,24,2120.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 22:04:00,0.0
2023-01-03 23:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,13.0,220.0,23,2244.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-03 23:04:00,0.0
2023-01-04 00:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,14.0,220.0,26,2258.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 00:06:00,0.0
2023-01-04 01:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,12.0,210.0,23,2357.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 01:04:00,0.0
2023-01-04 02:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,13.0,210.0,26,102.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 02:05:00,0.0
2023-01-04 03:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,12.0,210.0,23,248.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 03:04:00,0.0
2023-01-04 04:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,13.0,210.0,26,344.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 04:04:00,0.0
2023-01-04 05:00:00,WIND,492301,1,HCM,1,62122,1011,230.0,16.0,240.0,30,414.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 05:04:00,0.0
2023-01-04 06:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,17.0,240.0,30,541.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 06:06:00,0.0
2023-01-04 07:00:00,WIND,492301,1,HCM,1,62122,1011,230.0,17.0,250.0,29,607.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 07:05:00,0.0
2023-01-04 08:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,18.0,230.0,32,734.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 08:04:00,0.0
2023-01-04 09:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,19.0,230.0,36,805.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 09:06:00,0.0
2023-01-04 10:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,18.0,220.0,33,949.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 10:04:00,0.0
2023-01-04 11:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,22.0,240.0,37,1028.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 11:04:00,0.0
2023-01-04 12:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,23.0,250.0,37,1106.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 12:04:00,0.0
2023-01-04 13:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,20.0,250.0,34,1200.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 13:04:00,0.0
2023-01-04 14:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,20.0,240.0,34,1325.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 14:04:00,0.0
2023-01-04 15:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,20.0,250.0,38,1408.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 15:04:00,0.0
2023-01-04 16:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,19.0,240.0,34,1548.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 16:04:00,0.0
2023-01-04 17:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,19.0,230.0,36,1555.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 17:04:00,0.0
2023-01-04 18:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,17.0,250.0,28,1700.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 18:04:00,0.0
2023-01-04 19:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,16.0,240.0,29,1829.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 19:04:00,0.0
2023-01-04 20:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,16.0,230.0,27,1908.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 20:04:00,0.0
2023-01-04 21:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,15.0,250.0,24,2018.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 21:05:00,0.0
2023-01-04 22:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,16.0,250.0,26,2144.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 22:04:00,0.0
2023-01-04 23:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,17.0,240.0,27,2212.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-04 23:04:00,0.0
2023-01-05 00:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,17.0,250.0,27,2318.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 00:06:00,0.0
2023-01-05 01:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,17.0,240.0,28,6.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 01:04:00,0.0
2023-01-05 02:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,16.0,240.0,26,105.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 02:04:00,0.0
2023-01-05 03:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,15.0,250.0,24,159.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 03:04:00,0.0
2023-01-05 04:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,11.0,240.0,19,316.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 04:04:00,0.0
2023-01-05 05:00:00,WIND,492301,1,HCM,1,62122,1011,240.0,10.0,260.0,20,434.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 05:04:00,0.0
2023-01-05 06:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,8.0,210.0,15,458.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 06:06:00,0.0
2023-01-05 07:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,8.0,220.0,17,635.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 07:04:00,0.0
2023-01-05 08:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,9.0,230.0,18,731.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 08:04:00,0.0
2023-01-05 09:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,8.0,220.0,14,822.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 09:06:00,0.0
2023-01-05 10:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,8.0,220.0,18,856.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 10:04:00,0.0
2023-01-05 11:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,9.0,220.0,16,1015.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 11:04:00,0.0
2023-01-05 12:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,11.0,220.0,18,1139.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 12:04:00,0.0
2023-01-05 13:00:00,WIND,492301,1,HCM,1,62122,1011,220.0,10.0,220.0,19,1203.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 13:04:00,0.0
2023-01-05 14:00:00,WIND,492301,1,HCM,1,62122,1011,210.0,10.0,210.0,18,1334.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 14:04:00,0.0
2023-01-05 15:00:00,WIND,492301,1,HCM,1,62122,1011,200.0,9.0,200.0,16,1428.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 15:04:00,0.0
2023-01-05 16:00:00,WIND,492301,1,HCM,1,62122,1011,200.0,9.0,220.0,18,1500.0,6,6,6,6,6,NA,NA,NA,NA,2023-01-05 16:04:00,0.0
