,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,CROWN_AREA_COMPLETE,Data Source,tree_group,CROWN_HEIGHT_interpolated
12544,26622104,Wootton Park,361025.75,170069.67,361025.75,170069.67,361025.75,170069.67,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,10.0,Original,deciduous,10.0
12545,26622105,Wootton Park,361017.62,170064.37,361017.62,170064.37,361017.62,170064.37,Platanus x acerifolia Pyramida,Plane,London plane cultivar,Platanus x acerifolia Pyramida,0.23,10.0,Original,deciduous,5.0
12546,26622106,Wootton Park,360922.28,170000.8,360922.28,170000.8,360922.28,170000.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.49,150.05,Original,deciduous,16.0
12547,26622107,Wootton Park,360912.07,169985.37,360912.07,169985.37,360912.07,169985.37,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.42,150.05,Original,deciduous,14.0
12548,26622108,Wootton Park,360905.11,169983.74,360905.11,169983.74,360905.11,169983.74,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.44,150.05,Original,deciduous,15.0
12549,26622109,Wootton Park,360905.0,169976.09,360905.0,169976.09,360905.0,169976.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.35,60.05,Original,deciduous,9.0
12550,26622110,Wootton Park,360912.65,170022.6,360912.65,170022.6,360912.65,170022.6,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.28,60.05,Original,deciduous,7.0
12551,26622111,Wootton Park,360918.34,170022.36,360918.34,170022.36,360918.34,170022.36,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.26,60.05,Original,deciduous,9.0
13523,26623098,Marlborough Street,359010.09,173581.17,359010.09,173581.17,359010.09,173581.17,Acer platanoides,Maple,Norway maple,Acer platanoides,0.4,60.05,Original,deciduous,11.0
13524,26623099,Marlborough Street,358965.66,173597.47,358965.66,173597.47,358965.66,173597.47,Acer saccharinum,Maple,Silver maple,Acer saccharinum,0.31,60.05,Original,deciduous,10.0
13525,26623100,Marlborough Street,358963.47,173592.8,358963.47,173592.8,358963.47,173592.8,Acer platanoides,Maple,Norway maple,Acer platanoides,0.42,60.05,Original,deciduous,11.0
13526,26623101,Marlborough Street,358918.66,173595.35,358918.66,173595.35,358918.66,173595.35,Acer platanoides,Maple,Norway maple,Acer platanoides,0.5,150.05,Original,deciduous,12.0
13527,26623102,Marlborough Street,358808.84,173578.08,358808.84,173578.08,358808.84,173578.08,Alnus incana Laciniata,Alder,Cutleaf grey alder,Alnus incana Laciniata,0.21,10.0,Original,deciduous,9.0
13528,26623103,Marlborough Street,358792.01,173568.1,358792.01,173568.1,358792.01,173568.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.62,275.05,Original,deciduous,9.0
13529,26623104,Marlborough Street,358850.11,173581.79,358850.11,173581.79,358850.11,173581.79,Alnus glutinosa Laciniata,Alder,Cutleaf black alder,Alnus glutinosa Laciniata,0.23,49.09629465278378,Original,deciduous,3.0
13530,26623105,Marlborough Street,358924.34,173576.07,358924.34,173576.07,358924.34,173576.07,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.18,21.14698317127688,Original,deciduous,3.0
13531,26623106,Marlborough Street,358954.59,173592.22,358954.59,173592.22,358954.59,173592.22,Acer platanoides,Maple,Norway maple,Acer platanoides,0.4,60.05,Original,deciduous,11.0
13534,26623109,Marlborough Street,358867.68,173578.63,358867.68,173578.63,358867.68,173578.63,Acer platanoides,Maple,Norway maple,Acer platanoides,0.3540132486889318,89.5033695459115,Imputed,deciduous,9.122731016709226
14856,26624436,Drummond Road,359369.39,174059.84,359369.39,174059.84,359369.39,174059.84,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.28,60.05,Original,deciduous,8.0
14857,26624437,Drummond Road,359304.58,174145.14,359304.58,174145.14,359304.58,174145.14,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.17,10.0,Original,deciduous,3.0
14858,26624438,Drummond Road,359303.94,174146.83,359303.94,174146.83,359303.94,174146.83,Betula pendula 'Fastigiata Joe,,,Betula pendula 'Fastigiata Joe,0.06,2.8045902645908924,Original,other,1.5532240671307207
15741,26625327,St Michaels Hill,358432.76,173475.79,358432.76,173475.79,358432.76,173475.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.4,60.05,Original,deciduous,13.0
15742,26625328,St Michaels Hill,358437.74,173468.51,358437.74,173468.51,358437.74,173468.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.65,60.05,Original,deciduous,15.0
15783,26625369,Broadfield Road,360668.05,170162.03,360668.05,170162.03,360668.05,170162.03,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.06,2.4152713188738577,Original,deciduous,2.54609086895033
15786,26625372,Broadfield Road,360657.3,170140.86,360657.3,170140.86,360657.3,170140.86,Tilia x europea,Lime,European lime,Tilia x europea,0.48,60.05,Original,deciduous,9.0
15787,26625373,Broadfield Road,360639.33,170125.47,360639.33,170125.47,360639.33,170125.47,Tilia x europea,Lime,European lime,Tilia x europea,0.48,60.05,Original,deciduous,8.0
15788,26625374,Broadfield Road,360626.06,170113.25,360626.06,170113.25,360626.06,170113.25,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,60.05,Original,deciduous,9.0
15791,26625377,Broadfield Road,360630.17,170131.11,360630.17,170131.11,360630.17,170131.11,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.05,10.0,Original,deciduous,6.0
15792,26625378,Broadfield Road,360652.48,170150.6,360652.48,170150.6,360652.48,170150.6,Tilia x europea,Lime,European lime,Tilia x europea,0.53,60.05,Original,deciduous,9.0
15793,26625379,Broadfield Road,360683.01,170170.69,360683.01,170170.69,360683.01,170170.69,Tilia x europea,Lime,European lime,Tilia x europea,0.59,60.05,Original,deciduous,9.0
15794,26625380,Broadfield Road,360699.22,170178.2,360699.22,170178.2,360699.22,170178.2,Tilia x europea,Lime,European lime,Tilia x europea,0.48,60.05,Original,deciduous,10.0
15795,26625381,Broadfield Road,360718.07,170185.78,360718.07,170185.78,360718.07,170185.78,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.16,10.0,Original,deciduous,5.0
15796,26625382,Broadfield Road,360784.48,170209.56,360784.48,170209.56,360784.48,170209.56,Tilia x europea,Lime,European lime,Tilia x europea,0.45,60.05,Original,deciduous,7.0
15797,26625383,Broadfield Road,360794.19,170214.33,360794.19,170214.33,360794.19,170214.33,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.17,10.0,Original,deciduous,4.0
15800,26625386,Broadfield Road,360753.25,170186.77,360753.25,170186.77,360753.25,170186.77,Tilia x europea,Lime,European lime,Tilia x europea,0.51,60.05,Original,deciduous,8.0
15801,26625387,Broadfield Road,360739.03,170181.85,360739.03,170181.85,360739.03,170181.85,Tilia x europea,Lime,European lime,Tilia x europea,0.53,60.05,Original,deciduous,8.0
15802,26625388,Broadfield Road,360721.3,170176.21,360721.3,170176.21,360721.3,170176.21,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,60.05,Original,deciduous,8.0
15803,26625389,Broadfield Road,360704.04,170168.92,360704.04,170168.92,360704.04,170168.92,Tilia x europea,Lime,European lime,Tilia x europea,0.5700000000000001,60.05,Original,deciduous,9.0
15804,26625390,Broadfield Road,360687.95,170161.52,360687.95,170161.52,360687.95,170161.52,Tilia x europea,Lime,European lime,Tilia x europea,0.6,60.05,Original,deciduous,9.0
15805,26625391,Broadfield Road,360671.39,170151.77,360671.39,170151.77,360671.39,170151.77,Tilia x europea,Lime,European lime,Tilia x europea,0.55,60.05,Original,deciduous,9.0
15844,26625431,Broadfield Road,360788.12,170199.81,360788.12,170199.81,360788.12,170199.81,Tilia x europea,Lime,European lime,Tilia x europea,0.46,60.05,Original,deciduous,7.0
15845,26625432,Broadfield Road,360772.74,170193.23,360772.74,170193.23,360772.74,170193.23,Tilia x europea,Lime,European lime,Tilia x europea,0.45,60.05,Original,deciduous,7.0
15931,26625520,Willada Close,357867.01,170593.64,357867.01,170593.64,357867.01,170593.64,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.05,10.0,Original,deciduous,3.0
15932,26625521,Willada Close,357870.47,170597.6,357870.47,170597.6,357870.47,170597.6,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.28,60.05,Original,deciduous,7.0
15933,26625522,Willada Close,357864.19,170607.35,357864.19,170607.35,357864.19,170607.35,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.05,10.0,Original,deciduous,3.0
18730,26628332,Hither Bath Bridge Open Space,361119.57,170072.58,361119.57,170072.58,361119.57,170072.58,Fagus sylvatica,,Common beech,Fagus sylvatica,0.95,445.9854894232007,Original,other,18.0
18826,26628428,Hill Crest,360618.21,170021.94,360618.21,170021.94,360618.21,170021.94,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.24,60.05,Original,deciduous,4.0
18827,26628429,Hill Crest,360636.59,170031.94,360636.59,170031.94,360636.59,170031.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.47,60.05,Original,deciduous,8.0
18828,26628430,Hill Crest,360641.01,170034.16,360641.01,170034.16,360641.01,170034.16,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.38,60.05,Original,deciduous,8.0
22505,26632134,Newfoundland Way,359644.27,173651.68,359644.27,173651.68,359644.27,173651.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,150.05,Original,deciduous,9.0
24568,26634219,Beggarswell Close  Amenity Land,359570.83,173918.47,359570.83,173918.47,359570.83,173918.47,Platanus x acerifolia,Plane,Unidentified plane,Platanus x acerifolia,0.8300000000000001,275.05,Original,deciduous,14.0
24569,26634220,Beggarswell Close  Amenity Land,359570.0,173941.94,359570.0,173941.94,359570.0,173941.94,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.12,60.05,Original,deciduous,6.0
24570,26634221,Beggarswell Close  Amenity Land,359571.94,173941.23,359571.94,173941.23,359571.94,173941.23,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.12,10.0,Original,deciduous,3.0
24571,26634222,Beggarswell Close  Amenity Land,359566.13,173938.09,359566.13,173938.09,359566.13,173938.09,Acer pseudoplatanus,,Sycamore,Acer pseudoplatanus,0.12,10.0,Original,other,4.0
24888,26634540,Newfoundland Street,359437.24,173550.85,359437.24,173550.85,359437.24,173550.85,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24889,26634541,Newfoundland Street,359426.53,173544.61,359426.53,173544.61,359426.53,173544.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24890,26634542,Newfoundland Street,359417.71,173540.96,359417.71,173540.96,359417.71,173540.96,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24891,26634543,Newfoundland Street,359531.06,173571.96,359531.06,173571.96,359531.06,173571.96,No Code Allocated,,,No Code Allocated,0.305455333429082,82.17740537522903,Imputed,other,8.131149646142326
24892,26634544,Newfoundland Street,359505.99,173562.16,359505.99,173562.16,359505.99,173562.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,77.16706664805207,Original,deciduous,10.0
24893,26634545,Newfoundland Street,359496.15,173557.46,359496.15,173557.46,359496.15,173557.46,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,77.16706664805207,Original,deciduous,10.0
24896,26634548,Newfoundland Street,359542.22,173542.51,359542.22,173542.51,359542.22,173542.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.06,2.397266962874267,Original,deciduous,0.3271908563679293
24897,26634549,Newfoundland Street,359555.5,173616.8,359555.5,173616.8,359555.5,173616.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24898,26634550,Newfoundland Street,359547.02,173610.91,359547.02,173610.91,359547.02,173610.91,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24899,26634551,Newfoundland Street,359538.77,173605.45,359538.77,173605.45,359538.77,173605.45,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24900,26634552,Newfoundland Street,359479.93,173566.72,359479.93,173566.72,359479.93,173566.72,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24901,26634553,Newfoundland Street,359465.4,173558.92,359465.4,173558.92,359465.4,173558.92,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
24902,26634554,Newfoundland Street,359562.57,173623.69,359562.57,173623.69,359562.57,173623.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,10.0,Original,deciduous,4.0
25544,26635199,St Stephens Churchyard,358714.44,172970.64,358714.44,172970.64,358714.44,172970.64,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.32,60.05,Original,deciduous,6.0
25545,26635200,St Stephens Churchyard,358707.54,172964.83,358707.54,172964.83,358707.54,172964.83,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.39,150.05,Original,deciduous,16.0
25546,26635201,St Stephens Churchyard,358699.43,172961.65,358699.43,172961.65,358699.43,172961.65,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.53,150.05,Original,deciduous,17.0
25547,26635202,St Stephens Churchyard,358693.08,172957.93,358693.08,172957.93,358693.08,172957.93,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.36,60.05,Original,deciduous,6.0
25548,26635203,St Stephens Churchyard,358688.33,172961.62,358688.33,172961.62,358688.33,172961.62,Taxus baccata,Yew,Yew,Taxus baccata,0.1,3.6993034976464174,Original,evergreen,3.6265648465562927
25549,26635204,St Stephens Churchyard,358684.31,172963.08,358684.31,172963.08,358684.31,172963.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.32,60.05,Original,deciduous,10.0
25550,26635205,St Stephens Churchyard,358682.56,172968.88,358682.56,172968.88,358682.56,172968.88,Taxus baccata,Yew,Yew,Taxus baccata,0.2,60.05,Original,evergreen,5.0
25551,26635206,St Stephens Churchyard,358696.36,172966.36,358696.36,172966.36,358696.36,172966.36,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.35,60.05,Original,deciduous,10.0
27543,26637226,Fishponds Church of England Academy,363118.56,175729.2,363118.56,175729.2,363118.56,175729.2,X Cupressocyparis l. Castlewel,Cypress,Leylandcypress cultivar,X Cupressocyparis l. Castlewel,0.41,60.05,Original,evergreen,10.0
27544,26637227,Fishponds Church of England Academy,363055.75,175803.45,363055.75,175803.45,363055.75,175803.45,Malus John Downie,Apple,Crabapple,Malus John Downie,0.18,10.0,Original,deciduous,4.0
27545,26637228,Fishponds Church of England Academy,363072.87,175790.07,363072.87,175790.07,363072.87,175790.07,Acer campestre,Field Maple,Field maple,Acer campestre,0.17,60.05,Original,deciduous,5.0
27546,26637230,Fishponds Church of England Academy,363095.22,175752.71,363095.22,175752.71,363095.22,175752.71,Morus nigra,Mulberry,Black mulberry,Morus nigra,0.15,60.05,Original,deciduous,6.0
27547,26637231,Fishponds Church of England Academy,363113.81,175743.2,363113.81,175743.2,363113.81,175743.2,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.29,60.05,Original,deciduous,7.0
27548,26637232,Fishponds Church of England Academy,363118.31,175725.58,363118.31,175725.58,363118.31,175725.58,X Cupressocyparis l. Castlewel,Cypress,Leylandcypress cultivar,X Cupressocyparis l. Castlewel,0.27,60.05,Original,evergreen,10.0
27549,26637233,Fishponds Church of England Academy,363120.96,175723.77,363120.96,175723.77,363120.96,175723.77,Chamaecyparis lawsoniana cv,Cypress,Lawson's cypress cultivar,Chamaecyparis lawsoniana cv,0.25,60.05,Original,evergreen,8.0
27550,26637234,Fishponds Church of England Academy,363099.75,175723.29,363099.75,175723.29,363099.75,175723.29,Prunus avium,Cherry,Wild cherry,Prunus avium,0.36,60.05,Original,deciduous,8.0
27551,26637236,Fishponds Church of England Academy,363112.89,175717.62,363112.89,175717.62,363112.89,175717.62,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.05,10.0,Original,deciduous,4.0
27552,26637237,Fishponds Church of England Academy,363109.15,175711.11,363109.15,175711.11,363109.15,175711.11,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,0.06,10.0,Original,deciduous,5.0
27553,26637238,Fishponds Church of England Academy,363106.5,175714.97,363106.5,175714.97,363106.5,175714.97,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.09,10.0,Original,deciduous,4.0
27554,26637239,Fishponds Church of England Academy,363104.93,175711.71,363104.93,175711.71,363104.93,175711.71,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.04,10.0,Original,deciduous,3.0
27555,26637240,Fishponds Church of England Academy,363103.12,175702.91,363103.12,175702.91,363103.12,175702.91,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.88,150.05,Original,deciduous,13.0
27556,26637241,Fishponds Church of England Academy,363096.62,175701.47,363096.62,175701.47,363096.62,175701.47,Fagus sylvatica Pendula,Weeping Beech,Weeping beech,Fagus sylvatica Pendula,0.3,60.05,Original,deciduous,8.0
27557,26637242,Fishponds Church of England Academy,363076.37,175688.81,363076.37,175688.81,363076.37,175688.81,Quercus ilex,Oak,Holm oak,Quercus ilex,0.84,150.05,Original,deciduous,12.0
27558,26637243,Fishponds Church of England Academy,363055.87,175715.93,363055.87,175715.93,363055.87,175715.93,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.21,60.05,Original,deciduous,12.0
27559,26637244,Fishponds Church of England Academy,363053.1,175725.82,363053.1,175725.82,363053.1,175725.82,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.14,60.05,Original,deciduous,10.0
27560,26637245,Fishponds Church of England Academy,363052.13,175729.8,363052.13,175729.8,363052.13,175729.8,Acer platanoides,Maple,Norway maple,Acer platanoides,0.17,60.05,Original,deciduous,5.0
27561,26637246,Fishponds Church of England Academy,363037.67,175733.66,363037.67,175733.66,363037.67,175733.66,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.11,60.05,Original,deciduous,6.0
27562,26637247,Fishponds Church of England Academy,363033.81,175732.69,363033.81,175732.69,363033.81,175732.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.13,60.05,Original,deciduous,6.0
27563,26637248,Fishponds Church of England Academy,363029.24,175731.61,363029.24,175731.61,363029.24,175731.61,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.11,60.05,Original,deciduous,6.0
27564,26637249,Fishponds Church of England Academy,363024.05,175730.28,363024.05,175730.28,363024.05,175730.28,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.1,10.0,Original,deciduous,5.0
27565,26637250,Fishponds Church of England Academy,363000.67,175732.33,363000.67,175732.33,363000.67,175732.33,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,0.1,10.0,Original,deciduous,3.0
27566,26637251,Fishponds Church of England Academy,363001.88,175728.78,363001.88,175728.78,363001.88,175728.78,Mixed Species Group,,,Mixed Species Group,0.305455333429082,79.50364575536493,Imputed,other,4.0
27567,26637252,Fishponds Church of England Academy,362991.99,175789.1,362991.99,175789.1,362991.99,175789.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.19,60.05,Original,deciduous,9.0
27568,26637253,Fishponds Church of England Academy,363017.3,175803.33,363017.3,175803.33,363017.3,175803.33,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.07,60.05,Original,deciduous,4.0
27569,26637254,Fishponds Church of England Academy,363036.71,175796.7,363036.71,175796.7,363036.71,175796.7,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.15,60.05,Original,deciduous,5.0
27570,26637255,Fishponds Church of England Academy,363035.62,175811.04,363035.62,175811.04,363035.62,175811.04,Acer campestre,Field Maple,Field maple,Acer campestre,0.15,60.05,Original,deciduous,5.0
27571,26637256,Fishponds Church of England Academy,363046.47,175810.8,363046.47,175810.8,363046.47,175810.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,60.05,Original,deciduous,6.0
27572,26637257,Fishponds Church of England Academy,363050.57,175807.3,363050.57,175807.3,363050.57,175807.3,Mixed Species Group,,,Mixed Species Group,0.19,60.05,Original,other,4.0
27573,26637258,Fishponds Church of England Academy,363051.29,175802.73,363051.29,175802.73,363051.29,175802.73,Malus John Downie,Apple,Crabapple,Malus John Downie,0.17,60.05,Original,deciduous,4.0
27574,26637259,Fishponds Church of England Academy,363019.83,175729.8,363019.83,175729.8,363019.83,175729.8,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.1,10.0,Original,deciduous,5.0
27575,26637260,Fishponds Church of England Academy,363034.05,175808.38,363034.05,175808.38,363034.05,175808.38,Acer campestre,Field Maple,Field maple,Acer campestre,0.15,60.05,Original,deciduous,6.0
27576,26637261,Fishponds Church of England Academy,363105.36,175747.64,363105.36,175747.64,363105.36,175747.64,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.11,10.0,Original,deciduous,3.0
27577,26637262,Fishponds Church of England Academy,363112.4,175712.44,363112.4,175712.44,363112.4,175712.44,Acer platanoides,Maple,Norway maple,Acer platanoides,0.06,10.0,Original,deciduous,5.0
27578,26637263,Fishponds Church of England Academy,363082.51,175698.1,363082.51,175698.1,363082.51,175698.1,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.08,10.0,Original,deciduous,3.0
27579,26637264,Fishponds Church of England Academy,363052.13,175732.57,363052.13,175732.57,363052.13,175732.57,Acer campestre,Field Maple,Field maple,Acer campestre,0.13,60.05,Original,deciduous,5.0
27684,26637370,Fishponds Church of England Academy,363121.69,175721.72,363121.69,175721.72,363121.69,175721.72,Chamaecyparis lawsoniana cv,Cypress,Lawson's cypress cultivar,Chamaecyparis lawsoniana cv,0.27,60.05,Original,evergreen,10.0
27685,26637371,Fishponds Church of England Academy,363107.7,175738.83,363107.7,175738.83,363107.7,175738.83,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.08,10.0,Original,deciduous,3.0
28026,26637714,Argyle Road,359429.51,173976.31,359429.51,173976.31,359429.51,173976.31,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.07,10.0,Original,deciduous,4.0
28027,26637715,Argyle Road,359425.07,173972.24,359425.07,173972.24,359425.07,173972.24,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.06,10.0,Original,deciduous,4.0
28028,26637716,Argyle Road,359421.88,173969.7,359421.88,173969.7,359421.88,173969.7,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.06,10.0,Original,deciduous,4.0
28029,26637717,Argyle Road,359425.94,173973.27,359425.94,173973.27,359425.94,173973.27,Prunus sargentii 'Rancho',,Sargent's cherry,Prunus sargentii 'Rancho',0.06,2.8045902645908924,Original,other,1.5532240671307207
28052,26637740,Argyle Road,359413.27,173962.71,359413.27,173962.71,359413.27,173962.71,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.08,10.0,Original,deciduous,4.0
28053,26637741,Argyle Road,359382.03,173941.42,359382.03,173941.42,359382.03,173941.42,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.05,10.0,Original,deciduous,3.0
28054,26637742,Argyle Road,359372.28,173957.92,359372.28,173957.92,359372.28,173957.92,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.06,10.0,Original,deciduous,3.0
28055,26637743,Argyle Road,359369.91,173961.08,359369.91,173961.08,359369.91,173961.08,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.05,10.0,Original,deciduous,3.0
30030,26639738,BRI Hospital Bank,358825.9,173619.53,358825.9,173619.53,358825.9,173619.53,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.5700000000000001,150.05,Original,deciduous,14.0
30035,26639743,BRI Hospital Bank,358792.45,173591.35,358792.45,173591.35,358792.45,173591.35,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.24,60.05,Original,deciduous,7.0
30036,26639744,BRI Hospital Bank,358800.58,173597.92,358800.58,173597.92,358800.58,173597.92,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.4,60.05,Original,deciduous,10.0
30037,26639745,BRI Hospital Bank,358807.21,173602.27,358807.21,173602.27,358807.21,173602.27,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.3,60.05,Original,deciduous,9.0
30038,26639746,BRI Hospital Bank,358814.28,173602.91,358814.28,173602.91,358814.28,173602.91,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.45,60.05,Original,deciduous,12.0
30039,26639747,BRI Hospital Bank,358809.71,173609.54,358809.71,173609.54,358809.71,173609.54,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.42,60.05,Original,deciduous,13.0
30040,26639748,BRI Hospital Bank,358815.14,173609.54,358815.14,173609.54,358815.14,173609.54,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.37,60.05,Original,deciduous,12.0
30041,26639749,BRI Hospital Bank,358819.98,173620.67,358819.98,173620.67,358819.98,173620.67,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.35,60.05,Original,deciduous,10.0
30042,26639750,BRI Hospital Bank,358829.69,173627.81,358829.69,173627.81,358829.69,173627.81,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.42,150.05,Original,deciduous,14.0
30043,26639751,BRI Hospital Bank,358834.75,173637.16,358834.75,173637.16,358834.75,173637.16,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.44,150.05,Original,deciduous,14.0
30044,26639752,BRI Hospital Bank,358846.45,173655.7,358846.45,173655.7,358846.45,173655.7,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.35,60.05,Original,deciduous,11.0
30045,26639753,BRI Hospital Bank,358846.73,173659.41,358846.73,173659.41,358846.73,173659.41,Prunus avium,Cherry,Wild cherry,Prunus avium,0.5,60.05,Original,deciduous,10.0
30318,26640027,South Bristol Sports Centre (Imperial),361107.54,169827.82,361107.54,169827.82,361107.54,169827.82,Larix decidua,Larch,European larch,Larix decidua,0.3,60.05,Original,deciduous,8.0
30319,26640028,South Bristol Sports Centre (Imperial),361104.42,169826.48,361104.42,169826.48,361104.42,169826.48,Larix decidua,Larch,European larch,Larix decidua,0.22,60.05,Original,deciduous,6.0
30320,26640029,South Bristol Sports Centre (Imperial),361004.98,169832.09,361004.98,169832.09,361004.98,169832.09,Larix decidua,Larch,European larch,Larix decidua,0.32,150.05,Original,deciduous,12.0
30325,26640034,South Bristol Sports Centre (Imperial),361032.62,169833.11,361032.62,169833.11,361032.62,169833.11,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.44,150.05,Original,deciduous,12.0
30326,26640035,South Bristol Sports Centre (Imperial),361027.93,169832.6,361027.93,169832.6,361027.93,169832.6,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.24,60.05,Original,deciduous,10.0
