,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,CROWN_AREA_COMPLETE,Data Source,tree_group,CROWN_HEIGHT_interpolated
41257,26651048,Arnos Court Park,361088.79,171465.07,361088.79,171465.07,361088.79,171465.07,Tilia x europea,Lime,European lime,Tilia x europea,0.76,275.05,Original,deciduous,16.0
41258,26651049,Arnos Court Park,361101.22,171461.86,361101.22,171461.86,361101.22,171461.86,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.8,275.05,Original,deciduous,15.0
41259,26651050,Arnos Court Park,361132.72,171461.56,361132.72,171461.56,361132.72,171461.56,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.4,275.05,Original,deciduous,15.0
41260,26651051,Arnos Court Park,361136.87,171464.63,361136.87,171464.63,361136.87,171464.63,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.5,150.05,Original,deciduous,14.0
41261,26651052,Arnos Court Park,361142.21,171468.64,361142.21,171468.64,361142.21,171468.64,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.4,150.05,Original,deciduous,13.0
41262,26651053,Arnos Court Park,361145.82,171471.45,361145.82,171471.45,361145.82,171471.45,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.26,150.05,Original,deciduous,13.0
41263,26651054,Arnos Court Park,361149.96,171474.79,361149.96,171474.79,361149.96,171474.79,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.27,150.05,Original,deciduous,13.0
41264,26651055,Arnos Court Park,361153.84,171477.59,361153.84,171477.59,361153.84,171477.59,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.45,275.05,Original,deciduous,16.0
41265,26651056,Arnos Court Park,361157.85,171480.39,361157.85,171480.39,361157.85,171480.39,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.38,275.05,Original,deciduous,16.0
41266,26651057,Arnos Court Park,361160.79,171482.67,361160.79,171482.67,361160.79,171482.67,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.4,275.05,Original,deciduous,16.0
41267,26651058,Arnos Court Park,361149.28,171425.08,361149.28,171425.08,361149.28,171425.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.2332533589251439,60.05,Original,deciduous,7.0
41268,26651059,Arnos Court Park,361116.63,171422.89,361116.63,171422.89,361116.63,171422.89,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.09,10.0,Original,deciduous,3.0
41269,26651060,Arnos Court Park,361116.18,171415.45,361116.18,171415.45,361116.18,171415.45,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.09,10.0,Original,deciduous,3.0
41270,26651061,Arnos Court Park,361117.22,171408.45,361117.22,171408.45,361117.22,171408.45,Prunus avium Plena,Cherry,Double white cherry,Prunus avium Plena,0.09,10.0,Original,deciduous,3.0
41271,26651062,Arnos Court Park,361123.33,171400.27,361123.33,171400.27,361123.33,171400.27,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,3.0
41272,26651063,Arnos Court Park,361130.77,171396.99,361130.77,171396.99,361130.77,171396.99,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,3.0
41273,26651064,Arnos Court Park,361137.62,171395.65,361137.62,171395.65,361137.62,171395.65,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,10.0,Original,deciduous,3.0
41274,26651065,Arnos Court Park,361137.62,171419.62,361137.62,171419.62,361137.62,171419.62,Quercus robur,Oak,English oak,Quercus robur,0.09,10.0,Original,deciduous,3.0
41288,26651079,Arnos Court Park,361193.09,171365.67,361193.09,171365.67,361193.09,171365.67,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.39,60.05,Original,deciduous,10.0
41289,26651080,Arnos Court Park,361204.26,171378.64,361204.26,171378.64,361204.26,171378.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.85,275.05,Original,deciduous,16.0
41290,26651081,Arnos Court Park,361165.33,171465.7,361165.33,171465.7,361165.33,171465.7,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.32,60.05,Original,evergreen,12.0
41294,26651085,Arnos Court Park,360977.35,171493.02,360977.35,171493.02,360977.35,171493.02,Tilia x europea,Lime,European lime,Tilia x europea,0.8,275.05,Original,deciduous,17.0
41295,26651086,Arnos Court Park,361119.66,171454.64,361119.66,171454.64,361119.66,171454.64,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,1.2,275.05,Original,deciduous,16.0
41297,26651088,Arnos Court Park,361026.26,171309.12,361026.26,171309.12,361026.26,171309.12,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,0.1941304347826087,38.35736252780788,Imputed,deciduous,6.084158278314399
41298,26651089,Arnos Court Park,361097.28,171404.11,361097.28,171404.11,361097.28,171404.11,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41299,26651090,Arnos Court Park,361101.97,171400.94,361101.97,171400.94,361101.97,171400.94,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41300,26651091,Arnos Court Park,361205.23,171405.32,361205.23,171405.32,361205.23,171405.32,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.305455333429082,82.17740537522903,Imputed,other,8.131149646142326
41301,26651092,Arnos Court Park,361155.05,171425.38,361155.05,171425.38,361155.05,171425.38,Corylus avellana,Hazel,Hazel,Corylus avellana,0.1533333333333333,31.148969347409068,Imputed,deciduous,4.240392226449598
41302,26651093,Arnos Court Park,361208.19,171397.94,361208.19,171397.94,361208.19,171397.94,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.06,2.8045902645908924,Original,other,1.5532240671307207
41304,26651095,Arnos Court Park,361046.53,171343.49,361046.53,171343.49,361046.53,171343.49,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41305,26651096,Arnos Court Park,361108.36,171408.95,361108.36,171408.95,361108.36,171408.95,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41306,26651097,Arnos Court Park,361198.32,171424.12,361198.32,171424.12,361198.32,171424.12,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.06,2.8045902645908924,Original,other,1.5532240671307207
41307,26651098,Arnos Court Park,361187.9,171385.73,361187.9,171385.73,361187.9,171385.73,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,0.06,2.8045902645908924,Original,deciduous,4.046150714984485
41308,26651099,Arnos Court Park,360949.52,171392.37,360949.52,171392.37,360949.52,171392.37,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,0.06,2.8045902645908924,Original,deciduous,4.046150714984485
41309,26651100,Arnos Court Park,361129.85,171346.23,361129.85,171346.23,361129.85,171346.23,Quercus frainetto,Oak,Hungarian oak,Quercus frainetto,0.06,1.954408476669983,Original,deciduous,2.2733451222144687
41310,26651101,Arnos Court Park,361036.59,171472.74,361036.59,171472.74,361036.59,171472.74,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,3.593896579522947,Original,deciduous,3.5809003675982485
41311,26651102,Arnos Court Park,361042.05,171460.09,361042.05,171460.09,361042.05,171460.09,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,3.593896579522947,Original,deciduous,3.5809003675982485
41312,26651103,Arnos Court Park,361017.49,171313.08,361017.49,171313.08,361017.49,171313.08,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,0.06,2.8045902645908924,Original,deciduous,4.046150714984485
41315,26651106,Arnos Court Park,361090.61,171395.75,361090.61,171395.75,361090.61,171395.75,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41316,26651107,Arnos Court Park,361095.4,171390.9,361095.4,171390.9,361095.4,171390.9,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41317,26651108,Arnos Court Park,361201.72,171415.14,361201.72,171415.14,361201.72,171415.14,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.06,2.8045902645908924,Original,other,1.5532240671307207
41320,26651111,Arnos Court Park,361000.02,171453.89,361000.02,171453.89,361000.02,171453.89,Parrotia persica,Ironwood,Persian ironwood,Parrotia persica,0.06,2.8045902645908924,Original,deciduous,1.5304353213581887
41321,26651112,Arnos Court Park,361011.28,171475.1,361011.28,171475.1,361011.28,171475.1,Liriodendron tulipifera Fastig,Tulip Tree,Tulip tree cultivar,Liriodendron tulipifera Fastig,0.1356,20.997442227712423,Imputed,deciduous,4.500033388787184
41322,26651113,Arnos Court Park,361057.97,171358.14,361057.97,171358.14,361057.97,171358.14,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41323,26651114,Arnos Court Park,361067.96,171368.39,361067.96,171368.39,361067.96,171368.39,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41324,26651115,Arnos Court Park,361076.54,171365.07,361076.54,171365.07,361076.54,171365.07,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41325,26651116,Arnos Court Park,361075.83,171378.07,361075.83,171378.07,361075.83,171378.07,Juglans nigra,Walnut,Black walnut,Juglans nigra,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41326,26651117,Arnos Court Park,361103.52,171412.17,361103.52,171412.17,361103.52,171412.17,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41327,26651118,Arnos Court Park,361165.89,171371.66,361165.89,171371.66,361165.89,171371.66,Paulownia tomentosa,Foxglove Tree,Foxglove tree,Paulownia tomentosa,0.0670689655172413,3.1836432335161797,Imputed,deciduous,1.772952418075276
41328,26651119,Arnos Court Park,361089.42,171382.74,361089.42,171382.74,361089.42,171382.74,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41329,26651120,Arnos Court Park,361196.91,171424.74,361196.91,171424.74,361196.91,171424.74,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.305455333429082,82.17740537522903,Imputed,other,8.131149646142326
41335,26651126,Arnos Court Park,361031.06,171325.54,361031.06,171325.54,361031.06,171325.54,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41336,26651127,Arnos Court Park,361056.34,171338.01,361056.34,171338.01,361056.34,171338.01,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41337,26651128,Arnos Court Park,361083.44,171387.04,361083.44,171387.04,361083.44,171387.04,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41338,26651129,Arnos Court Park,361187.06,171388.23,361187.06,171388.23,361187.06,171388.23,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,1.270951453170266,Original,deciduous,2.558305067441384
41339,26651130,Arnos Court Park,361013.09,171456.2,361013.09,171456.2,361013.09,171456.2,Parrotia persica,Ironwood,Persian ironwood,Parrotia persica,0.06,2.8045902645908924,Original,deciduous,1.5304353213581887
41397,26651188,Arnos Court Park,361065.99,171351.38,361065.99,171351.38,361065.99,171351.38,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41398,26651189,Arnos Court Park,361040.75,171319.91,361040.75,171319.91,361040.75,171319.91,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
41399,26651190,Arnos Court Park,361083.19,171373.37,361083.19,171373.37,361083.19,171373.37,Juglans regia,Walnut,Common walnut,Juglans regia,0.2323333333333333,52.4840971378605,Imputed,deciduous,6.122251862484122
42068,26651861,Callington Road Nature Reserve,361111.68,170162.65,361111.68,170162.65,361111.68,170162.65,Populus alba,Poplar,White poplar,Populus alba,0.5403364269141531,159.95172661770152,Imputed,deciduous,14.696237969732298
42723,26652524,Colston Avenue,358632.92,173035.94,358632.92,173035.94,358632.92,173035.94,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.38,528.55,Original,deciduous,22.0
42724,26652525,Colston Avenue,358646.27,173028.82,358646.27,173028.82,358646.27,173028.82,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.41,528.55,Original,deciduous,22.0
42850,26652651,Parson Street Primary School,358103.93,170624.21,358103.93,170624.21,358103.93,170624.21,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.3,60.05,Original,deciduous,7.0
42851,26652652,Parson Street Primary School,358105.74,170620.39,358105.74,170620.39,358105.74,170620.39,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.3,150.05,Original,deciduous,13.0
42852,26652653,Parson Street Primary School,358107.01,170615.49,358107.01,170615.49,358107.01,170615.49,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.32,150.05,Original,deciduous,13.0
42853,26652654,Parson Street Primary School,358104.29,170611.31,358104.29,170611.31,358104.29,170611.31,Robinia pseudoacacia,Acacia,False acacia,Robinia pseudoacacia,0.67,275.05,Original,deciduous,15.0
42854,26652655,Parson Street Primary School,358101.2,170605.86,358101.2,170605.86,358101.2,170605.86,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.47,275.05,Original,deciduous,16.0
42855,26652656,Parson Street Primary School,358105.2,170613.49,358105.2,170613.49,358105.2,170613.49,Robinia pseudoacacia,Acacia,False acacia,Robinia pseudoacacia,0.51,150.05,Original,deciduous,14.0
42856,26652657,Parson Street Primary School,358102.29,170608.22,358102.29,170608.22,358102.29,170608.22,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.42,150.05,Original,deciduous,12.0
42857,26652658,Parson Street Primary School,358096.84,170598.6,358096.84,170598.6,358096.84,170598.6,Prunus avium,Cherry,Wild cherry,Prunus avium,0.47,275.05,Original,deciduous,13.0
42858,26652659,Parson Street Primary School,358095.02,170594.42,358095.02,170594.42,358095.02,170594.42,Prunus avium,Cherry,Wild cherry,Prunus avium,0.41,150.05,Original,deciduous,13.0
42859,26652660,Parson Street Primary School,358088.66,170581.7,358088.66,170581.7,358088.66,170581.7,Acer platanoides,Maple,Norway maple,Acer platanoides,0.59,275.05,Original,deciduous,13.0
42860,26652661,Parson Street Primary School,358086.48,170578.24,358086.48,170578.24,358086.48,170578.24,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.3607193515704154,150.05,Original,evergreen,15.0
42861,26652662,Parson Street Primary School,358084.12,170574.43,358084.12,170574.43,358084.12,170574.43,Cedrus atlantica Glauca,Cedar,Blue atlas cedar,Cedrus atlantica Glauca,0.59,150.05,Original,evergreen,11.0
42862,26652663,Parson Street Primary School,358071.04,170555.72,358071.04,170555.72,358071.04,170555.72,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,0.23,60.05,Original,evergreen,8.0
42863,26652664,Parson Street Primary School,358068.68,170552.81,358068.68,170552.81,358068.68,170552.81,Acer platanoides,Maple,Norway maple,Acer platanoides,0.2,60.05,Original,deciduous,6.0
42864,26652665,Parson Street Primary School,358055.78,170548.45,358055.78,170548.45,358055.78,170548.45,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,0.07,10.0,Original,deciduous,3.0
42865,26652666,Parson Street Primary School,358037.79,170538.46,358037.79,170538.46,358037.79,170538.46,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.28,60.05,Original,deciduous,12.0
42866,26652667,Parson Street Primary School,358023.26,170495.95,358023.26,170495.95,358023.26,170495.95,Acer platanoides,Maple,Norway maple,Acer platanoides,0.61,150.05,Original,deciduous,14.0
42867,26652668,Parson Street Primary School,358020.72,170498.12,358020.72,170498.12,358020.72,170498.12,Acer platanoides,Maple,Norway maple,Acer platanoides,0.41,275.05,Original,deciduous,14.0
42868,26652669,Parson Street Primary School,358016.9,170503.21,358016.9,170503.21,358016.9,170503.21,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.45,150.05,Original,deciduous,15.0
42869,26652670,Parson Street Primary School,358020.17,170492.68,358020.17,170492.68,358020.17,170492.68,Acer campestre,Field Maple,Field maple,Acer campestre,0.2012831858407079,150.05,Original,deciduous,10.0
42870,26652671,Parson Street Primary School,357994.01,170491.41,357994.01,170491.41,357994.01,170491.41,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.42,150.05,Original,deciduous,15.0
42871,26652672,Parson Street Primary School,357991.83,170493.95,357991.83,170493.95,357991.83,170493.95,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.66,150.05,Original,deciduous,15.0
42872,26652673,Parson Street Primary School,357989.65,170497.03,357989.65,170497.03,357989.65,170497.03,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.41,150.05,Original,deciduous,15.0
42873,26652674,Parson Street Primary School,358017.05,170566.6,358017.05,170566.6,358017.05,170566.6,Betula utilis jacquemontii,Birch,Jacquemont's birch,Betula utilis jacquemontii,0.19,60.05,Original,deciduous,9.0
42874,26652675,Parson Street Primary School,358023.81,170538.09,358023.81,170538.09,358023.81,170538.09,Acer davidii,Maple,David's maple,Acer davidii,0.16,60.05,Original,deciduous,5.0
43133,26652936,Carolina House,358843.46,173765.24,358843.46,173765.24,358843.46,173765.24,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.36,60.05,Original,deciduous,11.0
43134,26652937,Carolina House,358837.09,173758.45,358837.09,173758.45,358837.09,173758.45,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.39,60.05,Original,deciduous,11.0
43135,26652938,Carolina House,358831.89,173753.45,358831.89,173753.45,358831.89,173753.45,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.3,60.05,Original,deciduous,8.0
43136,26652939,Carolina House,358826.99,173747.82,358826.99,173747.82,358826.99,173747.82,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.28,60.05,Original,deciduous,8.0
43137,26652940,Carolina House,358818.67,173741.38,358818.67,173741.38,358818.67,173741.38,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.4,60.05,Original,deciduous,9.0
43138,26652941,Carolina House,358814.57,173737.3,358814.57,173737.3,358814.57,173737.3,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.4,60.05,Original,deciduous,10.0
43139,26652942,Carolina House,358808.93,173731.69,358808.93,173731.69,358808.93,173731.69,Fraxinus excelsior Westhof's G,Ash,Common ash 'Westhof's Glory',Fraxinus excelsior Westhof's G,0.35,60.05,Original,deciduous,9.0
43905,26653719,Malcolm X Community Centre,359511.63,174187.77,359511.63,174187.77,359511.63,174187.77,Quercus ilex,Oak,Holm oak,Quercus ilex,0.5700000000000001,150.05,Original,deciduous,15.0
43906,26653720,Malcolm X Community Centre,359486.11,174185.98,359486.11,174185.98,359486.11,174185.98,Quercus cerris,Oak,Turkey oak,Quercus cerris,0.73,275.05,Original,deciduous,15.0
43907,26653721,Malcolm X Community Centre,359497.92,174186.49,359497.92,174186.49,359497.92,174186.49,Tilia x europea,Lime,European lime,Tilia x europea,0.44,150.05,Original,deciduous,14.0
43908,26653722,Malcolm X Community Centre,359508.62,174187.56,359508.62,174187.56,359508.62,174187.56,Tilia x europea,Lime,European lime,Tilia x europea,0.35,60.05,Original,deciduous,13.0
43909,26653723,Malcolm X Community Centre,359511.23,174149.77,359511.23,174149.77,359511.23,174149.77,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.68,275.05,Original,deciduous,16.0
43910,26653724,Malcolm X Community Centre,359501.17,174141.85,359501.17,174141.85,359501.17,174141.85,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.73,275.05,Original,deciduous,16.0
44291,26654107,Whitson House Residential Land,359749.76,173476.45,359749.76,173476.45,359749.76,173476.45,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,0.25,60.05,Original,deciduous,8.0
44292,26654108,Whitson House Residential Land,359741.08,173500.23,359741.08,173500.23,359741.08,173500.23,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,0.4,60.05,Original,deciduous,10.0
44293,26654109,Whitson House Residential Land,359743.05,173502.48,359743.05,173502.48,359743.05,173502.48,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,0.4,60.05,Original,deciduous,10.0
44294,26654110,Whitson House Residential Land,359759.13,173486.64,359759.13,173486.64,359759.13,173486.64,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,0.4,60.05,Original,deciduous,6.0
44629,26654447,St James Park,358899.58,173434.7,358899.58,173434.7,358899.58,173434.7,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.73,275.05,Original,deciduous,19.0
44630,26654448,St James Park,358886.44,173429.34,358886.44,173429.34,358886.44,173429.34,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.67,275.05,Original,deciduous,19.0
44631,26654449,St James Park,358869.22,173424.6,358869.22,173424.6,358869.22,173424.6,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.01,275.05,Original,deciduous,19.0
44632,26654450,St James Park,358874.12,173421.0,358874.12,173421.0,358874.12,173421.0,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.8,275.05,Original,deciduous,19.0
44633,26654451,St James Park,358881.39,173417.16,358881.39,173417.16,358881.39,173417.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.8,275.05,Original,deciduous,18.0
44634,26654452,St James Park,358888.99,173412.09,358888.99,173412.09,358888.99,173412.09,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.39,528.55,Original,deciduous,20.0
44635,26654453,St James Park,358893.34,173408.83,358893.34,173408.83,358893.34,173408.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.11,275.05,Original,deciduous,20.0
44636,26654454,St James Park,358897.97,173406.01,358897.97,173406.01,358897.97,173406.01,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.08,275.05,Original,deciduous,20.0
44637,26654455,St James Park,358900.24,173412.68,358900.24,173412.68,358900.24,173412.68,Ulmus glabra,Elm,Wych elm,Ulmus glabra,0.49,60.05,Original,deciduous,7.0
44638,26654456,St James Park,358909.66,173399.46,358909.66,173399.46,358909.66,173399.46,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.78,275.05,Original,deciduous,18.0
44639,26654457,St James Park,358909.22,173412.13,358909.22,173412.13,358909.22,173412.13,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.51,150.05,Original,deciduous,21.0
44640,26654458,St James Park,358908.89,173415.64,358908.89,173415.64,358908.89,173415.64,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.39,150.05,Original,deciduous,21.0
44641,26654459,St James Park,358908.78,173419.15,358908.78,173419.15,358908.78,173419.15,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.41,150.05,Original,deciduous,21.0
44642,26654460,St James Park,358908.57,173422.33,358908.57,173422.33,358908.57,173422.33,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.45,150.05,Original,deciduous,21.0
44643,26654461,St James Park,358907.8,173426.05,358907.8,173426.05,358907.8,173426.05,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.53,150.05,Original,deciduous,21.0
44644,26654462,St James Park,358915.48,173432.11,358915.48,173432.11,358915.48,173432.11,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.62,275.05,Original,deciduous,21.0
44645,26654463,St James Park,358916.67,173411.37,358916.67,173411.37,358916.67,173411.37,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.55,150.05,Original,deciduous,20.0
44646,26654464,St James Park,358917.47,173405.15,358917.47,173405.15,358917.47,173405.15,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.53,150.05,Original,deciduous,6.0
44647,26654465,St James Park,358923.01,173400.94,358923.01,173400.94,358923.01,173400.94,Prunus serrulata,Cherry,Japanese cherry,Prunus serrulata,0.27,60.05,Original,deciduous,5.0
44648,26654466,St James Park,358915.83,173397.3,358915.83,173397.3,358915.83,173397.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.35,275.05,Original,deciduous,19.0
44649,26654467,St James Park,358926.48,173399.99,358926.48,173399.99,358926.48,173399.99,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.98,275.05,Original,deciduous,19.0
44650,26654468,St James Park,358937.56,173403.69,358937.56,173403.69,358937.56,173403.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.1,275.05,Original,deciduous,19.0
44651,26654469,St James Park,358944.64,173412.09,358944.64,173412.09,358944.64,173412.09,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.12,275.05,Original,deciduous,20.0
44652,26654470,St James Park,358951.96,173422.48,358951.96,173422.48,358951.96,173422.48,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.12,275.05,Original,deciduous,20.0
44653,26654471,St James Park,358961.01,173434.53,358961.01,173434.53,358961.01,173434.53,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.3,275.05,Original,deciduous,20.0
44654,26654472,St James Park,358966.85,173443.6,358966.85,173443.6,358966.85,173443.6,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.01,275.05,Original,deciduous,20.0
44655,26654473,St James Park,358972.91,173453.9,358972.91,173453.9,358972.91,173453.9,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.98,275.05,Original,deciduous,20.0
44656,26654474,St James Park,358969.59,173458.81,358969.59,173458.81,358969.59,173458.81,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,0.13,10.0,Original,deciduous,4.0
44657,26654475,St James Park,358959.94,173457.93,358959.94,173457.93,358959.94,173457.93,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.65,150.05,Original,deciduous,17.0
44658,26654476,St James Park,358954.25,173456.83,358954.25,173456.83,358954.25,173456.83,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.43,60.05,Original,deciduous,12.0
44659,26654477,St James Park,358950.2,173455.74,358950.2,173455.74,358950.2,173455.74,Prunus avium,Cherry,Wild cherry,Prunus avium,0.21,60.05,Original,deciduous,6.0
44660,26654478,St James Park,358935.3,173447.63,358935.3,173447.63,358935.3,173447.63,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.67,275.05,Original,deciduous,17.0
44661,26654479,St Johns Churchyard (Central),358849.31,173180.41,358849.31,173180.41,358849.31,173180.41,Prunus avium,Cherry,Wild cherry,Prunus avium,0.7000000000000001,150.05,Original,deciduous,12.0
