,Unnamed: 0,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,DBH,PLANTING_SEASON,CROWN_AREA_MIDPOINT,CROWN_AREA_COMPLETE,Data Source
0,0,26609351,Dovercourt Road To Muller Road Footpath,359956.4,176260.01,359956.4,176260.01,359956.4,176260.01,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,14.0,15.0,0.35921348314606744,Not Applicable,,101.54225730467141,Imputed
1,1,26609352,Dovercourt Road To Muller Road Footpath,359933.76,176296.56,359933.76,176296.56,359933.76,176296.56,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,,,0.214763121226196,Not Applicable,,42.83990504852654,Imputed
2,2,26609353,Eastville Roundabout M32 Junction 2,361186.3,175261.56,361186.3,175261.56,361186.3,175261.56,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,1.0,4.0,0.07,Planting Season 08/09,10.0,10.0,Original
3,3,26609354,Eastville Roundabout M32 Junction 2,361181.52,175236.67,361181.52,175236.67,361181.52,175236.67,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,1.0,4.0,0.06,Planting Season 08/09,10.0,10.0,Original
4,4,26609355,Eastville Roundabout M32 Junction 2,361164.98,175223.73,361164.98,175223.73,361164.98,175223.73,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,,,0.1941304347826087,Not Applicable,,38.35736252780788,Imputed
5,5,26609356,Eastville Roundabout M32 Junction 2,361130.01,175238.29,361130.01,175238.29,361130.01,175238.29,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,4.0,6.0,0.1,Planting Season 08/09,60.05,60.05,Original
6,6,26609357,Eastville Roundabout M32 Junction 2,361123.33,175251.64,361123.33,175251.64,361123.33,175251.64,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,3.0,4.0,0.08,Planting Season 08/09,10.0,10.0,Original
7,7,26609358,Eastville Roundabout M32 Junction 2,361131.0,175275.82,361131.0,175275.82,361131.0,175275.82,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,3.0,6.0,0.1,Planting Season 08/09,10.0,10.0,Original
8,8,26609359,Bath Bridge Roundabout,359700.0,172163.69,359700.0,172163.69,359700.0,172163.69,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,3.0,0.11,Not Applicable,10.0,10.0,Original
9,9,26609360,Eastville Roundabout M32 Junction 2,361119.24,175245.21,361119.24,175245.21,361119.24,175245.21,Alnus - Species Unknown,Alder,Alder species,Alnus - Species Unknown,4.0,7.0,0.12,Not Applicable,,14.107792507258202,Original
10,10,26609361,Maunsell Road,354837.44,178640.89,354837.44,178640.89,354837.44,178640.89,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,5.0,0.21,Not Applicable,60.05,60.05,Original
11,11,26609362,Maunsell Road,354845.6,178642.92,354845.6,178642.92,354845.6,178642.92,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,6.0,7.0,0.18,Not Applicable,60.05,60.05,Original
12,12,26609363,Homemead Drive To Subway,361599.84,170383.61,361599.84,170383.61,361599.84,170383.61,Mixed Species Group,,,Mixed Species Group,,,0.305455333429082,Not Applicable,,79.50364575536493,Imputed
13,13,26609364,Bath Bridge Roundabout,359666.27,172181.1,359666.27,172181.1,359666.27,172181.1,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,4.0,4.0,0.2,Not Applicable,10.0,10.0,Original
14,14,26609365,Bath Bridge Roundabout,359666.77,172186.33,359666.77,172186.33,359666.77,172186.33,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,4.0,0.1,Not Applicable,10.0,10.0,Original
15,15,26609366,Bath Bridge Roundabout,359667.41,172184.54,359667.41,172184.54,359667.41,172184.54,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,2.0,4.0,0.09,Not Applicable,10.0,10.0,Original
16,16,26609367,Bath Bridge Roundabout,359667.55,172189.7,359667.55,172189.7,359667.55,172189.7,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,3.0,0.12,Not Applicable,10.0,10.0,Original
17,17,26609368,Bath Bridge Roundabout,359669.49,172189.98,359669.49,172189.98,359669.49,172189.98,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.15,Not Applicable,10.0,10.0,Original
18,18,26609369,Bath Bridge Roundabout,359701.44,172160.68,359701.44,172160.68,359701.44,172160.68,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,2.0,0.1,Not Applicable,10.0,10.0,Original
19,19,26609370,Bath Bridge Roundabout,359697.71,172161.04,359697.71,172161.04,359697.71,172161.04,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,2.0,0.1,Not Applicable,10.0,10.0,Original
20,20,26609371,Bath Bridge Roundabout,359601.91,172257.02,359601.91,172257.02,359601.91,172257.02,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,1.0,2.0,0.06,Not Applicable,,3.1194515299658687,Original
21,21,26609372,Bath Bridge Roundabout,359654.84,172174.03,359654.84,172174.03,359654.84,172174.03,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.2,Not Applicable,10.0,10.0,Original
22,22,26609373,Bath Bridge Roundabout,359610.26,172231.95,359610.26,172231.95,359610.26,172231.95,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,4.0,4.0,0.17,Not Applicable,10.0,10.0,Original
23,23,26609374,Bath Bridge Roundabout,359607.55,172228.52,359607.55,172228.52,359607.55,172228.52,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,0.17,Not Applicable,10.0,10.0,Original
24,24,26609375,Bath Bridge Roundabout,359653.3,172171.25,359653.3,172171.25,359653.3,172171.25,Betula pendula,Silver Birch,Silver birch,Betula pendula,9.0,12.0,0.37,Not Applicable,150.05,150.05,Original
25,25,26609376,Bath Bridge Roundabout,359658.26,172174.93,359658.26,172174.93,359658.26,172174.93,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,2.0,0.07,Not Applicable,10.0,10.0,Original
26,26,26609377,Bath Bridge Roundabout,359663.66,172182.63,359663.66,172182.63,359663.66,172182.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,5.0,0.1,Not Applicable,10.0,10.0,Original
27,27,26609378,Bath Bridge Roundabout,359630.34,172231.77,359630.34,172231.77,359630.34,172231.77,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,7.0,7.0,0.49,Not Applicable,,190.26671417960924,Original
28,28,26609379,Meere Bank,354570.5,178114.35,354570.5,178114.35,354570.5,178114.35,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,3.0,4.0,0.1,Planting Season 11/12,,7.763086407383792,Original
29,29,26609380,Bath Bridge Roundabout,359656.28,172177.68,359656.28,172177.68,359656.28,172177.68,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.17,Not Applicable,10.0,10.0,Original
30,30,26609381,Bath Bridge Roundabout,359661.19,172170.36,359661.19,172170.36,359661.19,172170.36,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,2.0,2.0,0.07,Not Applicable,,4.242534425062818,Original
31,31,26609382,Bath Bridge Roundabout,359672.56,172178.18,359672.56,172178.18,359672.56,172178.18,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,1.0,1.0,0.07,Not Applicable,,4.188107628280602,Original
32,32,26609383,Bath Bridge Roundabout,359673.56,172185.26,359673.56,172185.26,359673.56,172185.26,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,2.0,2.0,0.07,Not Applicable,,4.242534425062818,Original
33,33,26609384,Royal Park,357273.01,173362.28,357273.01,173362.28,357273.01,173362.28,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,5.0,13.0,0.28,Not Applicable,,71.64222401555287,Original
34,34,26609385,Meere Bank,354541.9,178085.19,354541.9,178085.19,354541.9,178085.19,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,8.0,7.0,0.47,Not Applicable,60.05,60.05,Original
35,35,26609386,Meere Bank,354543.87,178078.13,354543.87,178078.13,354543.87,178078.13,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,8.0,6.0,0.4,Not Applicable,60.05,60.05,Original
36,36,26609387,Meere Bank,354517.97,178028.89,354517.97,178028.89,354517.97,178028.89,Acer platanoides,Maple,Norway maple,Acer platanoides,18.0,13.0,0.59,Not Applicable,275.05,275.05,Original
37,37,26609388,Meere Bank,354557.48,178072.98,354557.48,178072.98,354557.48,178072.98,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.1,Not Applicable,10.0,10.0,Original
38,38,26609389,Meere Bank,354558.05,178078.15,354558.05,178078.15,354558.05,178078.15,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.13,Not Applicable,10.0,10.0,Original
39,39,26609390,Meere Bank,354559.62,178087.11,354559.62,178087.11,354559.62,178087.11,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,4.0,0.14,Not Applicable,10.0,10.0,Original
40,40,26609391,Meere Bank,354559.89,178090.84,354559.89,178090.84,354559.89,178090.84,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,4.0,0.15,Not Applicable,10.0,10.0,Original
41,41,26609392,Meere Bank,354568.53,178111.11,354568.53,178111.11,354568.53,178111.11,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.11,Not Applicable,10.0,10.0,Original
42,42,26609394,Meere Bank,354553.21,178094.22,354553.21,178094.22,354553.21,178094.22,Parrotia persica Vanessa,Ironwood,Persian ironwood cultivar,Parrotia persica Vanessa,1.0,2.0,0.06,Planting Season 21/22,,2.8045902645908924,Original
43,43,26609395,Maybourne And Sidcot Footpaths,363178.08,170738.01,363178.08,170738.01,363178.08,170738.01,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,14.0,0.37,Not Applicable,150.05,150.05,Original
44,44,26609396,Maybourne And Sidcot Footpaths,363172.15,170686.41,363172.15,170686.41,363172.15,170686.41,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,14.0,0.5,Not Applicable,150.05,150.05,Original
45,45,26609397,Maybourne And Sidcot Footpaths,363172.29,170692.74,363172.29,170692.74,363172.29,170692.74,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,15.0,0.46,Not Applicable,150.05,150.05,Original
46,46,26609398,Maybourne And Sidcot Footpaths,363177.41,170727.09,363177.41,170727.09,363177.41,170727.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,14.0,13.0,0.48,Not Applicable,150.05,150.05,Original
47,47,26609399,Mercia Drive To Penfield Road Footpaths,360085.18,174793.45,360085.18,174793.45,360085.18,174793.45,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,,,0.4,Not Applicable,,128.12397212833164,Original
48,48,26609400,Mercia Drive To Penfield Road Footpaths,360092.42,174795.5,360092.42,174795.5,360092.42,174795.5,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,8.0,8.0,0.31,Not Applicable,,83.82349175642474,Original
49,49,26609401,Mercia Drive To Penfield Road Footpaths,360098.86,174800.79,360098.86,174800.79,360098.86,174800.79,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,11.0,7.0,0.58,Not Applicable,,215.766145837254,Original
50,50,26609402,B4054,358635.75,175961.66,358635.75,175961.66,358635.75,175961.66,Robinia pseudoacacia,Acacia,False acacia,Robinia pseudoacacia,3.0,4.0,0.39894472361809047,Not Applicable,,101.97447391926896,Imputed
51,51,26609403,Brean Down Avenue Footpath,357761.68,176067.69,357761.68,176067.69,357761.68,176067.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,0.23,Not Applicable,60.05,60.05,Original
52,52,26609404,Brean Down Avenue Footpath,357759.73,176066.84,357759.73,176066.84,357759.73,176066.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,8.0,0.2,Not Applicable,60.05,60.05,Original
53,53,26609405,Brean Down Avenue Footpath,357759.01,176068.2,357759.01,176068.2,357759.01,176068.2,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.15,Not Applicable,60.05,60.05,Original
54,54,26609406,Brean Down Avenue Footpath,357756.42,176066.59,357756.42,176066.59,357756.42,176066.59,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,7.0,0.15,Not Applicable,60.05,60.05,Original
55,55,26609407,Brean Down Avenue Footpath,357751.24,176066.97,357751.24,176066.97,357751.24,176066.97,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,0.12,Not Applicable,60.05,60.05,Original
56,56,26609408,Maybourne And Sidcot Footpaths,363171.28,170676.6,0.0,0.0,0.0,0.0,Acer cappadocicum,Tulip Tree,Cappadocian maple,Acer cappadocicum,,,0.06,Planting Season 22/23,,2.4152713188738577,Original
57,57,26609409,Mercia Drive To Penfield Road Footpaths,360123.53,174820.73,360123.53,174820.73,360123.53,174820.73,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,0.04,Planting Season 18/19,,1.5987936274221088,Original
58,58,26609410,Narrow Quay Footpaths,358616.06,172721.44,358616.06,172721.44,358616.06,172721.44,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,16.0,0.7000000000000001,Not Applicable,,261.7097135653094,Original
59,59,26609411,Narrow Quay Footpaths,358611.94,172727.11,358611.94,172727.11,358611.94,172727.11,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,17.0,0.66,Not Applicable,,238.25842348852944,Original
60,60,26609412,Narrow Quay Footpaths,358607.83,172732.61,358607.83,172732.61,358607.83,172732.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,,,0.34,Not Applicable,,73.05347977067011,Original
61,61,26609413,Narrow Quay Footpaths,358603.22,172737.61,358603.22,172737.61,358603.22,172737.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,,,0.34,Not Applicable,,73.05347977067011,Original
62,62,26609414,Novers Lane 149 To 171 Footpaths,358501.58,169192.47,358501.58,169192.47,358501.58,169192.47,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,,,0.06,Planting Season 21/22,,2.8045902645908924,Original
63,63,26609415,Novers Lane 149 To 171 Footpaths,358492.84,169178.53,358492.84,169178.53,358492.84,169178.53,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,,,0.09120689655172413,Not Applicable,,10.287174959923307,Imputed
64,64,26609416,A37,360354.32,169269.37,360354.32,169269.37,360354.32,169269.37,Liriodendron tulipifera Fastig,Tulip Tree,Tulip tree cultivar,Liriodendron tulipifera Fastig,,,0.06,Planting Season 16/17,,2.4152713188738577,Original
65,65,26609417,A37,360355.99,169259.68,360355.99,169259.68,360355.99,169259.68,Liriodendron tulipifera Fastig,Tulip Tree,Tulip tree cultivar,Liriodendron tulipifera Fastig,,,0.06,Planting Season 16/17,,2.4152713188738577,Original
66,66,26609418,Brean Down Avenue Footpath,357756.37,176068.33,357756.37,176068.33,357756.37,176068.33,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.15,Not Applicable,60.05,60.05,Original
67,67,26609419,Brean Down Avenue Footpath,357755.02,176068.29,357755.02,176068.29,357755.02,176068.29,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.18368149580915538,Not Applicable,60.05,60.05,Original
68,68,26609420,Brean Down Avenue Footpath,357752.98,176068.37,357752.98,176068.37,357752.98,176068.37,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.18368149580915538,Not Applicable,60.05,60.05,Original
69,69,26609421,Brean Down Avenue Footpath,357751.84,176068.24,357751.84,176068.24,357751.84,176068.24,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.18368149580915538,Not Applicable,60.05,60.05,Original
70,70,26609422,Brean Down Avenue Footpath,357749.97,176068.84,357749.97,176068.84,357749.97,176068.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,0.12,Not Applicable,60.05,60.05,Original
71,71,26609423,Brean Down Avenue Footpath,357746.27,176068.5,357746.27,176068.5,357746.27,176068.5,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.24,Not Applicable,60.05,60.05,Original
72,72,26609424,Brean Down Avenue Footpath,357747.85,176066.71,357747.85,176066.71,357747.85,176066.71,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,0.11,Not Applicable,60.05,60.05,Original
73,73,26609425,Brean Down Avenue Footpath,357745.68,176066.71,357745.68,176066.71,357745.68,176066.71,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,6.0,8.0,0.4219803278688524,Not Applicable,60.05,60.05,Original
74,74,26609426,Brean Down Avenue Footpath,357744.61,176066.55,357744.61,176066.55,357744.61,176066.55,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,9.0,0.11,Not Applicable,60.05,60.05,Original
75,75,26609427,Brean Down Avenue Footpath,357745.3,176067.82,357745.3,176067.82,357745.3,176067.82,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,0.18368149580915538,Not Applicable,60.05,60.05,Original
76,76,26609428,Brean Down Avenue Footpath,357724.88,176071.47,357724.88,176071.47,357724.88,176071.47,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.15,Not Applicable,60.05,60.05,Original
77,77,26609429,Brean Down Avenue Footpath,357728.28,176071.81,357728.28,176071.81,357728.28,176071.81,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.15,Not Applicable,60.05,60.05,Original
78,78,26609430,Brean Down Avenue Footpath,357730.4,176075.04,357730.4,176075.04,357730.4,176075.04,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.15,Not Applicable,60.05,60.05,Original
79,79,26609431,Brean Down Avenue Footpath,357732.87,176074.78,357732.87,176074.78,357732.87,176074.78,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.15,Not Applicable,60.05,60.05,Original
80,80,26609432,Brean Down Avenue Footpath,357737.1,176072.06,357737.1,176072.06,357737.1,176072.06,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,0.16,Not Applicable,60.05,60.05,Original
81,81,26609433,Brean Down Avenue Footpath,357663.34,176066.63,357663.34,176066.63,357663.34,176066.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,10.0,0.14,Not Applicable,60.05,60.05,Original
82,82,26609434,Brean Down Avenue Footpath,357659.52,176065.44,357659.52,176065.44,357659.52,176065.44,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,0.16,Not Applicable,60.05,60.05,Original
83,83,26609435,Brean Down Avenue Footpath,357661.22,176066.46,357661.22,176066.46,357661.22,176066.46,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.18368149580915538,Not Applicable,10.0,10.0,Original
84,84,26609436,Brean Down Avenue Footpath,357657.87,176065.7,357657.87,176065.7,357657.87,176065.7,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.18368149580915538,Not Applicable,10.0,10.0,Original
85,85,26609437,Brean Down Avenue Footpath,357656.67,176064.29,357656.67,176064.29,357656.67,176064.29,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,0.18,Not Applicable,60.05,60.05,Original
86,86,26609438,Brean Down Avenue Footpath,357656.93,176065.27,357656.93,176065.27,357656.93,176065.27,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.18368149580915538,Not Applicable,10.0,10.0,Original
87,87,26609439,Brean Down Avenue Footpath,357654.85,176064.63,357654.85,176064.63,357654.85,176064.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,0.18,Not Applicable,60.05,60.05,Original
88,88,26609440,Brean Down Avenue Footpath,357653.45,176064.59,357653.45,176064.59,357653.45,176064.59,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,7.0,0.13,Not Applicable,60.05,60.05,Original
89,89,26609441,Brean Down Avenue Footpath,357652.26,176062.77,357652.26,176062.77,357652.26,176062.77,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,0.13,Not Applicable,60.05,60.05,Original
90,90,26609442,Brean Down Avenue Footpath,357649.63,176064.21,357649.63,176064.21,357649.63,176064.21,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,0.13,Not Applicable,60.05,60.05,Original
91,91,26609443,Brean Down Avenue Footpath,357647.34,176061.24,357647.34,176061.24,357647.34,176061.24,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,11.0,0.15,Not Applicable,60.05,60.05,Original
92,92,26609444,Brean Down Avenue Footpath,357640.42,176061.66,357640.42,176061.66,357640.42,176061.66,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.13,Not Applicable,10.0,10.0,Original
93,93,26609445,Brean Down Avenue Footpath,357638.72,176059.96,357638.72,176059.96,357638.72,176059.96,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,12.0,0.18,Not Applicable,60.05,60.05,Original
94,94,26609446,Brean Down Avenue Footpath,357636.51,176061.66,357636.51,176061.66,357636.51,176061.66,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.18368149580915538,Not Applicable,10.0,10.0,Original
95,95,26609447,Brean Down Avenue Footpath,357634.31,176060.64,357634.31,176060.64,357634.31,176060.64,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,9.0,0.12,Not Applicable,60.05,60.05,Original
96,96,26609448,Brean Down Avenue Footpath,357632.18,176060.56,357632.18,176060.56,357632.18,176060.56,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,0.15,Not Applicable,60.05,60.05,Original
97,97,26609449,Brean Down Avenue Footpath,357630.91,176060.9,357630.91,176060.9,357630.91,176060.9,Betula pendula,Silver Birch,Silver birch,Betula pendula,8.0,12.0,0.18,Not Applicable,60.05,60.05,Original
98,98,26609450,Brean Down Avenue Footpath,357651.37,176063.19,357651.37,176063.19,357651.37,176063.19,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,13.0,0.15,Not Applicable,60.05,60.05,Original
99,99,26609451,Great George Street,358172.14,172959.43,358172.14,172959.43,358172.14,172959.43,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,13.0,14.0,0.36,Not Applicable,150.05,150.05,Original
100,100,26609452,Middleton Road,353568.38,177678.17,353568.38,177678.17,353568.38,177678.17,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,8.0,4.0,0.36,Not Applicable,60.05,60.05,Original
101,101,26609453,Middleton Road,353583.79,177691.89,353583.79,177691.89,353583.79,177691.89,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,9.0,8.0,0.36,Not Applicable,60.05,60.05,Original
102,102,26609454,Middleton Road,353635.09,177606.55,353635.09,177606.55,353635.09,177606.55,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,0.06,Planting Season 21/22,,3.568701721456071,Original
103,103,26609455,Middleton Road,353622.65,177630.4,353622.65,177630.4,353622.65,177630.4,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,0.06,Planting Season 21/22,,3.568701721456071,Original
104,104,26609456,Middleton Road,353630.91,177614.09,353630.91,177614.09,353630.91,177614.09,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,0.06,Planting Season 21/22,,3.568701721456071,Original
105,105,26609457,Great George Street,358187.35,172970.68,358187.35,172970.68,358187.35,172970.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,23.0,0.84,Not Applicable,528.55,528.55,Original
106,106,26609458,Great George Street,358176.71,172964.79,358176.71,172964.79,358176.71,172964.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,16.0,21.0,0.89,Not Applicable,528.55,528.55,Original
107,107,26609459,Great George Street,358158.48,172948.71,358158.48,172948.71,358158.48,172948.71,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,21.0,0.88,Not Applicable,528.55,528.55,Original
108,108,26609460,Great George Street,358152.25,172943.69,358152.25,172943.69,358152.25,172943.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,23.0,0.9,Not Applicable,528.55,528.55,Original
109,109,26609461,Great George Street,358143.44,172936.87,358143.44,172936.87,358143.44,172936.87,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,23.0,0.89,Not Applicable,528.55,528.55,Original
110,110,26609462,Great George Street,358133.84,172929.18,358133.84,172929.18,358133.84,172929.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,24.0,0.7000000000000001,Not Applicable,528.55,528.55,Original
111,111,26609463,Great George Street,358124.67,172921.83,358124.67,172921.83,358124.67,172921.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,24.0,0.89,Not Applicable,528.55,528.55,Original
112,112,26609464,Great George Street,358118.62,172917.07,358118.62,172917.07,358118.62,172917.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,0.76,Not Applicable,528.55,528.55,Original
113,113,26609465,Great George Street,358110.84,172910.67,358110.84,172910.67,358110.84,172910.67,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,0.85,Not Applicable,528.55,528.55,Original
114,114,26609466,Great George Street,358096.41,172899.7,358096.41,172899.7,358096.41,172899.7,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,0.91,Not Applicable,528.55,528.55,Original
115,115,26609467,Great George Street,358065.19,172874.45,358065.19,172874.45,358065.19,172874.45,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,0.9,Not Applicable,528.55,528.55,Original
116,116,26609468,Great George Street,358051.06,172850.06,358051.06,172850.06,358051.06,172850.06,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,3.0,4.0,0.08,Planting Season 15/16,,4.256186778814698,Original
117,117,26609469,Great George Street,358058.58,172868.36,358058.58,172868.36,358058.58,172868.36,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,3.0,4.0,0.06,Not Applicable,,2.397266962874267,Original
118,118,26609470,Great George Street,358055.51,172867.02,358055.51,172867.02,358055.51,172867.02,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,16.0,0.48,Not Applicable,150.05,150.05,Original
119,119,26609471,Great George Street,358056.2,172854.91,358056.2,172854.91,358056.2,172854.91,Tilia x europea,Lime,European lime,Tilia x europea,11.0,16.0,0.4,Not Applicable,150.05,150.05,Original
