,Unnamed: 0,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,DBH,PLANTING_SEASON,CROWN_AREA_MIDPOINT,CROWN_AREA_COMPLETE,Data Source
5125,5125,26614570,Bellamy Avenue,358188.02,167551.3,358188.02,167551.3,358188.02,167551.3,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,,,0.06,Planting Season 20/21,,3.5711940284285486,Original
5126,5126,26614571,Bellamy Avenue,358091.58,167581.37,358091.58,167581.37,358091.58,167581.37,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,,,0.06,Planting Season 20/21,,3.5716736613426026,Original
5127,5127,26614572,Bellamy Avenue,358136.08,167564.99,358136.08,167564.99,358136.08,167564.99,Crataegus x persimilis Prunifo,Hawthorn,Broad-leaved cockspur thorn,Crataegus x persimilis Prunifo,,,0.06,Planting Season 20/21,,2.6604790641280736,Original
5128,5128,26614573,Bellamy Avenue,358114.65,167573.48,358114.65,167573.48,358114.65,167573.48,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,,,0.06,Planting Season 20/21,,3.5711940284285486,Original
5129,5129,26614574,Bellamy Avenue,358099.02,167578.09,358099.02,167578.09,358099.02,167578.09,Crataegus x persimilis Prunifo,Hawthorn,Broad-leaved cockspur thorn,Crataegus x persimilis Prunifo,,,0.06,Planting Season 20/21,,2.6604790641280736,Original
5130,5130,26614575,Bellamy Avenue,358079.97,167584.94,358079.97,167584.94,358079.97,167584.94,Prunus Snow Goose,Cherry,Cherry,Prunus Snow Goose,,,0.06,Planting Season 20/21,,3.5711940284285486,Original
5131,5131,26614576,Cranbrook Road,358592.54,175050.87,358592.54,175050.87,358592.54,175050.87,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.61,Not Applicable,,209.31742900728835,Original
5132,5132,26614577,Bellamy Avenue,358072.23,167585.08,358072.23,167585.08,358072.23,167585.08,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,,,0.06,Planting Season 20/21,,3.5716736613426026,Original
5133,5133,26614578,Bellamy Avenue,358060.48,167594.16,358060.48,167594.16,358060.48,167594.16,Crataegus x persimilis Prunifo,Hawthorn,Broad-leaved cockspur thorn,Crataegus x persimilis Prunifo,,,0.06,Planting Season 20/21,,2.6604790641280736,Original
5134,5134,26614579,Bellamy Avenue,358051.1,167601.31,358051.1,167601.31,358051.1,167601.31,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,,,0.06,Planting Season 20/21,,3.5716736613426026,Original
5135,5135,26614580,Cranbrook Road,358571.98,175060.38,358571.98,175060.38,358571.98,175060.38,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.65,Not Applicable,,232.42903225527348,Original
5136,5136,26614581,Cranbrook Road,358571.98,175077.22,358571.98,175077.22,358571.98,175077.22,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.65,Not Applicable,,232.42903225527348,Original
5137,5137,26614582,Cranbrook Road,358531.41,175110.9,358531.41,175110.9,358531.41,175110.9,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.41,Not Applicable,60.05,60.05,Original
5138,5138,26614583,Cranbrook Road,358532.83,175126.22,358532.83,175126.22,358532.83,175126.22,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5139,5139,26614584,Cranbrook Road,358520.58,175124.25,358520.58,175124.25,358520.58,175124.25,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5140,5140,26614585,Cranbrook Road,358521.89,175140.55,358521.89,175140.55,358521.89,175140.55,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.48,Not Applicable,60.05,60.05,Original
5141,5141,26614586,Cranbrook Road,358513.37,175133.11,358513.37,175133.11,358513.37,175133.11,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,15.0,13.0,0.59,Not Applicable,150.05,150.05,Original
5142,5142,26614587,Cranbrook Road,358489.75,175162.74,358489.75,175162.74,358489.75,175162.74,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.42,Not Applicable,60.05,60.05,Original
5143,5143,26614588,Cranbrook Road,358504.4,175161.76,358504.4,175161.76,358504.4,175161.76,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.44,Not Applicable,60.05,60.05,Original
5144,5144,26614589,Cranbrook Road,358489.75,175179.8,358489.75,175179.8,358489.75,175179.8,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.46,Not Applicable,60.05,60.05,Original
5145,5145,26614590,Cranbrook Road,358449.83,175212.94,358449.83,175212.94,358449.83,175212.94,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.38,Not Applicable,60.05,60.05,Original
5146,5146,26614591,Cranbrook Road,358476.95,175178.81,358476.95,175178.81,358476.95,175178.81,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5147,5147,26614592,Cranbrook Road,358478.04,175195.22,358478.04,175195.22,358478.04,175195.22,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.47,Not Applicable,60.05,60.05,Original
5148,5148,26614593,Cranbrook Road,358462.3,175197.19,358462.3,175197.19,358462.3,175197.19,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.43,Not Applicable,60.05,60.05,Original
5149,5149,26614594,Cranbrook Road,358452.56,175226.82,358452.56,175226.82,358452.56,175226.82,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5150,5150,26614595,Cranbrook Road,358435.83,175230.0,358435.83,175230.0,358435.83,175230.0,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.38,Not Applicable,60.05,60.05,Original
5151,5151,26614596,Cranbrook Road,358420.74,175248.58,358420.74,175248.58,358420.74,175248.58,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.38,Not Applicable,60.05,60.05,Original
5152,5152,26614597,Cranbrook Road,358423.26,175263.68,358423.26,175263.68,358423.26,175263.68,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.43,Not Applicable,60.05,60.05,Original
5153,5153,26614598,Cranbrook Road,358407.39,175283.25,358407.39,175283.25,358407.39,175283.25,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.47,Not Applicable,60.05,60.05,Original
5154,5154,26614599,Cranbrook Road,358405.87,175266.08,358405.87,175266.08,358405.87,175266.08,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.41,Not Applicable,60.05,60.05,Original
5155,5155,26614600,Cranbrook Road,358392.31,175283.9,358392.31,175283.9,358392.31,175283.9,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.37,Not Applicable,60.05,60.05,Original
5156,5156,26614601,Cranbrook Road,358378.2,175301.62,358378.2,175301.62,358378.2,175301.62,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.38,Not Applicable,60.05,60.05,Original
5157,5157,26614602,Cranbrook Road,358367.59,175332.46,358367.59,175332.46,358367.59,175332.46,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5158,5158,26614603,Cranbrook Road,358353.99,175349.2,358353.99,175349.2,358353.99,175349.2,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.38,Not Applicable,60.05,60.05,Original
5159,5159,26614604,Cranbrook Road,358351.02,175335.16,358351.02,175335.16,358351.02,175335.16,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,,,0.05,Planting Season 19/20,,2.1677488711757644,Original
5160,5160,26614605,Cranbrook Road,358317.32,175371.34,358317.32,175371.34,358317.32,175371.34,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,4.0,4.0,0.41697100752843186,Planting Season 15/16,,112.41959917091913,Imputed
5161,5161,26614606,Cranbrook Road,358298.04,175381.35,358298.04,175381.35,358298.04,175381.35,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.47,Not Applicable,60.05,60.05,Original
5162,5162,26614607,Cranbrook Road,358280.44,175390.53,358280.44,175390.53,358280.44,175390.53,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5163,5163,26614608,Cranbrook Road,358284.37,175375.66,358284.37,175375.66,358284.37,175375.66,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.43,Not Applicable,60.05,60.05,Original
5164,5164,26614609,Cranbrook Road,358266.0,175385.29,358266.0,175385.29,358266.0,175385.29,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.44,Not Applicable,60.05,60.05,Original
5165,5165,26614610,Cranbrook Road,358260.53,175401.68,358260.53,175401.68,358260.53,175401.68,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.48,Not Applicable,60.05,60.05,Original
5166,5166,26614611,Cranbrook Road,358224.11,175415.69,358224.11,175415.69,358224.11,175415.69,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5167,5167,26614612,Cranbrook Road,358227.83,175429.35,358227.83,175429.35,358227.83,175429.35,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.48,Not Applicable,60.05,60.05,Original
5168,5168,26614613,Cranbrook Road,358210.77,175429.9,358210.77,175429.9,358210.77,175429.9,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.44,Not Applicable,60.05,60.05,Original
5169,5169,26614614,Cranbrook Road,358211.54,175446.74,358211.54,175446.74,358211.54,175446.74,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.45,Not Applicable,60.05,60.05,Original
5170,5170,26614615,Cranbrook Road,358197.33,175443.68,358197.33,175443.68,358197.33,175443.68,Tilia x europea,Lime,European lime,Tilia x europea,8.0,11.0,0.37,Not Applicable,60.05,60.05,Original
5171,5171,26614616,Cranbrook Road,358195.36,175462.59,358195.36,175462.59,358195.36,175462.59,Tilia x europea,Lime,European lime,Tilia x europea,7.0,6.0,0.44,Not Applicable,60.05,60.05,Original
5172,5172,26614617,Cranbrook Road,358162.76,175496.49,358162.76,175496.49,358162.76,175496.49,Tilia x europea,Lime,European lime,Tilia x europea,9.0,11.0,0.47,Not Applicable,60.05,60.05,Original
5173,5173,26614618,Cranbrook Road,358131.93,175511.54,358131.93,175511.54,358131.93,175511.54,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.51,Not Applicable,60.05,60.05,Original
5174,5174,26614619,Cranbrook Road,358137.94,175522.26,358137.94,175522.26,358137.94,175522.26,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.47,Not Applicable,60.05,60.05,Original
5175,5175,26614620,Cranbrook Road,358117.82,175526.08,358117.82,175526.08,358117.82,175526.08,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.51,Not Applicable,60.05,60.05,Original
5176,5176,26614621,Cranbrook Road,358120.45,175539.97,358120.45,175539.97,358120.45,175539.97,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.47,Not Applicable,60.05,60.05,Original
5177,5177,26614622,Cranbrook Road,358102.51,175542.15,358102.51,175542.15,358102.51,175542.15,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.47,Not Applicable,60.05,60.05,Original
5178,5178,26614623,Cranbrook Road,358105.46,175554.95,358105.46,175554.95,358105.46,175554.95,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,0.48,Not Applicable,60.05,60.05,Original
5179,5179,26614624,Cranbrook Road,358664.71,174944.46,358664.71,174944.46,358664.71,174944.46,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.64,Not Applicable,,226.6177997775788,Original
5180,5180,26614625,Cranbrook Road,358668.98,174954.31,358668.98,174954.31,358668.98,174954.31,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.6900000000000001,Not Applicable,,255.83156308024493,Original
5181,5181,26614626,Cranbrook Road,358661.71,174963.81,358661.71,174963.81,358661.71,174963.81,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.71,Not Applicable,,267.5942010038907,Original
5182,5182,26614627,Cranbrook Road,358650.17,174962.51,358650.17,174962.51,358650.17,174962.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.65,Not Applicable,,232.42903225527348,Original
5183,5183,26614628,Cranbrook Road,358639.67,174975.08,358639.67,174975.08,358639.67,174975.08,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.64,Not Applicable,,226.6177997775788,Original
5184,5184,26614629,Cranbrook Road,358640.22,174990.4,358640.22,174990.4,358640.22,174990.4,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.61,Not Applicable,,209.31742900728835,Original
5185,5185,26614630,Cranbrook Road,358627.31,174990.51,358627.31,174990.51,358627.31,174990.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.61,Not Applicable,,209.31742900728835,Original
5186,5186,26614631,Cranbrook Road,358616.82,175003.95,358616.82,175003.95,358616.82,175003.95,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.63,Not Applicable,,220.8271547412693,Original
5187,5187,26614632,Cranbrook Road,358607.08,175016.53,358607.08,175016.53,358607.08,175016.53,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.64,Not Applicable,,226.6177997775788,Original
5188,5188,26614633,Cranbrook Road,358605.99,175034.14,358605.99,175034.14,358605.99,175034.14,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.67,Not Applicable,,244.1035641810249,Original
5189,5189,26614634,Cranbrook Road,358593.96,175032.5,358593.96,175032.5,358593.96,175032.5,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.67,Not Applicable,,244.1035641810249,Original
5190,5190,26614635,Cranbrook Road,358583.02,175046.27,358583.02,175046.27,358583.02,175046.27,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,11.0,10.0,0.5700000000000001,Not Applicable,,186.653657930622,Original
5191,5191,26614636,Chalks Road,361628.61,173841.62,361628.61,173841.62,361628.61,173841.62,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,13.0,12.0,0.66,Not Applicable,150.05,150.05,Original
5192,5192,26614637,Chalks Road,361637.87,173789.63,361637.87,173789.63,361637.87,173789.63,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,12.0,12.0,0.58,Not Applicable,150.05,150.05,Original
5193,5193,26614638,Chalks Road,361633.81,173802.97,361633.81,173802.97,361633.81,173802.97,Sorbus aria Majestica,Whitebeam,Whitebeam cultivar,Sorbus aria Majestica,7.0,8.0,0.42,Not Applicable,60.05,60.05,Original
5194,5194,26614639,Chalks Road,361630.19,173819.24,361630.19,173819.24,361630.19,173819.24,Sorbus aria Majestica,Whitebeam,Whitebeam cultivar,Sorbus aria Majestica,7.0,8.0,0.39,Not Applicable,60.05,60.05,Original
5195,5195,26614640,Ashton Drive,356735.84,170612.64,356735.84,170612.64,356735.84,170612.64,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,4.0,5.0,0.22,Not Applicable,10.0,10.0,Original
5196,5196,26614641,Chalks Road,361645.11,173806.36,361645.11,173806.36,361645.11,173806.36,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,5.0,6.0,0.22482758620689658,Not Applicable,60.05,60.05,Original
5197,5197,26614642,Clouds Hill Road,362649.74,173725.8,362649.74,173725.8,362649.74,173725.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,16.0,17.0,0.66,Not Applicable,275.05,275.05,Original
5198,5198,26614643,Clouds Hill Road,362791.38,173742.27,362791.38,173742.27,362791.38,173742.27,Tilia x europea,Lime,European lime,Tilia x europea,11.0,13.0,0.3,Not Applicable,60.05,60.05,Original
5199,5199,26614644,Clouds Hill Road,362770.28,173743.43,362770.28,173743.43,362770.28,173743.43,Tilia x europea,Lime,European lime,Tilia x europea,12.0,13.0,0.43,Not Applicable,60.05,60.05,Original
5200,5200,26614645,Ashton Drive,356333.84,170501.88,356333.84,170501.88,356333.84,170501.88,Salix fragilis,Willow,Crack willow,Salix fragilis,16.0,16.0,0.52,Not Applicable,,167.1011220461503,Original
5201,5201,26614646,Ashton Drive,356762.29,170616.34,356762.29,170616.34,356762.29,170616.34,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,4.0,6.0,0.25,Not Applicable,60.05,60.05,Original
5202,5202,26614647,Ashton Drive,356757.63,170613.59,356757.63,170613.59,356757.63,170613.59,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,4.0,5.0,0.28,Not Applicable,10.0,10.0,Original
5203,5203,26614648,Ashton Drive,356742.82,170604.18,356742.82,170604.18,356742.82,170604.18,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,5.0,7.0,0.3,Not Applicable,60.05,60.05,Original
5204,5204,26614649,Red House Lane,356319.67,176810.38,356319.67,176810.38,356319.67,176810.38,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,3.0,2.0,0.08,Planting Season 13/14,,6.326168621120964,Original
5205,5205,26614650,Ashton Drive,356715.2,170590.36,356715.2,170590.36,356715.2,170590.36,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.05,Planting Season 09/10,10.0,10.0,Original
5206,5206,26614651,Ashton Drive,356600.08,170561.99,356600.08,170561.99,356600.08,170561.99,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 20/21,,3.57276682092909,Original
5207,5207,26614652,Ashton Drive,356531.68,170560.39,356531.68,170560.39,356531.68,170560.39,Malus tschonoskii,Apple,Pillar apple,Malus tschonoskii,5.0,6.0,0.25,Not Applicable,60.05,60.05,Original
5208,5208,26614653,Ashton Drive,356766.16,170632.96,356766.16,170632.96,356766.16,170632.96,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,,,0.16288021534320324,Not Applicable,,31.96025228505826,Imputed
5209,5209,26614654,Henbury Road,357125.15,177614.93,357125.15,177614.93,357125.15,177614.93,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,7.0,7.0,0.3,Not Applicable,60.05,60.05,Original
5210,5210,26614655,Henbury Road,357130.04,177609.43,357130.04,177609.43,357130.04,177609.43,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,10.0,9.0,0.45,Not Applicable,60.05,60.05,Original
5211,5211,26614656,Henbury Road,357134.94,177602.82,357134.94,177602.82,357134.94,177602.82,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,10.0,10.0,0.37,Not Applicable,60.05,60.05,Original
5212,5212,26614657,Red House Lane,356337.55,176773.83,356337.55,176773.83,356337.55,176773.83,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.08,Not Applicable,10.0,10.0,Original
5213,5213,26614658,Red House Lane,356321.83,176796.47,356321.83,176796.47,356321.83,176796.47,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,2.0,0.06,Planting Season 13/14,,3.5765601780597613,Original
5214,5214,26614659,Red House Lane,356326.94,176844.97,356326.94,176844.97,356326.94,176844.97,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,3.0,3.0,0.1,Not Applicable,10.0,10.0,Original
5215,5215,26614660,Red House Lane,356328.39,176858.47,356328.39,176858.47,356328.39,176858.47,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.09,Not Applicable,10.0,10.0,Original
5216,5216,26614661,Briarwood,356808.77,176725.29,356808.77,176725.29,356808.77,176725.29,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,4.0,0.09,Not Applicable,,7.981978571618455,Original
5217,5217,26614662,Briarwood,356826.44,176720.07,356826.44,176720.07,356826.44,176720.07,Sorbus aucuparia 'Streetwise',,,Sorbus aucuparia 'Streetwise',3.0,4.0,0.07,Planting Season 13/14,10.0,10.0,Original
5218,5218,26614663,Briarwood,356845.91,176716.1,356845.91,176716.1,356845.91,176716.1,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,4.0,4.0,0.13,Not Applicable,,16.39164059909779,Original
5219,5219,26614665,Briarwood,356859.02,176702.91,356859.02,176702.91,356859.02,176702.91,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,7.0,5.0,0.32,Not Applicable,60.05,60.05,Original
5220,5220,26614666,Briarwood,356853.0,176703.61,356853.0,176703.61,356853.0,176703.61,Sorbus aucuparia 'Streetwise',Rowan,Rowan,Sorbus aucuparia 'Streetwise',1.0,2.0,0.06,Planting Season 21/22,,3.5765601780597613,Original
5221,5221,26614667,Briarwood,356835.49,176708.16,356835.49,176708.16,356835.49,176708.16,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,3.0,3.0,0.09,Not Applicable,,7.981978571618455,Original
5222,5222,26614668,Briarwood,356821.56,176711.62,356821.56,176711.62,356821.56,176711.62,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,4.0,0.1,Not Applicable,,9.820527880150635,Original
5223,5223,26614669,Briarwood,356807.74,176714.82,356807.74,176714.82,356807.74,176714.82,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,8.0,5.0,0.28,Not Applicable,60.05,60.05,Original
5224,5224,26614670,Briarwood,356815.02,176713.04,356815.02,176713.04,356815.02,176713.04,Sorbus aucuparia 'Streetwise',Rowan,Rowan,Sorbus aucuparia 'Streetwise',2.0,2.0,0.06,Planting Season 20/21,,3.5765601780597613,Original
5225,5225,26614671,Briarwood,356900.34,176710.2,356900.34,176710.2,356900.34,176710.2,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.1,Not Applicable,10.0,10.0,Original
5226,5226,26614672,Briarwood,356907.31,176711.11,356907.31,176711.11,356907.31,176711.11,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,2.0,3.0,0.09,Not Applicable,,7.962999270011891,Original
5227,5227,26614673,Briarwood,356922.69,176711.14,356922.69,176711.14,356922.69,176711.14,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,3.0,3.0,0.1,Not Applicable,10.0,10.0,Original
5228,5228,26614674,Briarwood,356915.42,176701.03,356915.42,176701.03,356915.42,176701.03,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,2.0,3.0,0.08,Not Applicable,,6.31426719226965,Original
5229,5229,26614675,Briarwood,356870.54,176697.43,356870.54,176697.43,356870.54,176697.43,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.09,Not Applicable,,7.981978571618455,Original
5230,5230,26614676,Symington Road,363764.23,176243.08,363764.23,176243.08,363764.23,176243.08,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 19/20,,3.57276682092909,Original
5231,5231,26614677,Red House Lane,356322.5,176882.52,356322.5,176882.52,356322.5,176882.52,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,2.0,0.06,Planting Season 13/14,,3.5765601780597613,Original
5232,5232,26614679,Briarwood,356890.83,176699.79,356890.83,176699.79,356890.83,176699.79,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,5.0,3.0,0.13,Not Applicable,10.0,10.0,Original
5233,5233,26614680,Briarwood,356882.7,176699.31,356882.7,176699.31,356882.7,176699.31,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,2.0,3.0,0.08,Not Applicable,,6.326168621120964,Original
5234,5234,26614681,Symington Road,363643.42,176190.37,363643.42,176190.37,363643.42,176190.37,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 18/19,,3.57276682092909,Original
5235,5235,26614683,Symington Road,363675.45,176201.69,363675.45,176201.69,363675.45,176201.69,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 19/20,,3.57276682092909,Original
5236,5236,26614684,Symington Road,363717.53,176221.09,363717.53,176221.09,363717.53,176221.09,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 18/19,,3.57276682092909,Original
5237,5237,26614688,Symington Road,363837.89,176300.96,363837.89,176300.96,363837.89,176300.96,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 19/20,,3.57276682092909,Original
5238,5238,26614689,Symington Road,363855.1,176308.63,363855.1,176308.63,363855.1,176308.63,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,,,0.06,Planting Season 18/19,,3.57276682092909,Original
5239,5239,26614690,Symington Road,363867.29,176324.45,363867.29,176324.45,363867.29,176324.45,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,,,0.06,Planting Season 18/19,,3.57276682092909,Original
5240,5240,26614691,Symington Road,363742.76,176233.03,363742.76,176233.03,363742.76,176233.03,Malus trilobata,Apple,Maple-leaved crabapple,Malus trilobata,,,0.06,Planting Season 18/19,,3.57276682092909,Original
5241,5241,26614692,Wroughton Drive,358555.24,167871.12,358555.24,167871.12,358555.24,167871.12,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,3.0,3.0,0.1,Not Applicable,10.0,10.0,Original
5242,5242,26614693,Wroughton Drive,358703.43,167835.99,358703.43,167835.99,358703.43,167835.99,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.05,Planting Season 12/13,10.0,10.0,Original
5243,5243,26614694,Wroughton Drive,358678.71,167928.58,358678.71,167928.58,358678.71,167928.58,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.05,Planting Season 12/13,10.0,10.0,Original
5244,5244,26614695,Wroughton Drive,358682.87,167913.11,358682.87,167913.11,358682.87,167913.11,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.1,Planting Season 12/13,10.0,10.0,Original
5245,5245,26614696,Wroughton Drive,358687.74,167897.18,358687.74,167897.18,358687.74,167897.18,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.05,Planting Season 12/13,10.0,10.0,Original
5246,5246,26614697,Wroughton Drive,358707.35,167818.65,358707.35,167818.65,358707.35,167818.65,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.05,Planting Season 12/13,10.0,10.0,Original
5247,5247,26614698,Wroughton Drive,358694.24,167813.86,358694.24,167813.86,358694.24,167813.86,Unknown species - Broadleaf,,,Unknown species - Broadleaf,2.0,3.0,0.05,Planting Season 12/13,10.0,10.0,Original
5248,5248,26614699,Hathway Walk,360063.53,173848.61,360063.53,173848.61,360063.53,173848.61,Acer platanoides,Maple,Norway maple,Acer platanoides,10.0,14.0,0.5,Not Applicable,150.05,150.05,Original
5249,5249,26614700,Hathway Walk,360115.09,173849.02,360115.09,173849.02,360115.09,173849.02,Crataegus - Species Unknown,Hawthorn,Unidentified hawthorn,Crataegus - Species Unknown,2.0,3.0,0.05,Planting Season 09/10,10.0,10.0,Original
5250,5250,26614701,Hathway Walk,360108.25,173849.45,360108.25,173849.45,360108.25,173849.45,Crataegus - Species Unknown,Hawthorn,Unidentified hawthorn,Crataegus - Species Unknown,2.0,3.0,0.05,Planting Season 09/10,10.0,10.0,Original
