OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,MIN_CROWN_AREA,MAX_CROWN_AREA,DBH,PLANTING_SEASON
26609351,Dovercourt Road To Muller Road Footpath,359956.4,176260.01,359956.4,176260.01,359956.4,176260.01,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,14.0,15.0,,,,Not Applicable
26609352,Dovercourt Road To Muller Road Footpath,359933.76,176296.56,359933.76,176296.56,359933.76,176296.56,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,,,,,,Not Applicable
26609353,Eastville Roundabout M32 Junction 2,361186.3,175261.56,361186.3,175261.56,361186.3,175261.56,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,1.0,4.0,0.0,20.0,0.07,Planting Season 08/09
26609354,Eastville Roundabout M32 Junction 2,361181.52,175236.67,361181.52,175236.67,361181.52,175236.67,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,1.0,4.0,0.0,20.0,0.06,Planting Season 08/09
26609355,Eastville Roundabout M32 Junction 2,361164.98,175223.73,361164.98,175223.73,361164.98,175223.73,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,,,,,,Not Applicable
26609356,Eastville Roundabout M32 Junction 2,361130.01,175238.29,361130.01,175238.29,361130.01,175238.29,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,4.0,6.0,20.1,100.0,0.1,Planting Season 08/09
26609357,Eastville Roundabout M32 Junction 2,361123.33,175251.64,361123.33,175251.64,361123.33,175251.64,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,3.0,4.0,0.0,20.0,0.08,Planting Season 08/09
26609358,Eastville Roundabout M32 Junction 2,361131.0,175275.82,361131.0,175275.82,361131.0,175275.82,Metasequoia glyptostroboides,Dawn Redwood,Dawn redwood,Metasequoia glyptostroboides,3.0,6.0,0.0,20.0,0.1,Planting Season 08/09
26609359,Bath Bridge Roundabout,359700.0,172163.69,359700.0,172163.69,359700.0,172163.69,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,3.0,0.0,20.0,0.11,Not Applicable
26609360,Eastville Roundabout M32 Junction 2,361119.24,175245.21,361119.24,175245.21,361119.24,175245.21,Alnus - Species Unknown,Alder,Alder species,Alnus - Species Unknown,4.0,7.0,,,0.12,Not Applicable
26609361,Maunsell Road,354837.44,178640.89,354837.44,178640.89,354837.44,178640.89,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,5.0,20.1,100.0,0.21,Not Applicable
26609362,Maunsell Road,354845.6,178642.92,354845.6,178642.92,354845.6,178642.92,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,6.0,7.0,20.1,100.0,0.18,Not Applicable
26609363,Homemead Drive To Subway,361599.84,170383.61,361599.84,170383.61,361599.84,170383.61,Mixed Species Group,,,Mixed Species Group,,,,,,Not Applicable
26609364,Bath Bridge Roundabout,359666.27,172181.1,359666.27,172181.1,359666.27,172181.1,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,4.0,4.0,0.0,20.0,0.2,Not Applicable
26609365,Bath Bridge Roundabout,359666.77,172186.33,359666.77,172186.33,359666.77,172186.33,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,4.0,0.0,20.0,0.1,Not Applicable
26609366,Bath Bridge Roundabout,359667.41,172184.54,359667.41,172184.54,359667.41,172184.54,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,2.0,4.0,0.0,20.0,0.09,Not Applicable
26609367,Bath Bridge Roundabout,359667.55,172189.7,359667.55,172189.7,359667.55,172189.7,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,3.0,0.0,20.0,0.12,Not Applicable
26609368,Bath Bridge Roundabout,359669.49,172189.98,359669.49,172189.98,359669.49,172189.98,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.0,20.0,0.15,Not Applicable
26609369,Bath Bridge Roundabout,359701.44,172160.68,359701.44,172160.68,359701.44,172160.68,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,2.0,0.0,20.0,0.1,Not Applicable
26609370,Bath Bridge Roundabout,359697.71,172161.04,359697.71,172161.04,359697.71,172161.04,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,2.0,2.0,0.0,20.0,0.1,Not Applicable
26609371,Bath Bridge Roundabout,359601.91,172257.02,359601.91,172257.02,359601.91,172257.02,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,1.0,2.0,,,0.06,Not Applicable
26609372,Bath Bridge Roundabout,359654.84,172174.03,359654.84,172174.03,359654.84,172174.03,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.0,20.0,0.2,Not Applicable
26609373,Bath Bridge Roundabout,359610.26,172231.95,359610.26,172231.95,359610.26,172231.95,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,4.0,4.0,0.0,20.0,0.17,Not Applicable
26609374,Bath Bridge Roundabout,359607.55,172228.52,359607.55,172228.52,359607.55,172228.52,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,3.0,3.0,0.0,20.0,0.17,Not Applicable
26609375,Bath Bridge Roundabout,359653.3,172171.25,359653.3,172171.25,359653.3,172171.25,Betula pendula,Silver Birch,Silver birch,Betula pendula,9.0,12.0,100.1,200.0,0.37,Not Applicable
26609376,Bath Bridge Roundabout,359658.26,172174.93,359658.26,172174.93,359658.26,172174.93,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,2.0,0.0,20.0,0.07,Not Applicable
26609377,Bath Bridge Roundabout,359663.66,172182.63,359663.66,172182.63,359663.66,172182.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,2.0,5.0,0.0,20.0,0.1,Not Applicable
26609378,Bath Bridge Roundabout,359630.34,172231.77,359630.34,172231.77,359630.34,172231.77,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,7.0,7.0,,,0.49,Not Applicable
26609379,Meere Bank,354570.5,178114.35,354570.5,178114.35,354570.5,178114.35,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,3.0,4.0,,,0.1,Planting Season 11/12
26609380,Bath Bridge Roundabout,359656.28,172177.68,359656.28,172177.68,359656.28,172177.68,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,3.0,4.0,0.0,20.0,0.17,Not Applicable
26609381,Bath Bridge Roundabout,359661.19,172170.36,359661.19,172170.36,359661.19,172170.36,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,2.0,2.0,,,0.07,Not Applicable
26609382,Bath Bridge Roundabout,359672.56,172178.18,359672.56,172178.18,359672.56,172178.18,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,1.0,1.0,,,0.07,Not Applicable
26609383,Bath Bridge Roundabout,359673.56,172185.26,359673.56,172185.26,359673.56,172185.26,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,2.0,2.0,,,0.07,Not Applicable
26609384,Royal Park,357273.01,173362.28,357273.01,173362.28,357273.01,173362.28,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,5.0,13.0,,,0.28,Not Applicable
26609385,Meere Bank,354541.9,178085.19,354541.9,178085.19,354541.9,178085.19,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,8.0,7.0,20.1,100.0,0.47000000000000003,Not Applicable
26609386,Meere Bank,354543.87,178078.13,354543.87,178078.13,354543.87,178078.13,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,8.0,6.0,20.1,100.0,0.4,Not Applicable
26609387,Meere Bank,354517.97,178028.89,354517.97,178028.89,354517.97,178028.89,Acer platanoides,Maple,Norway maple,Acer platanoides,18.0,13.0,200.1,350.0,0.59,Not Applicable
26609388,Meere Bank,354557.48,178072.98,354557.48,178072.98,354557.48,178072.98,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.0,20.0,0.1,Not Applicable
26609389,Meere Bank,354558.05,178078.15,354558.05,178078.15,354558.05,178078.15,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.0,20.0,0.13,Not Applicable
26609390,Meere Bank,354559.62,178087.11,354559.62,178087.11,354559.62,178087.11,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,4.0,0.0,20.0,0.14,Not Applicable
26609391,Meere Bank,354559.89,178090.84,354559.89,178090.84,354559.89,178090.84,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,6.0,4.0,0.0,20.0,0.15,Not Applicable
26609392,Meere Bank,354568.53,178111.11,354568.53,178111.11,354568.53,178111.11,Amelanchier canadensis,Amelanchier,Snowy mespilus,Amelanchier canadensis,4.0,2.0,0.0,20.0,0.11,Not Applicable
26609393,Meere Bank,354564.46,178101.95,354564.46,178101.95,354564.46,178101.95,ZZ Tree stump,,,ZZ Tree stump,,,,,0.12,Planting Season 11/12
26609394,Meere Bank,354553.21,178094.22,354553.21,178094.22,354553.21,178094.22,Parrotia persica Vanessa,Ironwood,Persian ironwood cultivar,Parrotia persica Vanessa,1.0,2.0,,,0.06,Planting Season 21/22
26609395,Maybourne And Sidcot Footpaths,363178.08,170738.01,363178.08,170738.01,363178.08,170738.01,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,14.0,100.1,200.0,0.37,Not Applicable
26609396,Maybourne And Sidcot Footpaths,363172.15,170686.41,363172.15,170686.41,363172.15,170686.41,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,14.0,100.1,200.0,0.5,Not Applicable
26609397,Maybourne And Sidcot Footpaths,363172.29,170692.74,363172.29,170692.74,363172.29,170692.74,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,15.0,100.1,200.0,0.46,Not Applicable
26609398,Maybourne And Sidcot Footpaths,363177.41,170727.09,363177.41,170727.09,363177.41,170727.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,14.0,13.0,100.1,200.0,0.48,Not Applicable
26609399,Mercia Drive To Penfield Road Footpaths,360085.18,174793.45,360085.18,174793.45,360085.18,174793.45,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,,,,,0.4,Not Applicable
26609400,Mercia Drive To Penfield Road Footpaths,360092.42,174795.5,360092.42,174795.5,360092.42,174795.5,Prunus Tai-haku,Cherry,Japanese flowering cherry,Prunus Tai-haku,8.0,8.0,,,0.31,Not Applicable
26609401,Mercia Drive To Penfield Road Footpaths,360098.86,174800.79,360098.86,174800.79,360098.86,174800.79,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,11.0,7.0,,,0.58,Not Applicable
26609402,B4054,358635.75,175961.66,358635.75,175961.66,358635.75,175961.66,Robinia pseudoacacia,Acacia,False acacia,Robinia pseudoacacia,3.0,4.0,,,,Not Applicable
26609403,Brean Down Avenue Footpath,357761.68,176067.69,357761.68,176067.69,357761.68,176067.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,20.1,100.0,0.23,Not Applicable
26609404,Brean Down Avenue Footpath,357759.73,176066.84,357759.73,176066.84,357759.73,176066.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,8.0,20.1,100.0,0.2,Not Applicable
26609405,Brean Down Avenue Footpath,357759.01,176068.2,357759.01,176068.2,357759.01,176068.2,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,0.15,Not Applicable
26609406,Brean Down Avenue Footpath,357756.42,176066.59,357756.42,176066.59,357756.42,176066.59,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,7.0,20.1,100.0,0.15,Not Applicable
26609407,Brean Down Avenue Footpath,357751.24,176066.97,357751.24,176066.97,357751.24,176066.97,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,20.1,100.0,0.12,Not Applicable
26609408,Maybourne And Sidcot Footpaths,363171.28,170676.6,0.0,0.0,0.0,0.0,Acer cappadocicum,Tulip Tree,Cappadocian maple,Acer cappadocicum,,,,,0.06,Planting Season 22/23
26609409,Mercia Drive To Penfield Road Footpaths,360123.53,174820.73,360123.53,174820.73,360123.53,174820.73,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,,,0.04,Planting Season 18/19
26609410,Narrow Quay Footpaths,358616.06,172721.44,358616.06,172721.44,358616.06,172721.44,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,16.0,,,0.7000000000000001,Not Applicable
26609411,Narrow Quay Footpaths,358611.94,172727.11,358611.94,172727.11,358611.94,172727.11,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,17.0,,,0.66,Not Applicable
26609412,Narrow Quay Footpaths,358607.83,172732.61,358607.83,172732.61,358607.83,172732.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,,,,,0.34,Not Applicable
26609413,Narrow Quay Footpaths,358603.22,172737.61,358603.22,172737.61,358603.22,172737.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,,,,,0.34,Not Applicable
26609414,Novers Lane 149 To 171 Footpaths,358501.58,169192.47,358501.58,169192.47,358501.58,169192.47,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,,,,,0.06,Planting Season 21/22
26609415,Novers Lane 149 To 171 Footpaths,358492.84,169178.53,358492.84,169178.53,358492.84,169178.53,Liquidambar styraciflua,Sweetgum,Sweetgum,Liquidambar styraciflua,,,,,,Not Applicable
26609416,A37,360354.32,169269.37,360354.32,169269.37,360354.32,169269.37,Liriodendron tulipifera Fastig,Tulip Tree,Tulip tree cultivar,Liriodendron tulipifera Fastig,,,,,0.06,Planting Season 16/17
26609417,A37,360355.99,169259.68,360355.99,169259.68,360355.99,169259.68,Liriodendron tulipifera Fastig,Tulip Tree,Tulip tree cultivar,Liriodendron tulipifera Fastig,,,,,0.06,Planting Season 16/17
26609418,Brean Down Avenue Footpath,357756.37,176068.33,357756.37,176068.33,357756.37,176068.33,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,0.15,Not Applicable
26609419,Brean Down Avenue Footpath,357755.02,176068.29,357755.02,176068.29,357755.02,176068.29,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,,Not Applicable
26609420,Brean Down Avenue Footpath,357752.98,176068.37,357752.98,176068.37,357752.98,176068.37,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,,Not Applicable
26609421,Brean Down Avenue Footpath,357751.84,176068.24,357751.84,176068.24,357751.84,176068.24,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,,Not Applicable
26609422,Brean Down Avenue Footpath,357749.97,176068.84,357749.97,176068.84,357749.97,176068.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,20.1,100.0,0.12,Not Applicable
26609423,Brean Down Avenue Footpath,357746.27,176068.5,357746.27,176068.5,357746.27,176068.5,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.24,Not Applicable
26609424,Brean Down Avenue Footpath,357747.85,176066.71,357747.85,176066.71,357747.85,176066.71,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,8.0,20.1,100.0,0.11,Not Applicable
26609425,Brean Down Avenue Footpath,357745.68,176066.71,357745.68,176066.71,357745.68,176066.71,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,6.0,8.0,20.1,100.0,,Not Applicable
26609426,Brean Down Avenue Footpath,357744.61,176066.55,357744.61,176066.55,357744.61,176066.55,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,9.0,20.1,100.0,0.11,Not Applicable
26609427,Brean Down Avenue Footpath,357745.3,176067.82,357745.3,176067.82,357745.3,176067.82,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,6.0,20.1,100.0,,Not Applicable
26609428,Brean Down Avenue Footpath,357724.88,176071.47,357724.88,176071.47,357724.88,176071.47,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.15,Not Applicable
26609429,Brean Down Avenue Footpath,357728.28,176071.81,357728.28,176071.81,357728.28,176071.81,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.15,Not Applicable
26609430,Brean Down Avenue Footpath,357730.4,176075.04,357730.4,176075.04,357730.4,176075.04,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.15,Not Applicable
26609431,Brean Down Avenue Footpath,357732.87,176074.78,357732.87,176074.78,357732.87,176074.78,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.15,Not Applicable
26609432,Brean Down Avenue Footpath,357737.1,176072.06,357737.1,176072.06,357737.1,176072.06,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,13.0,20.1,100.0,0.16,Not Applicable
26609433,Brean Down Avenue Footpath,357663.34,176066.63,357663.34,176066.63,357663.34,176066.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,10.0,20.1,100.0,0.14,Not Applicable
26609434,Brean Down Avenue Footpath,357659.52,176065.44,357659.52,176065.44,357659.52,176065.44,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,20.1,100.0,0.16,Not Applicable
26609435,Brean Down Avenue Footpath,357661.22,176066.46,357661.22,176066.46,357661.22,176066.46,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.0,20.0,,Not Applicable
26609436,Brean Down Avenue Footpath,357657.87,176065.7,357657.87,176065.7,357657.87,176065.7,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.0,20.0,,Not Applicable
26609437,Brean Down Avenue Footpath,357656.67,176064.29,357656.67,176064.29,357656.67,176064.29,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,20.1,100.0,0.18,Not Applicable
26609438,Brean Down Avenue Footpath,357656.93,176065.27,357656.93,176065.27,357656.93,176065.27,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.0,20.0,,Not Applicable
26609439,Brean Down Avenue Footpath,357654.85,176064.63,357654.85,176064.63,357654.85,176064.63,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,20.1,100.0,0.18,Not Applicable
26609440,Brean Down Avenue Footpath,357653.45,176064.59,357653.45,176064.59,357653.45,176064.59,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,6.0,7.0,20.1,100.0,0.13,Not Applicable
26609441,Brean Down Avenue Footpath,357652.26,176062.77,357652.26,176062.77,357652.26,176062.77,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,20.1,100.0,0.13,Not Applicable
26609442,Brean Down Avenue Footpath,357649.63,176064.21,357649.63,176064.21,357649.63,176064.21,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,9.0,20.1,100.0,0.13,Not Applicable
26609443,Brean Down Avenue Footpath,357647.34,176061.24,357647.34,176061.24,357647.34,176061.24,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,11.0,20.1,100.0,0.15,Not Applicable
26609444,Brean Down Avenue Footpath,357640.42,176061.66,357640.42,176061.66,357640.42,176061.66,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.0,20.0,0.13,Not Applicable
26609445,Brean Down Avenue Footpath,357638.72,176059.96,357638.72,176059.96,357638.72,176059.96,Betula pendula,Silver Birch,Silver birch,Betula pendula,7.0,12.0,20.1,100.0,0.18,Not Applicable
26609446,Brean Down Avenue Footpath,357636.51,176061.66,357636.51,176061.66,357636.51,176061.66,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.0,20.0,,Not Applicable
26609447,Brean Down Avenue Footpath,357634.31,176060.64,357634.31,176060.64,357634.31,176060.64,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,9.0,20.1,100.0,0.12,Not Applicable
26609448,Brean Down Avenue Footpath,357632.18,176060.56,357632.18,176060.56,357632.18,176060.56,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,12.0,20.1,100.0,0.15,Not Applicable
26609449,Brean Down Avenue Footpath,357630.91,176060.9,357630.91,176060.9,357630.91,176060.9,Betula pendula,Silver Birch,Silver birch,Betula pendula,8.0,12.0,20.1,100.0,0.18,Not Applicable
26609450,Brean Down Avenue Footpath,357651.37,176063.19,357651.37,176063.19,357651.37,176063.19,Betula pendula,Silver Birch,Silver birch,Betula pendula,6.0,13.0,20.1,100.0,0.15,Not Applicable
26609451,Great George Street,358172.14,172959.43,358172.14,172959.43,358172.14,172959.43,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,13.0,14.0,100.1,200.0,0.36,Not Applicable
26609452,Middleton Road,353568.38,177678.17,353568.38,177678.17,353568.38,177678.17,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,8.0,4.0,20.1,100.0,0.36,Not Applicable
26609453,Middleton Road,353583.79,177691.89,353583.79,177691.89,353583.79,177691.89,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,9.0,8.0,20.1,100.0,0.36,Not Applicable
26609454,Middleton Road,353635.09,177606.55,353635.09,177606.55,353635.09,177606.55,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,,,0.06,Planting Season 21/22
26609455,Middleton Road,353622.65,177630.4,353622.65,177630.4,353622.65,177630.4,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,,,0.06,Planting Season 21/22
26609456,Middleton Road,353630.91,177614.09,353630.91,177614.09,353630.91,177614.09,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,,,0.06,Planting Season 21/22
26609457,Great George Street,358187.35,172970.68,358187.35,172970.68,358187.35,172970.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,23.0,,,0.84,Not Applicable
26609458,Great George Street,358176.71,172964.79,358176.71,172964.79,358176.71,172964.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,16.0,21.0,,,0.89,Not Applicable
26609459,Great George Street,358158.48,172948.71,358158.48,172948.71,358158.48,172948.71,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,21.0,,,0.88,Not Applicable
26609460,Great George Street,358152.25,172943.69,358152.25,172943.69,358152.25,172943.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,23.0,,,0.9,Not Applicable
26609461,Great George Street,358143.44,172936.87,358143.44,172936.87,358143.44,172936.87,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,23.0,,,0.89,Not Applicable
26609462,Great George Street,358133.84,172929.18,358133.84,172929.18,358133.84,172929.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,24.0,,,0.7000000000000001,Not Applicable
26609463,Great George Street,358124.67,172921.83,358124.67,172921.83,358124.67,172921.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,24.0,,,0.89,Not Applicable
26609464,Great George Street,358118.62,172917.07,358118.62,172917.07,358118.62,172917.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,,,0.76,Not Applicable
26609465,Great George Street,358110.84,172910.67,358110.84,172910.67,358110.84,172910.67,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,,,0.85,Not Applicable
26609466,Great George Street,358096.41,172899.7,358096.41,172899.7,358096.41,172899.7,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,,,0.91,Not Applicable
26609467,Great George Street,358065.19,172874.45,358065.19,172874.45,358065.19,172874.45,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,18.0,25.0,,,0.9,Not Applicable
26609468,Great George Street,358051.06,172850.06,358051.06,172850.06,358051.06,172850.06,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,3.0,4.0,,,0.08,Planting Season 15/16
26609469,Great George Street,358058.58,172868.36,358058.58,172868.36,358058.58,172868.36,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,3.0,4.0,,,0.06,Not Applicable
26609470,Great George Street,358055.51,172867.02,358055.51,172867.02,358055.51,172867.02,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,16.0,100.1,200.0,0.48,Not Applicable
26609471,Great George Street,358056.2,172854.91,358056.2,172854.91,358056.2,172854.91,Tilia x europea,Lime,European lime,Tilia x europea,11.0,16.0,100.1,200.0,0.4,Not Applicable
26609472,Great George Street,358047.09,172860.78,358047.09,172860.78,358047.09,172860.78,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,19.0,200.1,350.0,0.61,Not Applicable
26609473,Great George Street,358041.69,172856.07,358041.69,172856.07,358041.69,172856.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,20.0,200.1,350.0,0.55,Not Applicable
26609474,Great George Street,358018.82,172837.63,358018.82,172837.63,358018.82,172837.63,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,23.0,,,0.9400000000000001,Not Applicable
26609475,Great George Street,358043.49,172844.29,358043.49,172844.29,358043.49,172844.29,Tilia x europea,Lime,European lime,Tilia x europea,14.0,21.0,200.1,350.0,0.64,Not Applicable
26609476,Great George Street,358034.76,172850.52,358034.76,172850.52,358034.76,172850.52,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,,,,0.8300000000000001,Not Applicable
26609477,Great George Street,358031.15,172834.45,358031.15,172834.45,358031.15,172834.45,Tilia platyphyllos,Lime,Large-leaved lime,Tilia platyphyllos,6.0,5.0,0.0,20.0,0.15,Not Applicable
26609478,Great George Street,358011.89,172832.23,358011.89,172832.23,358011.89,172832.23,Tilia x europea,Lime,European lime,Tilia x europea,14.0,20.0,200.1,350.0,0.54,Not Applicable
26609479,Great George Street,358014.24,172822.67,358014.24,172822.67,358014.24,172822.67,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,18.0,100.1,200.0,0.67,Not Applicable
26609480,Great George Street,358020.76,172826.41,358020.76,172826.41,358020.76,172826.41,Platanus x acerifolia,Lime,Small-leaved lime,Platanus x acerifolia,6.0,5.0,0.0,20.0,0.15,Not Applicable
26609481,Ninetree Hill,359082.45,174064.39,359082.45,174064.39,359082.45,174064.39,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,3.0,3.0,0.0,20.0,0.12,Not Applicable
26609482,Eugene Street,358778.42,173631.65,358778.42,173631.65,358778.42,173631.65,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,,,0.06,Planting Season 19/20
26609483,Eugene Street,358769.66,173620.75,358769.66,173620.75,358769.66,173620.75,Betula utilis,Birch,Himalayan birch,Betula utilis,9.0,8.0,0.0,20.0,0.32,Not Applicable
26609484,Whitland Road,358199.0,168409.78,358199.0,168409.78,358199.0,168409.78,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,,,0.06,Planting Season 16/17
