OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,MIN_CROWN_AREA,MAX_CROWN_AREA,DBH,PLANTING_SEASON
26618503,Wharnecliffe Gardens,360692.26,168304.12,360692.26,168304.12,360692.26,168304.12,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,8.0,5.0,20.1,100.0,0.33,Not Applicable
26618504,Wharnecliffe Gardens,360682.17,168303.34,360682.17,168303.34,360682.17,168303.34,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,8.0,5.0,20.1,100.0,0.29,Not Applicable
26618505,Wharnecliffe Gardens,360673.31,168302.22,360673.31,168302.22,360673.31,168302.22,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,10.0,8.0,20.1,100.0,0.33,Not Applicable
26618506,Wharnecliffe Gardens,360664.67,168301.32,360664.67,168301.32,360664.67,168301.32,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,7.0,6.0,20.1,100.0,0.34,Not Applicable
26618507,Wharnecliffe Gardens,360650.43,168300.2,360650.43,168300.2,360650.43,168300.2,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,8.0,6.0,20.1,100.0,0.31,Not Applicable
26618508,Wharnecliffe Gardens,360790.67,168311.51,360790.67,168311.51,360790.67,168311.51,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,10.0,8.0,20.1,100.0,0.34,Not Applicable
26618509,South Croft,358172.4,177021.57,358172.4,177021.57,358172.4,177021.57,Acer griseum,Maple,Paperbark maple,Acer griseum,3.0,3.0,0.0,20.0,0.09,Planting Season 08/09
26618510,Wharnecliffe Gardens,360723.07,168305.19,360723.07,168305.19,360723.07,168305.19,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,8.0,7.0,20.1,100.0,0.3,Not Applicable
26618511,Wharnecliffe Gardens,360743.17,168307.96,360743.17,168307.96,360743.17,168307.96,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,9.0,7.0,20.1,100.0,0.31,Not Applicable
26618512,South Croft,358220.63,177017.0,358220.63,177017.0,358220.63,177017.0,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,0.0,20.0,0.06,Planting Season 08/09
26618513,South Croft,358211.75,177026.99,358211.75,177026.99,358211.75,177026.99,Acer griseum,Maple,Paperbark maple,Acer griseum,1.0,2.0,0.0,20.0,0.05,Planting Season 08/09
26618514,South Croft,358202.18,177014.81,358202.18,177014.81,358202.18,177014.81,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,0.0,20.0,0.08,Planting Season 08/09
26618515,South Croft,358166.47,177009.55,358166.47,177009.55,358166.47,177009.55,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,0.0,20.0,0.07,Planting Season 08/09
26618516,South Croft,358403.01,177039.05,358403.01,177039.05,358403.01,177039.05,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,,,0.08,Planting Season 12/13
26618517,South Croft,358376.71,177036.07,358376.71,177036.07,358376.71,177036.07,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,,,0.08,Planting Season 15/16
26618518,South Croft,358332.83,177031.07,358332.83,177031.07,358332.83,177031.07,Acer griseum,Maple,Paperbark maple,Acer griseum,4.0,2.0,,,0.06,Planting Season 18/19
26618519,South Croft,358300.31,177037.46,358300.31,177037.46,358300.31,177037.46,Acer griseum,Maple,Paperbark maple,Acer griseum,3.0,2.0,0.0,20.0,0.09,Planting Season 08/09
26618520,South Croft,358276.92,177024.13,358276.92,177024.13,358276.92,177024.13,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,0.0,20.0,0.08,Planting Season 08/09
26618521,South Croft,358263.5,177033.95,358263.5,177033.95,358263.5,177033.95,Acer griseum,Maple,Paperbark maple,Acer griseum,1.0,2.0,0.0,20.0,0.06,Planting Season 08/09
26618522,South Croft,358248.23,177030.88,358248.23,177030.88,358248.23,177030.88,Acer griseum,Maple,Paperbark maple,Acer griseum,2.0,2.0,0.0,20.0,0.08,Planting Season 08/09
26618523,Wellington Hill West,358316.1,177220.53,358316.1,177220.53,358316.1,177220.53,Tilia x europea,Lime,European lime,Tilia x europea,7.0,8.0,20.1,100.0,0.62,Not Applicable
26618524,Wellington Hill West,358876.86,176877.95,358876.86,176877.95,358876.86,176877.95,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,,,,,,Not Applicable
26618525,Wellington Hill West,358862.08,176887.97,358862.08,176887.97,358862.08,176887.97,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,,,,,,Not Applicable
26618526,Wellington Hill West,358207.46,177245.12,358207.46,177245.12,358207.46,177245.12,Tilia x europea,Lime,European lime,Tilia x europea,6.0,6.0,20.1,100.0,0.39,Not Applicable
26618527,Wellington Hill West,358260.82,177225.96,358260.82,177225.96,358260.82,177225.96,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,100.1,200.0,0.52,Not Applicable
26618528,Wellington Hill West,358278.58,177222.45,358278.58,177222.45,358278.58,177222.45,Tilia x europea,Lime,European lime,Tilia x europea,7.0,8.0,20.1,100.0,0.5700000000000001,Not Applicable
26618529,Wellington Hill West,358348.52,177218.4,358348.52,177218.4,358348.52,177218.4,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,5.0,5.0,0.0,20.0,0.14,Not Applicable
26618530,Wellington Hill West,358370.53,177216.02,358370.53,177216.02,358370.53,177216.02,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,20.1,100.0,0.46,Not Applicable
26618531,Wellington Hill West,358499.93,177198.39,358499.93,177198.39,358499.93,177198.39,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,100.1,200.0,0.58,Not Applicable
26618532,Wellington Hill West,358556.74,177190.83,358556.74,177190.83,358556.74,177190.83,Tilia x europea,Lime,European lime,Tilia x europea,9.0,8.0,100.1,200.0,0.55,Not Applicable
26618533,Wellington Hill West,358575.63,177188.44,358575.63,177188.44,358575.63,177188.44,Tilia x europea,Lime,European lime,Tilia x europea,8.0,7.0,20.1,100.0,0.49,Not Applicable
26618534,Wellington Hill West,358589.88,177183.01,358589.88,177183.01,358589.88,177183.01,Tilia x europea,Lime,European lime,Tilia x europea,8.0,9.0,20.1,100.0,0.51,Not Applicable
26618535,Wellington Hill West,358608.57,177173.92,358608.57,177173.92,358608.57,177173.92,Tilia x europea,Lime,European lime,Tilia x europea,8.0,8.0,20.1,100.0,0.52,Not Applicable
26618536,Wellington Hill West,358624.68,177166.47,358624.68,177166.47,358624.68,177166.47,Tilia x europea,Lime,European lime,Tilia x europea,8.0,7.0,100.1,200.0,0.52,Not Applicable
26618537,Wellington Hill West,358640.73,177157.98,358640.73,177157.98,358640.73,177157.98,Tilia x europea,Lime,European lime,Tilia x europea,7.0,7.0,100.1,200.0,0.52,Not Applicable
26618538,Wellington Hill West,358686.99,177132.8,358686.99,177132.8,358686.99,177132.8,Tilia x europea,Lime,European lime,Tilia x europea,12.0,12.0,100.1,200.0,0.56,Not Applicable
26618539,Wellington Hill West,358192.14,177247.84,358192.14,177247.84,358192.14,177247.84,Tilia x europea,Lime,European lime,Tilia x europea,7.0,7.0,20.1,100.0,0.45,Not Applicable
26618540,Wellington Hill West,358729.99,177097.38,358729.99,177097.38,358729.99,177097.38,Tilia platyphyllos,Lime,Large-leaved lime,Tilia platyphyllos,3.0,2.0,,,0.08,Planting Season 15/16
26618541,Wellington Hill West,358754.34,177047.6,358754.34,177047.6,358754.34,177047.6,Tilia x europea,Lime,European lime,Tilia x europea,8.0,10.0,20.1,100.0,0.49,Not Applicable
26618542,Wellington Hill West,358760.01,177030.04,358760.01,177030.04,358760.01,177030.04,ZZ Tree stump,,,ZZ Tree stump,,,20.1,100.0,0.47000000000000003,Planting Season 19/20
26618543,Wellington Hill West,358771.69,176994.32,358771.69,176994.32,358771.69,176994.32,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,20.1,100.0,0.44,Not Applicable
26618544,Wellington Hill West,358793.06,176941.94,358793.06,176941.94,358793.06,176941.94,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,20.1,100.0,0.41000000000000003,Not Applicable
26618545,Wellington Hill West,358804.88,176923.26,358804.88,176923.26,358804.88,176923.26,Tilia cordata Greenspire,Lime,Small-leaved lime cultivar,Tilia cordata Greenspire,1.0,2.0,,,0.05,Planting Season 21/22
26618546,Wellington Hill West,358834.48,176892.77,358834.48,176892.77,358834.48,176892.77,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,3.0,3.0,,,0.09,Planting Season 12/13
26618547,Wellington Hill West,358865.51,176870.95,358865.51,176870.95,358865.51,176870.95,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,20.1,100.0,0.45,Not Applicable
26618548,Wellington Hill West,358897.27,176849.61,358897.27,176849.61,358897.27,176849.61,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,20.1,100.0,0.46,Not Applicable
26618549,Wellington Hill West,358913.51,176838.13,358913.51,176838.13,358913.51,176838.13,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,100.1,200.0,0.49,Not Applicable
26618550,Wellington Hill West,358928.95,176827.53,358928.95,176827.53,358928.95,176827.53,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,100.1,200.0,0.53,Not Applicable
26618551,Wellington Hill West,358944.93,176816.59,358944.93,176816.59,358944.93,176816.59,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,100.1,200.0,0.51,Not Applicable
26618552,Wellington Hill West,358961.37,176805.06,358961.37,176805.06,358961.37,176805.06,Tilia x europea,Lime,European lime,Tilia x europea,10.0,9.0,100.1,200.0,0.51,Not Applicable
26618553,Wellington Hill West,358977.88,176794.05,358977.88,176794.05,358977.88,176794.05,Tilia x europea,Lime,European lime,Tilia x europea,9.0,9.0,20.1,100.0,0.48,Not Applicable
26618554,Wellington Hill West,358993.45,176783.05,358993.45,176783.05,358993.45,176783.05,Tilia x europea,Lime,European lime,Tilia x europea,12.0,9.0,20.1,100.0,0.46,Not Applicable
26618555,Wellington Hill West,359009.83,176771.71,359009.83,176771.71,359009.83,176771.71,Tilia x europea,Lime,European lime,Tilia x europea,13.0,10.0,100.1,200.0,0.51,Not Applicable
26618556,Wellington Hill West,359026.14,176760.84,359026.14,176760.84,359026.14,176760.84,Tilia x europea,Lime,European lime,Tilia x europea,12.0,10.0,100.1,200.0,0.49,Not Applicable
26618557,Wellington Hill West,359061.93,176735.65,359061.93,176735.65,359061.93,176735.65,Tilia x europea,Lime,European lime,Tilia x europea,12.0,11.0,100.1,200.0,0.53,Not Applicable
26618558,Wellington Hill West,359032.03,176768.4,359032.03,176768.4,359032.03,176768.4,Tilia x europea,Lime,European lime,Tilia x europea,12.0,13.0,100.1,200.0,0.6,Not Applicable
26618559,Wellington Hill West,359015.39,176780.13,359015.39,176780.13,359015.39,176780.13,Tilia x europea,Lime,European lime,Tilia x europea,12.0,10.0,100.1,200.0,0.5700000000000001,Not Applicable
26618560,Wellington Hill West,359000.48,176790.34,359000.48,176790.34,359000.48,176790.34,Tilia x europea,Lime,European lime,Tilia x europea,11.0,13.0,100.1,200.0,0.52,Not Applicable
26618561,Wellington Hill West,358970.38,176810.83,358970.38,176810.83,358970.38,176810.83,Tilia x europea,Lime,European lime,Tilia x europea,18.0,17.0,200.1,350.0,0.72,Not Applicable
26618562,Wellington Hill West,358952.69,176822.62,358952.69,176822.62,358952.69,176822.62,Tilia x europea,Lime,European lime,Tilia x europea,18.0,17.0,200.1,350.0,0.65,Not Applicable
26618563,Wellington Hill West,358934.19,176835.42,358934.19,176835.42,358934.19,176835.42,Tilia x europea,Lime,European lime,Tilia x europea,17.0,14.0,200.1,350.0,0.64,Not Applicable
26618564,Wellington Hill West,358903.23,176856.29,358903.23,176856.29,358903.23,176856.29,Tilia x europea,Lime,European lime,Tilia x europea,12.0,13.0,100.1,200.0,0.63,Not Applicable
26618565,Wellington Hill West,358887.12,176867.57,358887.12,176867.57,358887.12,176867.57,Tilia x europea,Lime,European lime,Tilia x europea,17.0,19.0,200.1,350.0,0.6900000000000001,Not Applicable
26618566,Wellington Hill West,358841.09,176900.77,358841.09,176900.77,358841.09,176900.77,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,2.0,3.0,,,,Planting Season 12/13
26618567,Wellington Hill West,358825.61,176913.71,358825.61,176913.71,358825.61,176913.71,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,4.0,5.0,0.0,20.0,0.05,Not Applicable
26618568,Wellington Hill West,358813.88,176928.15,358813.88,176928.15,358813.88,176928.15,Tilia x europea,Lime,European lime,Tilia x europea,10.0,12.0,100.1,200.0,0.55,Not Applicable
26618569,Wellington Hill West,358803.07,176944.6,358803.07,176944.6,358803.07,176944.6,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,1.0,2.0,0.0,20.0,0.05,Not Applicable
26618570,Wellington Hill West,358794.67,176960.64,358794.67,176960.64,358794.67,176960.64,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,2.0,3.0,,,0.1,Planting Season 12/13
26618571,Wellington Hill West,358781.79,176996.63,358781.79,176996.63,358781.79,176996.63,Tilia x europea,Lime,European lime,Tilia x europea,9.0,11.0,20.1,100.0,0.45,Not Applicable
26618572,Wellington Hill West,358775.49,177015.26,358775.49,177015.26,358775.49,177015.26,Tilia x europea,Lime,European lime,Tilia x europea,6.0,10.0,20.1,100.0,0.5,Not Applicable
26618573,Wellington Hill West,358718.12,177122.56,358718.12,177122.56,358718.12,177122.56,Tilia x europea,Lime,European lime,Tilia x europea,8.0,6.0,20.1,100.0,0.4,Not Applicable
26618574,Wellington Hill West,358702.45,177134.59,358702.45,177134.59,358702.45,177134.59,Tilia x europea,Lime,European lime,Tilia x europea,9.0,11.0,20.1,100.0,0.46,Not Applicable
26618575,Wellington Hill West,358689.84,177143.2,358689.84,177143.2,358689.84,177143.2,Tilia x europea,Lime,European lime,Tilia x europea,8.0,9.0,20.1,100.0,0.41000000000000003,Not Applicable
26618576,Wellington Hill West,358672.14,177153.54,358672.14,177153.54,358672.14,177153.54,Tilia x europea,Lime,European lime,Tilia x europea,9.0,11.0,20.1,100.0,0.4,Not Applicable
26618577,Wellington Hill West,358625.22,177177.3,358625.22,177177.3,358625.22,177177.3,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,2.0,4.0,,,,Planting Season 12/13
26618578,Wellington Hill West,358593.66,177193.12,358593.66,177193.12,358593.66,177193.12,Tilia x europea,Lime,European lime,Tilia x europea,11.0,14.0,100.1,200.0,0.53,Not Applicable
26618579,Wellington Hill West,358575.69,177198.22,358575.69,177198.22,358575.69,177198.22,Tilia x europea,Lime,European lime,Tilia x europea,10.0,11.0,100.1,200.0,0.53,Not Applicable
26618580,Wellington Hill West,358540.63,177203.26,358540.63,177203.26,358540.63,177203.26,Tilia x europea,Lime,European lime,Tilia x europea,7.0,10.0,20.1,100.0,0.53,Not Applicable
26618581,Wellington Hill West,358359.83,177227.19,358359.83,177227.19,358359.83,177227.19,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,,,,,,Planting Season 12/13
26618582,Wellington Hill West,358442.52,177216.58,358442.52,177216.58,358442.52,177216.58,Tilia x europea,Lime,European lime,Tilia x europea,6.0,10.0,20.1,100.0,0.63,Not Applicable
26618583,Wellington Hill West,358426.08,177219.23,358426.08,177219.23,358426.08,177219.23,Tilia x europea,Lime,European lime,Tilia x europea,10.0,10.0,20.1,100.0,0.62,Not Applicable
26618584,Wellington Hill West,358335.73,177229.11,358335.73,177229.11,358335.73,177229.11,Tilia x europea,Lime,European lime,Tilia x europea,10.0,11.0,100.1,200.0,0.52,Not Applicable
26618585,Wellington Hill West,358279.45,177231.97,358279.45,177231.97,358279.45,177231.97,Tilia x europea,Lime,European lime,Tilia x europea,10.0,12.0,100.1,200.0,0.48,Not Applicable
26618586,Wellington Hill West,358206.0,177271.14,358206.0,177271.14,358206.0,177271.14,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,13.0,12.0,100.1,200.0,0.49,Not Applicable
26618587,Bibury Crescent,358518.69,177075.3,358518.69,177075.3,358518.69,177075.3,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,2.0,4.0,,,0.1,Planting Season 10/11
26618588,Bibury Crescent,358544.53,177077.53,358544.53,177077.53,358544.53,177077.53,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,7.0,5.0,20.1,100.0,0.32,Not Applicable
26618589,Bibury Crescent,358646.05,177074.75,358646.05,177074.75,358646.05,177074.75,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,9.0,6.0,20.1,100.0,0.4,Not Applicable
26618590,Wellington Hill West,358854.16,176878.91,358854.16,176878.91,358854.16,176878.91,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,3.0,4.0,,,0.12,Planting Season 12/13
26618591,Wellington Hill West,358519.74,177206.07,358519.74,177206.07,358519.74,177206.07,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,3.0,4.0,,,,Not Applicable
26618592,Bibury Crescent,358501.81,177098.61,358501.81,177098.61,358501.81,177098.61,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,6.0,4.0,20.1,100.0,0.28,Not Applicable
26618593,Bibury Crescent,358564.98,177075.93,358564.98,177075.93,358564.98,177075.93,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,3.0,4.0,,,0.1,Planting Season 10/11
26618594,Bibury Crescent,358583.3,177072.86,358583.3,177072.86,358583.3,177072.86,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,10.0,7.0,20.1,100.0,0.45,Not Applicable
26618595,Bibury Crescent,358619.0,177067.29,358619.0,177067.29,358619.0,177067.29,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,10.0,6.0,20.1,100.0,0.43,Not Applicable
26618596,Bibury Crescent,358636.8,177064.8,358636.8,177064.8,358636.8,177064.8,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,3.0,4.0,0.0,20.0,0.12,Not Applicable
26618597,Bibury Crescent,358662.63,177114.44,358662.63,177114.44,358662.63,177114.44,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,2.0,4.0,,,0.1,Planting Season 10/11
26618598,Bibury Crescent,358660.08,177136.26,358660.08,177136.26,358660.08,177136.26,ZZ Empty tree pit,Cherry,,ZZ Empty tree pit,1.0,1.0,,,0.05,Planting Season 10/11
26618599,Bibury Crescent,358653.49,177120.85,358653.49,177120.85,358653.49,177120.85,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,2.0,3.0,,,0.09,Planting Season 10/11
26618600,Bibury Crescent,358647.31,177107.15,358647.31,177107.15,358647.31,177107.15,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,1.0,3.0,,,0.05,Planting Season 23/24
26618601,Bibury Crescent,358640.71,177089.98,358640.71,177089.98,358640.71,177089.98,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,,,,,,Planting Season 10/11
26618602,Bibury Crescent,358622.15,177078.22,358622.15,177078.22,358622.15,177078.22,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,1.0,2.0,,,0.05,Planting Season 18/19
26618603,Bibury Crescent,358604.68,177080.81,358604.68,177080.81,358604.68,177080.81,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,6.0,5.0,0.0,20.0,0.15,Not Applicable
26618604,Bibury Crescent,358587.28,177083.9,358587.28,177083.9,358587.28,177083.9,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,10.0,5.0,20.1,100.0,0.46,Not Applicable
26618605,Bibury Crescent,358557.55,177088.77,358557.55,177088.77,358557.55,177088.77,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,9.0,7.0,20.1,100.0,0.37,Not Applicable
26618606,Bibury Crescent,358542.24,177088.77,358542.24,177088.77,358542.24,177088.77,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,5.0,7.0,0.0,20.0,0.19,Not Applicable
26618607,Bibury Crescent,358524.44,177087.08,358524.44,177087.08,358524.44,177087.08,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,1.0,1.0,20.1,100.0,0.36,Not Applicable
26618608,Bibury Crescent,358655.78,177097.72,358655.78,177097.72,358655.78,177097.72,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,1.0,3.0,,,0.04,Planting Season 23/24
26618609,Wellington Road,359848.81,173704.17,359848.81,173704.17,359848.81,173704.17,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618610,Wellington Road,359847.89,173716.35,359847.89,173716.35,359847.89,173716.35,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618611,Wellington Road,359847.71,173723.54,359847.71,173723.54,359847.71,173723.54,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618612,Wellington Road,359862.28,173776.88,359862.28,173776.88,359862.28,173776.88,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618613,Wellington Road,359867.45,173783.89,359867.45,173783.89,359867.45,173783.89,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618614,Wellington Road,359872.62,173790.53,359872.62,173790.53,359872.62,173790.53,Ulmus 'New Horizon',Elm,Elm ' New Horizon',Ulmus 'New Horizon',2.0,5.0,0.0,20.0,0.08,Not Applicable
26618615,Kellaway Crescent,358986.25,176686.82,358986.25,176686.82,358986.25,176686.82,ZZ Tree stump,,,ZZ Tree stump,,,0.0,20.0,0.23,Not Applicable
26618616,Kellaway Crescent,358991.19,176694.39,358991.19,176694.39,358991.19,176694.39,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,,,,,0.06,Planting Season 21/22
26618617,Kellaway Crescent,358997.38,176703.58,358997.38,176703.58,358997.38,176703.58,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,1.0,2.0,,,0.06,Planting Season 19/20
26618618,Goodring Hill,354317.3,178055.59,0.0,0.0,0.0,0.0,Betula ermanii,Birch,Erman's birch,Betula ermanii,,,,,0.06,Planting Season 24/25
26618619,Goodring Hill,354335.91,178053.41,354335.91,178053.41,354335.91,178053.41,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,16.0,12.0,100.1,200.0,0.47000000000000003,Not Applicable
26618620,Goodring Hill,354352.88,177968.74,354352.88,177968.74,354352.88,177968.74,Prunus incisa Louisa Lea,Cherry,Fuji cherry,Prunus incisa Louisa Lea,3.0,5.0,,,0.12,Planting Season 09/10
26618621,Goodring Hill,354395.94,177972.39,354395.94,177972.39,354395.94,177972.39,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,8.0,5.0,20.1,100.0,0.27,Not Applicable
26618622,Goodring Hill,354379.66,177964.94,354379.66,177964.94,354379.66,177964.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,4.0,2.0,0.0,20.0,0.15,Not Applicable
26618623,Goodring Hill,354380.98,177984.79,0.0,0.0,0.0,0.0,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,,,,,0.06,Planting Season 22/23
26618624,Goodring Hill,354332.63,178012.43,0.0,0.0,0.0,0.0,Nyssa sylvatica,Tupelo,Tupelo,Nyssa sylvatica,,,,,0.06,Planting Season 22/23
26618625,Goodring Hill,354326.97,178025.83,0.0,0.0,0.0,0.0,Juglans nigra,Walnut,Black walnut,Juglans nigra,,,,,0.06,Planting Season 22/23
26618626,Goodring Hill,354383.23,177974.78,0.0,0.0,0.0,0.0,Juglans regia,Walnut,Common walnut,Juglans regia,,,,,0.06,Planting Season 22/23
26618627,Goodring Hill,354370.28,177987.43,0.0,0.0,0.0,0.0,Fagus sylvatica Purpurea,Copper Beech,Copper beech,Fagus sylvatica Purpurea,,,,,0.06,Planting Season 22/23
26618628,Goodring Hill,354340.96,177989.51,0.0,0.0,0.0,0.0,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,,,,,0.06,Planting Season 22/23
26618629,Goodring Hill,354366.24,177953.84,0.0,0.0,0.0,0.0,Acer campestre,Field Maple,Field maple,Acer campestre,,,,,0.06,Planting Season 22/23
26618630,Goodring Hill,354316.92,178027.08,354316.92,178027.08,354316.92,178027.08,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,9.0,5.0,20.1,100.0,0.35000000000000003,Not Applicable
26618631,Goodring Hill,354318.29,178038.85,354318.29,178038.85,354318.29,178038.85,Robinia pseudoacacia,Acacia,False acacia,Robinia pseudoacacia,14.0,9.0,100.1,200.0,0.67,Not Applicable
26618632,Observatory Road,356700.41,173321.81,356700.41,173321.81,356700.41,173321.81,Quercus frainetto,Oak,Hungarian oak,Quercus frainetto,,,,,0.06,Planting Season 23/24
26618633,Kings Drive,358390.95,176076.76,358390.95,176076.76,358390.95,176076.76,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,1.0,2.0,0.0,20.0,0.04,Planting Season 13/14
26618634,Kings Drive,358385.0,176115.76,358385.0,176115.76,358385.0,176115.76,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,7.0,6.0,20.1,100.0,0.25,Not Applicable
26618635,Kings Drive,358390.69,176107.03,358390.69,176107.03,358390.69,176107.03,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,,,,,0.06,Planting Season 20/21
26618636,Kings Drive,358403.23,176082.69,358403.23,176082.69,358403.23,176082.69,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,6.0,5.0,20.1,100.0,0.21,Not Applicable
26618637,Kings Drive,358407.58,176075.31,358407.58,176075.31,358407.58,176075.31,Prunus Kanzan,Cherry,Kanzan cherry,Prunus Kanzan,,,,,0.06,Planting Season 20/21
26618638,Kings Drive,358435.57,176027.25,358435.57,176027.25,358435.57,176027.25,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,1.0,1.0,0.0,20.0,0.03,Not Applicable
26618639,Kings Drive,358444.76,176013.21,358444.76,176013.21,358444.76,176013.21,Prunus lusitanica,Laurel,Portuguese Laurel,Prunus lusitanica,6.0,5.0,20.1,100.0,0.21,Not Applicable
26618640,Kings Drive,358479.46,175948.7,358479.46,175948.7,358479.46,175948.7,Prunus shimidsu sakura,Cherry,Cherry,Prunus shimidsu sakura,,,,,0.06,Planting Season 15/16
26618641,Kings Drive,358466.44,175792.5,358466.44,175792.5,358466.44,175792.5,Acer negundo,Box Elder,Box elder,Acer negundo,2.0,,,,0.1,Not Applicable
26618642,Kings Drive,358464.62,175772.32,358464.62,175772.32,358464.62,175772.32,Acer negundo,Box Elder,Box elder,Acer negundo,10.0,7.0,20.1,100.0,0.27,Not Applicable
