,OBJECTID,X,Y,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,tree_group,CROWN_VOLUME
18730,26628332,361119.57,170072.58,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.95,deciduous,5351.825873078408
18826,26628428,360618.21,170021.94,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.24,deciduous,160.13333333333333
18827,26628429,360636.59,170031.94,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.47,deciduous,320.26666666666665
18828,26628430,360641.01,170034.16,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.38,deciduous,320.26666666666665
22505,26632134,359644.27,173651.68,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,deciduous,900.3
24568,26634219,359570.83,173918.47,Platanus x acerifolia,Plane,Unidentified plane,Platanus x acerifolia,0.8300000000000001,deciduous,2567.133333333333
24569,26634220,359570.0,173941.94,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.12,deciduous,240.19999999999996
24570,26634221,359571.94,173941.23,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.12,deciduous,20.0
24571,26634222,359566.13,173938.09,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.12,deciduous,26.666666666666664
24888,26634540,359437.24,173550.85,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24889,26634541,359426.53,173544.61,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24890,26634542,359417.71,173540.96,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24891,26634543,359531.06,173571.96,No Code Allocated,,,No Code Allocated,0.305455333429082,deciduous,445.46452042512533
24892,26634544,359505.99,173562.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,deciduous,514.4471109870137
24893,26634545,359496.15,173557.46,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.35,deciduous,514.4471109870137
24896,26634548,359542.22,173542.51,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.06,deciduous,0.5229092203502509
24897,26634549,359555.5,173616.8,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24898,26634550,359547.02,173610.91,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24899,26634551,359538.77,173605.45,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24900,26634552,359479.93,173566.72,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24901,26634553,359465.4,173558.92,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
24902,26634554,359562.57,173623.69,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.08,deciduous,26.666666666666664
25544,26635199,358714.44,172970.64,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.32,deciduous,240.19999999999996
25545,26635200,358707.54,172964.83,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.39,deciduous,1600.5333333333333
25546,26635201,358699.43,172961.65,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.53,deciduous,1700.5666666666668
25547,26635202,358693.08,172957.93,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.36,deciduous,240.19999999999996
25548,26635203,358688.33,172961.62,Taxus baccata,Yew,Yew,Taxus baccata,0.1,evergreen,4.471921340435745
25549,26635204,358684.31,172963.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.32,deciduous,400.3333333333333
25550,26635205,358682.56,172968.88,Taxus baccata,Yew,Yew,Taxus baccata,0.2,evergreen,100.08333333333333
25551,26635206,358696.36,172966.36,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.35,deciduous,400.3333333333333
27543,26637226,363118.56,175729.2,X Cupressocyparis l. Castlewel,Cypress,Leylandcypress cultivar,X Cupressocyparis l. Castlewel,0.41,evergreen,200.16666666666666
27544,26637227,363055.75,175803.45,Malus John Downie,Apple,Crabapple,Malus John Downie,0.18,deciduous,26.666666666666664
27545,26637228,363072.87,175790.07,Acer campestre,Field Maple,Field maple,Acer campestre,0.17,deciduous,200.16666666666666
27546,26637230,363095.22,175752.71,Morus nigra,Mulberry,Black mulberry,Morus nigra,0.15,deciduous,240.19999999999996
27547,26637231,363113.81,175743.2,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.29,deciduous,280.2333333333333
27548,26637232,363118.31,175725.58,X Cupressocyparis l. Castlewel,Cypress,Leylandcypress cultivar,X Cupressocyparis l. Castlewel,0.27,evergreen,200.16666666666666
27549,26637233,363120.96,175723.77,Chamaecyparis lawsoniana cv,Cypress,Lawson's cypress cultivar,Chamaecyparis lawsoniana cv,0.25,evergreen,160.13333333333333
27550,26637234,363099.75,175723.29,Prunus avium,Cherry,Wild cherry,Prunus avium,0.36,deciduous,320.26666666666665
27551,26637236,363112.89,175717.62,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.05,deciduous,26.666666666666664
27552,26637237,363109.15,175711.11,Corylus colurna,Hazel,Turkish hazel,Corylus colurna,0.06,deciduous,33.33333333333333
27553,26637238,363106.5,175714.97,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.09,deciduous,26.666666666666664
27554,26637239,363104.93,175711.71,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.04,deciduous,20.0
27555,26637240,363103.12,175702.91,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.88,deciduous,1300.4333333333334
27556,26637241,363096.62,175701.47,Fagus sylvatica Pendula,Weeping Beech,Weeping beech,Fagus sylvatica Pendula,0.3,deciduous,320.26666666666665
27557,26637242,363076.37,175688.81,Quercus ilex,Oak,Holm oak,Quercus ilex,0.84,deciduous,1200.4
27558,26637243,363055.87,175715.93,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.21,deciduous,480.3999999999999
27559,26637244,363053.1,175725.82,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.14,deciduous,400.3333333333333
27560,26637245,363052.13,175729.8,Acer platanoides,Maple,Norway maple,Acer platanoides,0.17,deciduous,200.16666666666666
27561,26637246,363037.67,175733.66,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.11,deciduous,240.19999999999996
27562,26637247,363033.81,175732.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.13,deciduous,240.19999999999996
27563,26637248,363029.24,175731.61,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.11,deciduous,240.19999999999996
27564,26637249,363024.05,175730.28,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.1,deciduous,33.33333333333333
27565,26637250,363000.67,175732.33,Sorbus - Species Unknown,Sorbus,Unidentified Sorbus,Sorbus - Species Unknown,0.1,deciduous,20.0
27566,26637251,363001.88,175728.78,Mixed Species Group,,,Mixed Species Group,0.305455333429082,deciduous,212.00972201430648
27567,26637252,362991.99,175789.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.19,deciduous,360.29999999999995
27568,26637253,363017.3,175803.33,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.07,deciduous,160.13333333333333
27569,26637254,363036.71,175796.7,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.15,deciduous,200.16666666666666
27570,26637255,363035.62,175811.04,Acer campestre,Field Maple,Field maple,Acer campestre,0.15,deciduous,200.16666666666666
27571,26637256,363046.47,175810.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.1,deciduous,240.19999999999996
27572,26637257,363050.57,175807.3,Mixed Species Group,,,Mixed Species Group,0.19,deciduous,160.13333333333333
27573,26637258,363051.29,175802.73,Malus John Downie,Apple,Crabapple,Malus John Downie,0.17,deciduous,160.13333333333333
27574,26637259,363019.83,175729.8,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.1,deciduous,33.33333333333333
27575,26637260,363034.05,175808.38,Acer campestre,Field Maple,Field maple,Acer campestre,0.15,deciduous,240.19999999999996
27576,26637261,363105.36,175747.64,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.11,deciduous,20.0
27577,26637262,363112.4,175712.44,Acer platanoides,Maple,Norway maple,Acer platanoides,0.06,deciduous,33.33333333333333
27578,26637263,363082.51,175698.1,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.08,deciduous,20.0
27579,26637264,363052.13,175732.57,Acer campestre,Field Maple,Field maple,Acer campestre,0.13,deciduous,200.16666666666666
27684,26637370,363121.69,175721.72,Chamaecyparis lawsoniana cv,Cypress,Lawson's cypress cultivar,Chamaecyparis lawsoniana cv,0.27,evergreen,200.16666666666666
27685,26637371,363107.7,175738.83,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,0.08,deciduous,20.0
28026,26637714,359429.51,173976.31,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.07,deciduous,26.666666666666664
28027,26637715,359425.07,173972.24,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.06,deciduous,26.666666666666664
28028,26637716,359421.88,173969.7,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.06,deciduous,26.666666666666664
28029,26637717,359425.94,173973.27,Prunus sargentii 'Rancho',Sargent's cherry,Sargent's cherry,Prunus sargentii 'Rancho',0.06,deciduous,2.9041047316020596
28052,26637740,359413.27,173962.71,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.08,deciduous,26.666666666666664
28053,26637741,359382.03,173941.42,Prunus Amanogawa,Cherry,Japanese flowering cherry,Prunus Amanogawa,0.05,deciduous,20.0
28054,26637742,359372.28,173957.92,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.06,deciduous,20.0
28055,26637743,359369.91,173961.08,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,0.05,deciduous,20.0
30030,26639738,358825.9,173619.53,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.5700000000000001,deciduous,1400.4666666666667
30035,26639743,358792.45,173591.35,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.24,deciduous,280.2333333333333
30036,26639744,358800.58,173597.92,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.4,deciduous,400.3333333333333
30037,26639745,358807.21,173602.27,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.3,deciduous,360.29999999999995
30038,26639746,358814.28,173602.91,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.45,deciduous,480.3999999999999
30039,26639747,358809.71,173609.54,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.42,deciduous,520.4333333333333
30040,26639748,358815.14,173609.54,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.37,deciduous,480.3999999999999
30041,26639749,358819.98,173620.67,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.35,deciduous,400.3333333333333
30042,26639750,358829.69,173627.81,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.42,deciduous,1400.4666666666667
30043,26639751,358834.75,173637.16,Tilia cordata,Lime,Small-leaved lime,Tilia cordata,0.44,deciduous,1400.4666666666667
30044,26639752,358846.45,173655.7,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.35,deciduous,440.3666666666666
30045,26639753,358846.73,173659.41,Prunus avium,Cherry,Wild cherry,Prunus avium,0.5,deciduous,400.3333333333333
30318,26640027,361107.54,169827.82,Larix decidua,Larch,European larch,Larix decidua,0.3,deciduous,320.26666666666665
30319,26640028,361104.42,169826.48,Larix decidua,Larch,European larch,Larix decidua,0.22,deciduous,240.19999999999996
30320,26640029,361004.98,169832.09,Larix decidua,Larch,European larch,Larix decidua,0.32,deciduous,1200.4
30325,26640034,361032.62,169833.11,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.44,deciduous,1200.4
30326,26640035,361027.93,169832.6,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.24,deciduous,400.3333333333333
30327,26640036,361024.38,169832.6,Larix decidua,Larch,European larch,Larix decidua,0.21,deciduous,440.3666666666666
30328,26640037,361017.15,169832.22,Larix decidua,Larch,European larch,Larix decidua,0.17,deciduous,240.19999999999996
30329,26640038,361008.65,169832.22,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.31,deciduous,1200.4
30330,26640039,361001.82,169831.46,Larix decidua,Larch,European larch,Larix decidua,0.27,deciduous,1200.4
30331,26640040,360998.01,169831.46,Larix decidua,Larch,European larch,Larix decidua,0.18,deciduous,280.2333333333333
30332,26640041,360991.42,169830.7,Larix decidua,Larch,European larch,Larix decidua,0.21,deciduous,320.26666666666665
30333,26640042,360986.47,169830.19,Larix decidua,Larch,European larch,Larix decidua,0.33,deciduous,400.3333333333333
30334,26640043,360983.81,169830.32,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.16,deciduous,280.2333333333333
30335,26640044,360981.4,169830.57,Larix decidua,Larch,European larch,Larix decidua,0.36,deciduous,1300.4333333333334
30336,26640045,360975.95,169830.07,Larix decidua,Larch,European larch,Larix decidua,0.34,deciduous,1000.3333333333333
30337,26640046,360972.78,169829.81,Larix decidua,Larch,European larch,Larix decidua,0.25,deciduous,360.29999999999995
30338,26640053,360960.47,169853.83,Larix decidua,Larch,European larch,Larix decidua,0.48,deciduous,360.29999999999995
30339,26640054,360964.54,169858.97,Larix decidua,Larch,European larch,Larix decidua,0.36,deciduous,360.29999999999995
30340,26640056,361110.04,169836.16,Acer platanoides,Maple,Norway maple,Acer platanoides,0.22,deciduous,240.19999999999996
30341,26640057,361109.47,169841.6,Acer platanoides,Maple,Norway maple,Acer platanoides,0.22,deciduous,240.19999999999996
30342,26640059,361098.55,169826.26,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,0.41,deciduous,400.3333333333333
30343,26640061,361094.1,169826.64,Larix decidua,Larch,European larch,Larix decidua,0.25,deciduous,400.3333333333333
30344,26640062,361091.45,169826.39,Larix decidua,Larch,European larch,Larix decidua,0.25,deciduous,360.29999999999995
30345,26640063,361089.17,169826.64,Larix decidua,Larch,European larch,Larix decidua,0.32,deciduous,400.3333333333333
30346,26640064,361085.99,169826.77,Larix decidua,Larch,European larch,Larix decidua,0.23,deciduous,240.19999999999996
30347,26640065,361082.95,169826.64,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.25,deciduous,1200.4
30348,26640066,361080.04,169826.52,Larix decidua,Larch,European larch,Larix decidua,0.19,deciduous,400.3333333333333
30349,26640067,361077.0,169826.9,Larix decidua,Larch,European larch,Larix decidua,0.32,deciduous,400.3333333333333
30350,26640068,361069.39,169827.91,Larix decidua,Larch,European larch,Larix decidua,0.26,deciduous,240.19999999999996
30351,26640069,361066.47,169828.42,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.38,deciduous,1200.4
30352,26640070,361063.56,169828.8,Larix decidua,Larch,European larch,Larix decidua,0.27,deciduous,240.19999999999996
30353,26640071,361058.73,169829.56,Larix decidua,Larch,European larch,Larix decidua,0.22,deciduous,200.16666666666666
30354,26640072,361049.61,169831.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.25,deciduous,480.3999999999999
30355,26640073,361046.06,169831.72,Larix decidua,Larch,European larch,Larix decidua,0.29,deciduous,400.3333333333333
30356,26640074,361043.52,169832.1,Larix decidua,Larch,European larch,Larix decidua,0.26,deciduous,240.19999999999996
30357,26640075,361040.1,169832.73,Larix decidua,Larch,European larch,Larix decidua,0.26,deciduous,240.19999999999996
30358,26640076,361036.3,169832.86,Larix decidua,Larch,European larch,Larix decidua,0.23,deciduous,200.16666666666666
30359,26640077,360956.28,169861.24,Fagus sylvatica,Beech,Common beech,Fagus sylvatica,0.85,deciduous,2567.133333333333
30360,26640078,360952.75,169867.97,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,0.4,deciduous,280.2333333333333
30361,26640079,360944.38,169867.97,Prunus laurocerasus,Laurel,Cherry Laurel,Prunus laurocerasus,0.14,evergreen,120.09999999999998
30362,26640080,360929.77,169859.98,Populus nigra,Poplar,Black poplar,Populus nigra,0.6,deciduous,3667.333333333333
30363,26640081,360928.73,169862.09,Populus nigra,Poplar,Black poplar,Populus nigra,0.7000000000000001,deciduous,4034.0666666666666
30364,26640082,360927.79,169865.09,Populus nigra,Poplar,Black poplar,Populus nigra,0.7000000000000001,deciduous,1200.4
30365,26640083,360946.5,169920.32,Aesculus hippocastanum,Horse Chestnut,Horse chestnut,Aesculus hippocastanum,0.7000000000000001,deciduous,480.3999999999999
30366,26640084,360925.21,169869.23,Populus nigra,Poplar,Black poplar,Populus nigra,0.81,deciduous,3667.333333333333
30367,26640085,360949.16,169975.94,Populus nigra,Poplar,Black poplar,Populus nigra,0.93,deciduous,240.19999999999996
30368,26640086,361055.19,169829.81,Larix decidua,Larch,European larch,Larix decidua,0.22,deciduous,240.19999999999996
30369,26640088,360927.06,169867.71,Populus nigra,Poplar,Black poplar,Populus nigra,0.76,deciduous,4217.433333333333
30370,26640089,360927.83,169972.74,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,deciduous,8456.8
30371,26640090,360924.04,169970.78,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,deciduous,8456.8
30372,26640091,360933.66,169974.37,Populus nigra,Poplar,Black poplar,Populus nigra,0.85,deciduous,4034.0666666666666
30373,26640092,360938.59,169976.06,Populus nigra,Poplar,Black poplar,Populus nigra,0.96,deciduous,9866.266666666665
30374,26640093,360923.65,169886.82,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30375,26640094,360934.01,169895.33,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30376,26640095,360925.3,169888.68,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30377,26640096,360925.99,169885.84,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30378,26640097,360930.19,169882.91,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30379,26640098,360935.57,169888.0,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30380,26640099,360931.46,169876.94,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30381,26640100,360937.33,169881.05,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30382,26640101,360933.13,169870.19,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30383,26640102,360938.6,169874.11,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30384,26640103,360940.95,169866.49,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30385,26640104,360954.85,169976.4,Populus nigra,Poplar,Black poplar,Populus nigra,0.87,deciduous,240.19999999999996
30386,26640105,361124.45,169845.7,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30387,26640106,361139.6,169844.4,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30390,26640109,361151.0,169859.69,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30391,26640110,361145.17,169866.43,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30392,26640111,361152.95,169871.48,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30393,26640112,361152.69,169877.18,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.02,deciduous,20.0
30394,26640113,361126.26,169830.41,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,0.02,deciduous,20.0
30456,26640175,361162.81,169911.83,Quercus robur,Oak,English oak,Quercus robur,1.12,deciduous,1650.3000000000002
30457,26640176,361181.04,169916.58,Quercus robur,Oak,English oak,Quercus robur,0.06,deciduous,20.0
30458,26640177,361177.4,169931.16,Quercus robur,Oak,English oak,Quercus robur,0.06,deciduous,20.0
30466,26640185,361195.63,169959.24,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30467,26640186,361190.52,169967.26,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30468,26640187,361140.2,169914.75,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30469,26640188,361142.4,169923.87,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30470,26640189,361135.47,169924.96,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30471,26640190,361132.55,169916.21,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30472,26640191,361149.68,169887.77,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.06,deciduous,20.0
30473,26640192,360952.07,169877.38,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.45,deciduous,1000.3333333333333
30474,26640193,361076.19,169835.09,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30475,26640194,361073.35,169832.07,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30476,26640195,361061.81,169831.28,Prunus padus,Cherry,Bird cherry,Prunus padus,0.09,deciduous,20.0
30477,26640196,361059.85,169834.21,Prunus padus,Cherry,Bird cherry,Prunus padus,0.09,deciduous,20.0
30478,26640197,361032.97,169835.19,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30479,26640198,361005.3,169835.09,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.09,deciduous,20.0
30480,26640199,360995.32,169834.01,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,0.09,deciduous,20.0
30481,26640200,361077.85,169832.75,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30482,26640201,360926.09,169926.72,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30483,26640202,360924.42,169933.96,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30484,26640203,360933.42,169935.72,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,20.0
30485,26640204,360919.14,169929.56,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,20.0
30486,26640205,360927.46,169921.05,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30487,26640206,360922.37,169917.82,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30488,26640207,360919.24,169914.88,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30489,26640208,360919.93,169912.05,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30490,26640209,360917.48,169912.73,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30491,26640210,360923.93,169910.58,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30492,26640211,360930.69,169909.21,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30493,26640212,360924.92,169904.52,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30494,26640213,360922.08,169902.08,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30495,26640214,360920.22,169900.32,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30496,26640215,360931.76,169902.77,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30497,26640216,360926.67,169897.39,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30498,26640217,360927.85,169891.13,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30499,26640218,360929.02,169914.88,Quercus robur,Oak,English oak,Quercus robur,0.09,deciduous,20.0
30500,26640219,360922.76,169899.54,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.09,deciduous,33.33333333333333
30501,26640220,361020.95,169832.35,Betula pendula,Silver Birch,Silver birch,Betula pendula,0.24,deciduous,1200.4
30502,26640221,360995.35,169830.83,Larix decidua,Larch,European larch,Larix decidua,0.28,deciduous,480.3999999999999
30503,26640223,360943.8,169976.49,Populus nigra,Poplar,Black poplar,Populus nigra,0.95,deciduous,400.3333333333333
30510,26640230,361173.38,169944.65,Quercus robur,Oak,English oak,Quercus robur,0.06,deciduous,20.0
30511,26640231,360920.61,169923.59,Acer campestre,Field Maple,Field maple,Acer campestre,0.09,deciduous,26.666666666666664
30513,26640233,361057.12,169832.07,Prunus padus,Cherry,Bird cherry,Prunus padus,0.09,deciduous,20.0
30514,26640234,361038.64,169835.09,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30515,26640235,361035.9,169836.56,Carpinus betulus,Hornbeam,Hornbeam,Carpinus betulus,0.09,deciduous,20.0
30782,26640502,359811.89,173439.27,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.21,deciduous,46.666666666666664
30783,26640503,359777.19,173401.39,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.2,deciduous,40.0
30784,26640504,359769.05,173393.25,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.21,deciduous,46.666666666666664
30785,26640505,359757.25,173380.03,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.25,deciduous,46.666666666666664
30786,26640506,359755.25,173377.68,Juniperus communis,Juniper,Common juniper,Juniperus communis,0.08,evergreen,13.333333333333332
30787,26640507,359806.35,173367.2,Sambucus nigra,Elder,Elder,Sambucus nigra,0.08,deciduous,240.19999999999996
30788,26640508,359798.91,173362.57,Salix - Species Unknown,Willow,Unidentified willow,Salix - Species Unknown,0.08,deciduous,240.19999999999996
30789,26640509,359803.05,173362.57,Acer platanoides,Maple,Norway maple,Acer platanoides,0.32,deciduous,1100.3666666666668
30790,26640510,359806.24,173369.29,Acer platanoides Drummondii,Maple,Norway maple 'Drummondii',Acer platanoides Drummondii,0.08,deciduous,26.666666666666664
30791,26640511,359802.72,173372.82,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.08,deciduous,26.666666666666664
30817,26640539,359515.11,173085.47,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.75,deciduous,3117.2333333333336
32617,26642350,358746.5,173724.04,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.42,deciduous,440.3666666666666
32618,26642351,358760.99,173751.72,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.36,deciduous,440.3666666666666
32619,26642352,358776.54,173741.17,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.48,deciduous,1400.4666666666667
32620,26642353,358754.14,173741.74,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.46,deciduous,480.3999999999999
32621,26642354,358750.64,173714.98,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.38,deciduous,400.3333333333333
32622,26642355,358755.14,173708.28,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.42,deciduous,440.3666666666666
32623,26642356,358762.27,173704.78,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.41,deciduous,440.3666666666666
