,Unnamed: 0,OBJECTID,X,Y,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,tree_group,CROWN_AREA_COMPLETE,CROWN_VOLUME,DISTANCE_TO_SENSOR
661,34274,26644018,362917.58,175437.41,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.23,deciduous,47.18599756762115,377.4879805409692,152.8221335409196
662,34275,26644019,363007.81,175489.87,Viburnum tinus,Viburnam,Viburnum,Viburnum tinus,0.14,deciduous,47.5375,174.30416666666667,129.30155838194895
663,34280,26644024,363209.28,175531.27,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,599.5711955782352,289.3039427661107
664,34285,26644029,363217.76,175531.99,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,599.5711955782352,297.471103974834
665,34286,26644030,363211.7,175530.48,Sambucus nigra,Elder,Elder,Sambucus nigra,0.2483333333333333,deciduous,36.1595549228223,192.8509595883856,291.8340631249296
666,34287,26644031,363204.26,175529.75,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,599.5711955782352,284.70807874032164
667,34288,26644032,363196.63,175529.47,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,599.5711955782352,277.3165660396118
668,34289,26644033,363187.39,175528.65,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,599.5711955782352,268.4931183475808
669,34290,26644034,363143.6,175524.31,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,42.83990504852654,285.5993669901769,227.29922151206364
670,34291,26644035,363136.22,175522.8,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,42.83990504852654,228.47949359214152,220.6995432709135
671,34292,26644036,363133.37,175522.49,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.44,deciduous,157.92067636146905,842.2436072611682,218.0823628815483
672,34293,26644037,363129.27,175522.07,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.35,deciduous,104.5047743705082,557.3587966427103,214.32026922343724
673,34294,26644038,363124.75,175521.33,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.32,deciduous,88.4829550649067,471.9090936795024,210.278699349225
674,34295,26644039,363123.16,175523.23,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.25,deciduous,55.40509910209366,295.49386187783284,208.15931038507142
675,34296,26644040,363132.64,175522.0,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.8045902645908924,2.90410473160206,217.5410067090933
676,34297,26644041,363127.78,175522.06,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.8045902645908924,2.90410473160206,212.9108076167379
677,34298,26644042,363111.26,175519.92,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.8045902645908924,2.90410473160206,198.07189098910945
678,34299,26644043,363099.58,175516.71,Ginkgo biloba,Gingko,Maidenhair tree,Ginkgo biloba,0.06,deciduous,2.8045902645908924,2.90410473160206,188.41825946549568
679,34306,26644050,363145.29,175517.4,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,10.0,26.666666666666664,230.9953767935446
680,34307,26644051,363161.28,175516.91,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,10.0,26.666666666666664,246.37131833882904
681,34308,26644052,363207.06,175521.37,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,10.0,26.666666666666664,289.31781918851686
682,34330,26644074,363177.23,175527.07,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,374.731997236397,258.991694461405
683,34331,26644075,363153.53,175524.9,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.214763121226196,deciduous,42.83990504852654,285.5993669901769,236.65990556072964
684,34332,26644076,363171.26,175527.33,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.4169710075284318,deciduous,112.41959917091911,374.731997236397,253.14027040359693
685,34333,26644077,363176.77,175518.69,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,10.0,26.666666666666664,260.7119272300541
686,34334,26644078,363195.74,175520.68,Quercus robur,Oak,English oak,Quercus robur,0.15,deciduous,10.0,26.666666666666664,278.5048114485564
1206,46700,26656542,362697.13,175554.12,Sambucus nigra,Elder,,Sambucus nigra,0.2,deciduous,30.54463220513983,101.81544068379942,231.66538649526
1321,50729,26660635,363017.87,175517.47,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.14,deciduous,60.05,280.2333333333333,117.04997992310369
1322,50739,26660645,363049.83,175516.72,Betula - Species Unknown,Birch,Birch species,Betula - Species Unknown,0.16,deciduous,60.05,240.2,143.88824587159252
1323,50740,26660646,363041.16,175513.76,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.1,deciduous,10.0,26.666666666666664,138.1099677792761
1324,50741,26660647,363019.63,175505.85,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.12,deciduous,10.0,33.33333333333333,125.88804311768409
1325,50742,26660648,363019.05,175510.81,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.18,deciduous,60.05,240.2,122.18575448880365
1326,50743,26660649,363018.52,175513.77,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.15,deciduous,60.05,240.2,119.87895269814899
1327,50745,26660651,363017.49,175520.66,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.18,deciduous,60.05,320.26666666666665,114.79745511115571
1328,50746,26660652,363015.95,175525.2,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.1,deciduous,10.0,26.666666666666664,110.86046409789463
1329,50747,26660653,363019.38,175525.69,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,0.2,deciduous,60.05,240.2,113.38254054306849
1330,50748,26660654,363020.26,175521.58,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,0.13,deciduous,60.05,240.2,116.47422032365577
1331,50782,26660688,363027.46,175532.48,Salix - Species Unknown,Willow,Unidentified willow,Salix - Species Unknown,0.4526645768025079,deciduous,117.91065159854554,707.4639095912731,116.63053631019213
